player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Rubén Blanco,es ESP,25-158,90,6,1,5,83.3,2.0,7,13,53.8,30,3,30.0,28.9,5,80.0,47.2,22,1,4.5,2,14.3,16,2020-2021
Álvaro Fernández,es ESP,22-261,90,6,2,4,66.7,1.6,2,6,33.3,31,4,12.9,27.1,7,28.6,31.0,5,0,0.0,2,26.3,16,2020-2021
Jan Oblak,si SVN,27-358,90,2,0,2,100.0,0.3,4,19,21.1,16,5,56.3,39.1,12,83.3,54.8,13,0,0.0,0,14.0,16,2020-2021
Rubén Yáñez,es ESP,27-079,90,3,1,2,66.7,0.5,8,17,47.1,25,5,56.0,43.5,3,100.0,53.7,10,0,0.0,0,,16,2020-2021
Édgar Badía,es ESP,28-322,90,6,1,5,83.3,1.5,8,15,53.3,34,6,29.4,30.5,8,62.5,41.4,22,0,0.0,3,19.3,16,2020-2021
Thibaut Courtois,be BEL,28-233,90,3,1,2,100.0,1.4,1,1,100.0,22,6,4.5,23.5,4,0.0,31.0,8,0,0.0,3,29.7,16,2020-2021
Unai Simón,es ESP,23-203,90,3,1,2,66.7,1.2,7,21,33.3,29,4,55.2,41.6,8,62.5,49.0,13,0,0.0,0,4.7,16,2020-2021
Álex Remiro,es ESP,25-282,90,0,0,0,,0.0,3,18,16.7,22,3,68.2,52.7,3,100.0,72.3,15,0,0.0,1,21.0,16,2020-2021
Rubén,es ESP,36-192,7,,,,,0.0,2,2,100.0,,,,,,,,1,,,1,22.0,16,2020-2021
Sergio Herrera,es ESP,27-209,78,1,1,0,100.0,0.9,13,29,44.8,19,0,100.0,57.5,10,100.0,65.7,31,1,3.2,3,19.0,16,2020-2021
Fernando Pacheco,es ESP,28-227,90,3,1,2,66.7,0.5,4,9,44.4,18,3,44.4,37.5,8,12.5,26.8,14,0,0.0,5,24.0,16,2020-2021
Sergio Asenjo,es ESP,31-188,90,2,1,1,50.0,0.7,8,19,42.1,26,3,42.3,35.3,11,72.7,52.5,15,0,0.0,0,8.0,17,2020-2021
Aitor Fernández,es ESP,29-244,90,7,2,5,71.4,2.6,4,17,23.5,41,4,41.5,35.8,2,0.0,11.0,4,0,0.0,3,21.0,17,2020-2021
Claudio Bravo,cl CHI,37-264,90,2,1,1,50.0,0.4,4,14,28.6,24,4,45.8,36.7,8,37.5,38.6,9,0,0.0,2,12.4,17,2020-2021
Yassine Bounou,ma MAR,29-272,90,3,1,1,100.0,2.0,0,4,0.0,20,5,20.0,30.1,10,0.0,19.3,10,2,20.0,0,10.3,17,2020-2021
Rubén Yáñez,es ESP,27-082,90,2,1,1,50.0,1.6,11,26,42.3,30,3,76.7,45.6,5,60.0,47.8,17,1,5.9,1,10.3,17,2020-2021
Jordi Masip,es ESP,31-365,90,4,0,4,100.0,0.9,11,28,39.3,25,1,88.0,55.4,6,100.0,61.3,22,0,0.0,1,34.0,17,2020-2021
Thibaut Courtois,be BEL,28-236,90,0,0,0,,0.0,3,11,27.3,27,6,33.3,37.9,4,50.0,44.8,23,0,0.0,0,5.0,17,2020-2021
Rubén Blanco,es ESP,25-161,90,2,2,0,0.0,0.8,7,15,46.7,31,2,38.7,33.9,8,37.5,34.3,5,0,0.0,0,,17,2020-2021
Unai Simón,es ESP,23-206,90,1,0,1,100.0,0.3,8,16,50.0,33,6,33.3,35.3,7,71.4,54.0,17,1,5.9,2,16.2,17,2020-2021
Édgar Badía,es ESP,28-326,90,2,1,1,50.0,1.0,1,8,12.5,33,5,15.2,29.3,13,23.1,27.6,11,0,0.0,0,13.5,17,2020-2021
