player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Sergio Herrera,es ESP,27-233,90,1,1,0,0.0,0.6,8,30,26.7,27,2,81.5,56.1,8,100.0,66.1,15,3,20.0,2,18.0,20,2020-2021
Rui Silva,pt POR,26-352,90,4,3,1,25.0,1.8,5,23,21.7,29,2,62.1,46.7,5,100.0,67.2,12,0,0.0,4,28.6,20,2020-2021
Édgar Badía,es ESP,28-347,90,8,2,6,75.0,3.9,3,7,42.9,33,4,21.2,27.1,16,0.0,17.5,15,2,13.3,0,10.7,20,2020-2021
Marc-André ter Stegen,de GER,28-269,90,2,0,2,100.0,0.6,0,0,,23,2,0.0,18.7,3,0.0,26.7,3,1,33.3,0,13.0,20,2020-2021
Rubén Blanco,es ESP,25-183,90,2,1,1,50.0,0.9,14,29,48.3,38,3,63.2,40.7,7,71.4,49.1,18,0,0.0,1,14.7,20,2020-2021
Marko Dmitrović,rs SRB,29-000,90,4,1,3,75.0,1.3,8,23,34.8,29,2,65.5,49.4,4,100.0,70.8,8,0,0.0,4,24.8,20,2020-2021
Jan Oblak,si SVN,28-017,90,4,1,3,75.0,0.6,1,10,10.0,18,5,33.3,34.9,6,66.7,44.2,15,0,0.0,1,25.0,20,2020-2021
Jaume Doménech,es ESP,30-080,90,5,3,2,40.0,2.9,11,18,61.1,21,0,71.4,45.4,9,33.3,35.1,13,0,0.0,1,19.5,20,2020-2021
Unai Simón,es ESP,23-228,90,2,1,0,50.0,1.8,5,12,41.7,15,4,33.3,33.8,8,87.5,59.4,15,2,13.3,0,7.0,20,2020-2021
Rubén Yáñez,es ESP,27-105,90,8,5,3,37.5,3.2,7,19,36.8,19,4,63.2,41.4,7,100.0,62.0,13,0,0.0,0,17.3,20,2020-2021
Jordi Masip,es ESP,32-026,90,5,3,2,40.0,2.5,6,17,35.3,21,5,47.6,37.8,9,77.8,54.0,16,0,0.0,1,19.0,21,2020-2021
Álvaro Fernández,es ESP,22-291,90,4,1,3,75.0,1.0,8,18,44.4,34,4,29.4,33.9,12,66.7,50.6,23,1,4.3,0,4.3,21,2020-2021
Marko Dmitrović,rs SRB,29-006,60,3,2,1,66.7,1.9,8,17,47.1,18,1,66.7,49.3,6,83.3,66.2,2,,,2,17.4,21,2020-2021
Yoel,es ESP,32-155,30,1,0,1,100.0,0.5,4,9,44.4,12,4,58.3,42.9,2,100.0,69.0,0,0,,1,25.0,21,2020-2021
Yassine Bounou,ma MAR,29-300,90,6,0,6,100.0,0.9,14,23,60.9,35,7,40.0,35.1,12,75.0,49.4,22,0,0.0,0,7.5,21,2020-2021
Thibaut Courtois,be BEL,28-264,90,8,2,5,75.0,2.8,7,14,50.0,18,5,38.9,37.7,10,70.0,54.3,15,0,0.0,1,10.5,21,2020-2021
Aitor Fernández,es ESP,29-272,90,2,1,1,50.0,1.6,2,8,25.0,19,5,31.6,29.9,5,40.0,33.8,9,0,0.0,0,7.5,21,2020-2021
Jaume Doménech,es ESP,30-086,90,1,0,1,100.0,0.4,9,22,40.9,24,2,62.5,38.0,9,77.8,47.3,19,0,0.0,0,11.3,21,2020-2021
Édgar Badía,es ESP,28-353,90,3,1,1,66.7,1.8,3,8,37.5,26,1,19.2,29.0,8,37.5,28.6,10,0,0.0,1,19.2,21,2020-2021
Sergio Asenjo,es ESP,31-216,90,3,1,2,66.7,1.3,6,16,37.5,21,5,33.3,33.1,11,81.8,53.6,19,0,0.0,0,9.0,21,2020-2021
Álex Remiro,es ESP,25-312,90,2,1,1,50.0,0.5,0,2,0.0,34,2,5.9,23.5,2,0.0,16.5,5,0,0.0,4,28.0,21,2020-2021
