player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Guido Carrillo,21,ar ARG,FW,29-285,90,0,0,0,1,0,0,0,1,0,0,0,0,1,10,5,66.7,26,2020-2021
Lucas Boyé,9,ar ARG,FW,25-006,89,1,0,0,3,1,0,2,0,0,0,0,0,3,0,0,,26,2020-2021
   Diego González,2,es ESP,"CB,FW",26-037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,2020-2021
Fidel,16,es ESP,LM,31-130,90,1,0,0,2,2,0,4,0,1,0,0,0,5,1,1,50.0,26,2020-2021
Iván Marcone,4,ar ARG,CM,30-276,61,1,0,0,2,0,0,0,2,0,0,0,0,4,1,0,100.0,26,2020-2021
   Omenuke Mfulu,6,cd COD,CM,26-351,29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,26,2020-2021
Raúl Guti,14,es ESP,CM,24-066,89,0,0,0,1,1,0,2,2,1,0,0,0,4,0,0,,26,2020-2021
   Luismi,15,es ESP,CM,28-305,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,26,2020-2021
Tete Morente,11,es ESP,RM,24-092,75,0,0,0,2,1,0,6,0,4,0,0,0,3,0,0,,26,2020-2021
   Josan,17,es ESP,RM,31-093,15,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,,26,2020-2021
Josema,24,es ESP,LB,24-273,90,0,0,0,0,1,0,5,3,1,0,0,0,6,0,0,,26,2020-2021
Dani Calvo,12,es ESP,CB,26-339,90,0,0,0,1,0,0,0,1,1,0,0,0,2,1,3,25.0,26,2020-2021
Gonzalo Verdú,5,es ESP,CB,32-136,90,0,0,0,2,1,0,0,2,1,0,0,0,5,0,0,,26,2020-2021
Antonio Barragán,19,es ESP,RB,33-267,90,1,0,0,1,2,0,4,1,0,0,0,0,4,2,2,50.0,26,2020-2021
Édgar Badía,13,es ESP,GK,29-022,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,2020-2021
Luuk de Jong,9,nl NED,FW,30-191,90,0,0,0,2,4,1,0,0,0,0,0,0,2,2,1,66.7,26,2020-2021
Munir El Haddadi,11,ma MAR,LW,25-186,56,0,0,0,2,2,0,0,1,0,0,0,0,4,1,1,50.0,26,2020-2021
   Óliver Torres,21,es ESP,LW,26-116,34,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,,26,2020-2021
Lucas Ocampos,5,ar ARG,RW,26-238,90,0,0,0,0,3,0,3,1,0,0,0,0,5,0,1,0.0,26,2020-2021
Ivan Rakitić,10,hr CRO,LM,32-361,56,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,,26,2020-2021
   Joan Jordán,8,es ESP,LM,26-243,34,0,0,0,0,0,0,3,0,2,0,0,0,3,1,0,100.0,26,2020-2021
Nemanja Gudelj,6,rs SRB,CM,29-110,90,0,0,0,0,1,0,0,3,4,0,0,0,3,0,3,0.0,26,2020-2021
Papu Gómez,24,ar ARG,RM,33-019,75,0,0,0,2,0,0,0,1,0,0,0,0,3,0,1,0.0,26,2020-2021
   Youssef En-Nesyri,15,ma MAR,RM,23-278,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,26,2020-2021
Sergio Escudero,18,es ESP,LB,31-185,56,0,0,0,1,1,0,3,1,1,0,0,0,6,0,0,,26,2020-2021
   Marcos Acuña,19,ar ARG,LB,29-129,34,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,,26,2020-2021
Karim Rekik,4,nl NED,CB,26-094,90,0,0,0,2,1,0,0,0,0,0,0,0,6,3,2,60.0,26,2020-2021
Sergi Gómez,3,es ESP,CB,28-343,90,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,28.6,26,2020-2021
Jesús Navas,16,es ESP,RB,35-105,67,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,100.0,26,2020-2021
   Suso,7,es ESP,RB,27-107,23,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,26,2020-2021
Tomáš Vaclík,1,cz CZE,GK,31-342,90,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,26,2020-2021
Rubén Sobrino,21,es ESP,"FW,RM",28-278,90,0,0,0,1,1,0,0,2,1,0,0,0,6,4,4,50.0,26,2020-2021
Álvaro Negredo,18,es ESP,FW,35-198,73,0,0,0,0,2,0,0,0,0,0,0,0,1,5,4,55.6,26,2020-2021
   Anthony Lozano,9,hn HON,FW,27-315,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,2020-2021
Álex Fernández,8,es ESP,"LM,FW,RM",28-142,90,0,0,0,0,1,0,5,0,1,0,0,0,3,1,4,20.0,26,2020-2021
José Mari,6,es ESP,CM,33-090,73,1,0,0,3,1,0,0,1,2,0,0,0,8,1,1,50.0,26,2020-2021
   Fali,3,es ESP,CM,27-206,17,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,26,2020-2021
Jens Jønsson,2,dk DEN,CM,28-055,73,0,0,0,0,1,0,0,3,0,0,0,0,6,1,1,50.0,26,2020-2021
   Jon Ander Garrido,5,es ESP,CM,31-148,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,26,2020-2021
Salvi,7,es ESP,RM,29-341,62,0,0,0,0,1,2,1,1,2,0,0,0,3,2,2,50.0,26,2020-2021
   Alberto Perea,10,es ESP,LM,30-077,28,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,,26,2020-2021
Alfonso Espino,22,uy URU,LB,29-060,90,0,0,0,0,0,0,2,0,1,0,0,0,4,2,1,66.7,26,2020-2021
Cala,16,es ESP,CB,31-100,90,0,0,0,2,0,0,0,1,0,0,1,0,6,6,5,54.5,26,2020-2021
Marcos Mauro López Gutiérrez,4,ar ARG,CB,30-056,90,0,0,0,0,1,0,0,1,0,0,0,0,4,4,3,57.1,26,2020-2021
Isaac Carcelen,20,es ESP,RB,27-317,79,0,0,0,1,0,0,1,0,1,0,0,0,5,0,1,0.0,26,2020-2021
   Jairo Izquierdo,25,es ESP,RB,27-135,11,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,50.0,26,2020-2021
Jeremías Ledesma,1,ar ARG,GK,28-021,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,2020-2021
Kiké,17,es ESP,FW,31-101,78,0,0,0,1,2,1,3,0,0,0,0,0,2,3,7,30.0,26,2020-2021
   Yoshinori Mutō,12,jp JPN,FW,28-234,12,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0,26,2020-2021
Sergi Enrich,9,es ESP,FW,31-008,90,1,0,0,3,0,0,0,1,0,0,0,0,5,3,5,37.5,26,2020-2021
Bryan Gil,25,es ESP,LM,20-023,90,0,0,0,1,1,0,5,0,0,0,0,0,2,0,0,,26,2020-2021
Edu Expósito,10,es ESP,CM,24-217,67,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,75.0,26,2020-2021
   Aleix García,19,es ESP,CM,23-251,23,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,,26,2020-2021
Papakouli Diop,8,sn SEN,CM,34-352,79,0,0,0,1,1,0,1,0,1,0,0,0,6,8,3,72.7,26,2020-2021
   Recio,18,es ESP,CM,30-054,11,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0,26,2020-2021
Pedro León,21,es ESP,RM,34-102,67,0,0,0,0,0,0,12,0,2,0,0,0,3,0,2,0.0,26,2020-2021
   Kévin Rodrigues,24,pt POR,RM,27-001,23,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,100.0,26,2020-2021
José Ángel,15,es ESP,LB,31-182,90,1,0,0,2,0,0,6,0,0,0,0,0,6,3,0,100.0,26,2020-2021
Anaitz Arbilla,23,es ESP,CB,33-295,90,0,0,0,1,0,0,1,2,0,0,0,0,6,2,3,40.0,26,2020-2021
Paulo Oliveira,4,pt POR,CB,29-057,90,0,0,0,0,0,1,0,1,0,0,0,0,7,2,3,40.0,26,2020-2021
Alejandro Pozo Pozo,22,es ESP,RB,22-012,90,0,0,0,0,1,0,5,0,0,0,0,0,9,0,3,0.0,26,2020-2021
