player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Sandro Ramírez,6,es ESP,FW,25-274,57,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,30,2020-2021
   Sergio Gómez,10,es ESP,FW,20-217,33,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,30,2020-2021
Rafa Mir,9,es ESP,FW,23-295,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,30,2020-2021
Jaime Seoane,20,es ESP,CM,24-077,90,5,2,1,4,0,3,5,60.0,2,2,0,2,0,5,2,0,30,2020-2021
Pedro Mosquera,5,es ESP,CM,32-353,64,1,1,1,0,0,1,3,33.3,2,1,1,0,0,1,3,0,30,2020-2021
   Mikel Rico,17,es ESP,CB,36-156,26,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,30,2020-2021
David Ferreiro,7,es ESP,CM,33-008,79,2,1,1,1,0,0,1,0.0,1,1,1,0,1,3,2,0,30,2020-2021
   Idrissa Doumbia,2,ci CIV,CM,22-360,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,2020-2021
Javi Galán,11,es ESP,WB,26-141,90,5,3,3,2,0,3,4,75.0,1,0,0,0,0,5,2,0,30,2020-2021
Pedro López Muñoz,19,es ESP,WB,37-159,90,2,2,1,1,0,2,2,100.0,0,1,0,1,1,3,0,0,30,2020-2021
Pablo Insua,4,es ESP,CB,27-212,90,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,7,0,30,2020-2021
Jorge Pulido,14,es ESP,CB,30-001,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,30,2020-2021
Denis Vavro,25,sk SVK,CB,24-364,64,2,1,0,2,0,1,1,100.0,0,0,0,0,4,6,3,0,30,2020-2021
   Dimitris Siovas,18,gr GRE,CM,32-205,26,1,0,1,0,0,0,0,,0,1,0,1,2,3,1,0,30,2020-2021
Andrés Fernández,13,es ESP,GK,34-113,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30,2020-2021
Pere Milla,10,es ESP,FW,28-198,63,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,30,2020-2021
   Josan,17,es ESP,RM,31-127,27,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,30,2020-2021
Lucas Boyé,9,ar ARG,FW,25-040,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,3,0,30,2020-2021
Fidel,16,es ESP,LM,31-164,69,1,1,0,0,1,0,3,0.0,3,0,0,0,0,1,1,0,30,2020-2021
   Emiliano Rigoni,22,ar ARG,LM,28-064,21,2,2,0,2,0,1,1,100.0,0,0,0,0,1,3,0,0,30,2020-2021
Iván Marcone,4,ar ARG,CM,30-310,90,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,30,2020-2021
Raúl Guti,14,es ESP,CM,24-100,90,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,30,2020-2021
