player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Roger Martí,9,es ESP,FW,30-089,78,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.0,29,2020-2021
   Sergio León,7,es ESP,FW,32-086,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,29,2020-2021
José Luis Morales,11,es ESP,AM,33-253,70,0,0,0,0,0,1,3,0,0,0,0,0,2,1,2,33.3,29,2020-2021
   Enis Bardhi,10,mk MKD,AM,25-274,20,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,29,2020-2021
Jorge de Frutos,18,es ESP,"AM,RB,WB",24-041,90,0,0,0,1,1,0,7,1,0,0,0,0,9,1,1,50.0,29,2020-2021
Rubén Rochina,16,es ESP,"CM,LM",30-010,90,1,0,0,4,0,0,4,3,3,0,0,0,12,1,0,100.0,29,2020-2021
Nemanja Radoja,5,rs SRB,"CM,RM",28-055,79,0,0,0,0,0,0,0,0,3,0,0,0,6,0,2,0.0,29,2020-2021
   Cheick Doukouré,25,ci CIV,RM,28-203,11,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,,29,2020-2021
Carlos Clerc,19,es ESP,"WB,LB",29-040,90,0,0,0,1,1,1,9,0,0,0,0,0,5,2,1,66.7,29,2020-2021
Son,2,es ESP,WB,27-003,58,1,0,0,3,0,0,6,0,0,0,0,0,4,0,0,,29,2020-2021
   Dani Gómez,21,es ESP,"FW,AM",22-246,32,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.0,29,2020-2021
Rober,4,es ESP,CB,26-045,90,0,0,0,0,1,0,0,3,0,0,0,0,4,1,3,25.0,29,2020-2021
Óscar Duarte,6,cr CRC,CB,31-303,69,0,0,0,1,0,0,0,3,2,0,0,0,6,3,1,75.0,29,2020-2021
   Mickael Malsa,12,mq MTQ,DM,25-172,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,29,2020-2021
Rúben Vezo,14,pt POR,CB,26-342,90,0,0,0,2,1,0,1,1,1,0,0,0,6,2,2,50.0,29,2020-2021
Aitor Fernández,13,es ESP,GK,29-334,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,29,2020-2021
Sandro Ramírez,6,es ESP,FW,25-267,63,0,0,0,1,3,1,0,2,0,0,0,0,2,1,2,33.3,29,2020-2021
   Dani Escriche,23,es ESP,FW,23-009,27,0,0,0,0,1,0,0,1,2,0,0,0,4,0,1,0.0,29,2020-2021
Rafa Mir,9,es ESP,FW,23-288,90,0,0,0,1,0,2,0,0,0,0,0,0,2,4,3,57.1,29,2020-2021
Jaime Seoane,20,es ESP,CM,24-070,90,1,0,0,1,1,0,0,0,0,0,0,0,3,2,0,100.0,29,2020-2021
Pedro Mosquera,5,es ESP,CM,32-346,73,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,29,2020-2021
   Idrissa Doumbia,2,ci CIV,CM,22-353,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,29,2020-2021
David Ferreiro,7,es ESP,CM,33-001,72,0,0,0,0,1,1,2,0,0,0,0,0,5,0,1,0.0,29,2020-2021
   Mikel Rico,17,es ESP,CM,36-149,18,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,,29,2020-2021
Javi Galán,11,es ESP,"LB,WB",26-134,90,0,0,0,1,5,0,0,0,1,0,0,0,8,0,1,0.0,29,2020-2021
Pablo Maffeo,3,es ESP,"RB,WB",23-264,62,0,0,0,0,1,0,1,0,0,0,0,0,4,3,1,75.0,29,2020-2021
   Pedro López Muñoz,19,es ESP,RB,37-152,28,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0,29,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-198,42,0,0,0,0,0,0,0,1,2,0,0,0,3,1,0,100.0,29,2020-2021
   Denis Vavro,25,sk SVK,CB,24-357,48,0,0,0,0,0,0,0,3,1,0,0,0,4,1,0,100.0,29,2020-2021
Jorge Pulido,14,es ESP,CB,29-359,90,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0,,29,2020-2021
Pablo Insua,4,es ESP,CB,27-205,90,0,0,0,1,0,0,0,1,3,0,0,0,5,2,1,66.7,29,2020-2021
Andrés Fernández,13,es ESP,GK,34-106,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,29,2020-2021
Roberto Soldado,9,es ESP,FW,35-311,73,1,0,0,2,1,2,1,0,0,0,0,0,1,1,1,50.0,29,2020-2021
   Fede Vico,14,es ESP,CM,26-273,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,29,2020-2021
Antonio Puertas,10,es ESP,"LW,LM,RB",29-041,90,0,0,0,1,3,1,3,1,1,0,0,0,3,1,1,50.0,29,2020-2021
Kenedy,24,br BRA,"RW,RM",25-054,90,0,0,0,1,1,0,10,2,2,0,0,0,9,0,0,,29,2020-2021
Yangel Herrera,21,ve VEN,"AM,CM,FW",23-079,90,0,0,0,2,3,0,1,0,2,0,0,0,5,4,5,44.4,29,2020-2021
Ángel Montoro,19,es ESP,"DM,CM",32-282,73,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0.0,29,2020-2021
   Adrián Marín,18,es ESP,LB,24-084,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,29,2020-2021
Maxime Gonalons,4,fr FRA,DM,32-024,60,0,0,0,1,1,0,0,3,1,0,0,0,3,0,0,,29,2020-2021
   Jorge Molina,23,es ESP,"FW,CM",38-346,30,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,50.0,29,2020-2021
Quini,17,es ESP,"LB,RB",31-191,90,1,0,0,3,1,0,4,1,4,0,0,0,5,1,0,100.0,29,2020-2021
