player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Gerard Moreno,7,es ESP,FW,28-243,90,24,38,63.2,343,108,12,19,63.2,10,12,83.3,0,3,0.0,0,0.1,0.2,2,4,3,2,3,12,2020-2021
Alex Baena,32,es ESP,LM,19-139,45,14,15,93.3,193,23,7,7,100.0,6,7,85.7,0,0,,0,0.0,0.0,0,0,0,0,1,12,2020-2021
   Takefusa Kubo,16,jp JPN,"RM,RW",19-185,45,17,20,85.0,261,102,9,11,81.8,5,6,83.3,2,2,100.0,0,0.2,0.2,4,4,4,0,8,12,2020-2021
Daniel Parejo,5,es ESP,"CM,DM",31-234,90,78,93,83.9,1442,412,37,40,92.5,30,35,85.7,11,15,73.3,0,0.1,0.1,2,8,1,0,11,12,2020-2021
Manu Trigueros,14,es ESP,"CM,LM",29-050,81,53,58,91.4,767,226,34,36,94.4,17,19,89.5,1,2,50.0,0,0.0,0.1,0,13,1,0,11,12,2020-2021
   Fernando Niño,34,es ESP,AM,20-043,9,3,3,100.0,37,3,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,12,2020-2021
Samuel Chukwueze,11,ng NGA,RM,21-198,45,9,12,75.0,123,10,5,6,83.3,4,6,66.7,0,0,,0,0.0,0.0,0,1,0,0,0,12,2020-2021
   Paco Alcácer,17,es ESP,FW,27-098,32,4,7,57.1,34,1,2,4,50.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,12,2020-2021
   Yeremi Pino,30,es ESP,"LW,FW",18-047,13,5,7,71.4,48,8,5,6,83.3,0,0,,0,1,0.0,0,0.0,0.0,0,0,1,0,1,12,2020-2021
Vicente Iborra,10,es ESP,"DM,CM",32-325,77,52,58,89.7,972,313,23,24,95.8,18,18,100.0,7,10,70.0,0,0.0,0.1,0,6,2,0,8,12,2020-2021
   Francis Coquelin,19,fr FRA,"DM,CM",29-207,13,6,7,85.7,100,19,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,12,2020-2021
Pervis Estupiñán,15,ec ECU,LB,22-320,90,39,48,81.3,504,123,25,28,89.3,12,14,85.7,0,2,0.0,0,0.0,0.0,1,1,1,0,3,12,2020-2021
Pau Torres,4,es ESP,CB,23-325,90,70,72,97.2,1129,453,32,33,97.0,35,36,97.2,2,2,100.0,0,0.0,0.0,1,4,0,0,6,12,2020-2021
