player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
João Félix,7,pt POR,FW,20-322,70,1,1,0,0,3,1,1,0,44,0,0,0,0.5,0.5,0.5,6,2,29,35,82.9,5,38,3,6,4,3,2020-2021
   Marcos Llorente,14,es ESP,"FW,RM",25-241,20,1,1,0,0,1,1,0,0,16,0,0,0,0.3,0.3,0.1,2,1,13,14,92.9,1,16,0,1,1,3,2020-2021
Diego Costa,19,es ESP,FW,31-356,69,1,0,0,0,2,2,0,0,27,0,0,0,0.4,0.4,0.1,3,1,16,23,69.6,1,14,2,0,0,3,2020-2021
   Luis Suárez,9,uy URU,FW,33-247,21,2,1,0,0,4,2,0,0,15,0,0,0,0.7,0.7,0.3,3,2,8,13,61.5,4,11,0,0,0,3,2020-2021
Yannick Carrasco,21,be BEL,LM,27-023,70,0,0,0,0,1,1,0,0,36,1,1,0,0.0,0.0,0.1,2,0,23,27,85.2,4,26,6,6,5,3,2020-2021
   Thomas Partey,5,gh GHA,CM,27-106,20,0,0,0,0,0,0,1,0,32,0,0,0,0.0,0.0,0.0,1,0,29,31,93.5,2,27,2,2,1,3,2020-2021
Saúl Ñíguez,8,es ESP,CM,25-311,90,0,0,0,1,2,1,1,0,85,3,1,2,0.9,0.1,0.0,1,0,66,77,85.7,4,63,0,1,1,3,2020-2021
Koke,6,es ESP,"CM,LM",28-263,76,0,0,0,0,1,0,0,0,53,1,0,2,0.0,0.0,0.3,3,1,39,45,86.7,5,33,0,0,0,3,2020-2021
   Thomas Lemar,11,fr FRA,LM,24-320,14,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,13,14,92.9,2,13,1,1,1,3,2020-2021
Ángel Correa,10,ar ARG,RM,25-202,76,1,2,0,0,1,1,0,0,37,1,2,1,0.4,0.4,0.7,3,2,22,28,78.6,1,27,2,2,2,3,2020-2021
   Vitolo,20,es ESP,"RM,FW",30-330,14,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.1,2,2,10,10,100.0,2,9,0,0,0,3,2020-2021
Renan Lodi,12,br BRA,LB,22-172,90,0,0,0,0,1,0,0,0,54,2,3,0,0.1,0.1,0.0,0,0,29,39,74.4,0,30,1,1,1,3,2020-2021
Felipe,18,br BRA,CB,31-134,90,0,0,0,0,0,0,0,0,66,1,4,1,0.0,0.0,0.0,0,0,45,56,80.4,3,40,0,0,0,3,2020-2021
Stefan Savić,15,me MNE,CB,29-263,90,0,0,0,0,0,0,0,0,62,1,2,0,0.0,0.0,0.0,0,0,46,54,85.2,2,49,0,0,0,3,2020-2021
Kieran Trippier,23,eng ENG,RB,30-008,90,0,0,0,0,0,0,0,0,74,1,4,2,0.0,0.0,0.1,2,1,47,63,74.6,9,37,2,0,0,3,2020-2021
Jan Oblak,13,si SVN,GK,27-264,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,14,21,66.7,0,17,0,0,0,3,2020-2021
Jorge Molina,23,es ESP,FW,38-158,90,1,0,0,0,2,1,0,0,34,0,0,1,0.9,0.9,0.0,2,0,20,27,74.1,3,16,0,1,0,3,2020-2021
Kenedy,24,br BRA,LW,24-232,59,0,0,0,0,2,0,0,0,21,1,1,1,0.1,0.1,0.0,0,0,12,14,85.7,0,9,0,1,1,3,2020-2021
   Alberto Soro,26,es ESP,"LW,FW",21-202,31,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,8,10,80.0,2,11,0,1,0,3,2020-2021
Antonio Puertas,10,es ESP,RW,28-219,59,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.0,2,0,8,13,61.5,1,14,3,2,1,3,2020-2021
   Darwin Machís,11,ve VEN,"RW,CM",27-233,31,0,0,0,0,2,2,0,0,12,0,0,0,0.1,0.1,0.0,2,0,6,8,75.0,0,11,1,1,1,3,2020-2021
Yangel Herrera,21,ve VEN,AM,22-257,70,0,0,0,0,1,1,0,0,47,1,1,4,0.0,0.0,0.0,3,0,25,37,67.6,4,29,2,2,2,3,2020-2021
   Fede Vico,14,es ESP,"AM,CM",26-085,20,0,0,0,0,0,0,0,0,7,3,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,0,0,0,3,2020-2021
Luis Milla,5,es ESP,DM,25-356,70,0,0,0,0,1,1,0,0,67,3,6,0,0.0,0.0,0.4,2,0,49,59,83.1,6,46,1,3,2,3,2020-2021
   Yan Brice Eteki,8,cm CMR,"DM,CM",23-032,20,0,0,0,0,0,0,0,0,7,2,1,0,0.0,0.0,0.0,0,0,4,4,100.0,0,2,0,0,0,3,2020-2021
Ramon Azeez,12,ng NGA,"DM,RB",27-290,90,0,0,0,0,2,0,0,0,36,1,1,0,0.1,0.1,0.0,0,0,22,30,73.3,0,21,0,0,0,3,2020-2021
Dimitri Foulquier,2,fr FRA,LB,27-188,90,0,0,0,0,0,0,0,0,53,1,0,0,0.0,0.0,0.0,3,0,29,45,64.4,2,33,2,1,1,3,2020-2021
Jesús Vallejo,20,es ESP,CB,23-266,90,0,0,0,0,0,0,0,0,54,0,0,0,0.0,0.0,0.0,0,0,40,49,81.6,7,37,2,2,2,3,2020-2021
Domingos Duarte,22,pt POR,CB,25-201,83,0,0,0,0,0,0,1,0,48,1,1,0,0.0,0.0,0.0,1,0,32,43,74.4,2,32,1,0,0,3,2020-2021
   Germán Sánchez,6,es ESP,CB,33-290,7,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0,3,2020-2021
Víctor Díaz,16,es ESP,"RB,CB",32-107,90,0,0,0,0,1,1,0,0,72,2,0,0,0.4,0.4,0.1,3,0,42,65,64.6,7,48,4,0,0,3,2020-2021
Rui Silva,1,pt POR,GK,26-233,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,24,37,64.9,0,21,0,0,0,3,2020-2021
Toni Villa,19,es ESP,"FW,LM",25-264,72,0,0,0,0,1,0,0,0,38,1,0,2,0.0,0.0,0.3,7,0,19,24,79.2,5,23,3,8,4,3,2020-2021
   Óscar Plano,10,es ESP,LM,29-229,18,0,0,0,0,1,0,0,0,9,1,1,0,0.1,0.1,0.0,0,0,3,5,60.0,0,3,0,1,0,3,2020-2021
Sergi Guardiola,7,es ESP,FW,29-121,90,1,0,1,1,3,1,1,0,29,0,0,0,1.2,0.4,0.0,0,0,16,21,76.2,0,15,1,1,0,3,2020-2021
Raúl García,3,es ESP,LM,31-150,57,0,0,0,0,0,0,0,0,29,0,1,1,0.0,0.0,0.1,2,0,15,25,60.0,4,19,2,1,1,3,2020-2021
   Marcos André,16,br BRA,FW,23-343,33,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,6,8,75.0,1,3,1,2,1,3,2020-2021
Kike Pérez,8,es ESP,CM,23-226,90,0,0,0,0,0,0,0,0,43,2,3,0,0.0,0.0,0.0,2,1,31,35,88.6,4,27,0,0,0,3,2020-2021
Fede San Emeterio,20,es ESP,CM,23-195,90,0,0,0,0,1,0,0,0,44,3,2,0,0.1,0.1,0.0,0,0,29,36,80.6,6,16,0,1,1,3,2020-2021
Fabián Orellana,12,cl CHI,RM,34-244,57,0,0,0,0,0,0,0,0,49,2,0,2,0.0,0.0,0.0,1,0,26,37,70.3,5,24,1,2,1,3,2020-2021
   Pablo Hervías,11,es ESP,RM,27-203,33,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,0,0,12,19,63.2,0,15,3,1,1,3,2020-2021
Nacho,22,es ESP,LB,31-204,90,0,0,0,0,2,1,0,0,80,1,2,0,0.1,0.1,0.1,4,1,47,72,65.3,1,30,2,3,3,3,2020-2021
Javi Sánchez,5,es ESP,CB,23-197,90,0,0,0,0,0,0,1,0,34,1,1,1,0.0,0.0,0.0,1,0,17,26,65.4,1,15,0,0,0,3,2020-2021
Bruno González,6,es ESP,CB,30-126,90,0,0,0,0,1,1,1,0,32,1,1,0,0.1,0.1,0.0,0,0,21,26,80.8,1,10,0,1,1,3,2020-2021
Luis Pérez,2,es ESP,RB,25-236,90,0,0,0,0,0,0,0,0,68,3,2,2,0.0,0.0,0.0,0,0,41,58,70.7,3,27,5,1,0,3,2020-2021
Roberto,13,es ESP,GK,34-230,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,18,29,62.1,0,15,0,0,0,3,2020-2021
Iago Aspas,10,es ESP,FW,33-057,90,1,0,0,0,1,1,1,0,39,0,0,0,0.6,0.6,0.5,3,1,21,32,65.6,2,23,3,2,2,3,2020-2021
Nolito,9,es ESP,LW,33-348,71,0,0,0,0,0,0,0,0,30,1,1,2,0.0,0.0,0.1,1,0,12,18,66.7,2,14,0,5,1,3,2020-2021
   Santi Mina,22,es ESP,"LW,LM",24-295,19,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,3,0,0,0,3,2020-2021
Denis Suárez,6,es ESP,RW,26-265,59,0,1,0,0,1,0,0,0,32,0,1,0,0.5,0.5,0.6,1,1,15,21,71.4,1,21,3,5,2,3,2020-2021
   Miguel Baeza,27,es ESP,"RW,RM",20-184,31,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,0,7,9,77.8,1,5,0,0,0,3,2020-2021
Emre Mor,11,tr TUR,AM,23-065,59,0,0,0,0,1,0,1,0,21,1,2,0,0.1,0.1,0.0,0,0,10,12,83.3,0,9,0,4,2,3,2020-2021
   Brais Méndez,23,es ESP,"AM,CM",23-264,31,0,0,0,0,1,0,0,0,14,1,0,2,0.0,0.0,0.0,1,0,6,10,60.0,1,6,0,0,0,3,2020-2021
Renato Tapia,14,pe PER,DM,25-061,79,0,0,0,0,0,0,0,0,43,7,2,1,0.0,0.0,0.0,0,0,16,25,64.0,3,13,0,1,1,3,2020-2021
   Okay Yokuşlu,5,tr TUR,"DM,CM",26-202,11,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,3,0,0,0,3,2020-2021
Fran Beltrán,8,es ESP,DM,21-237,80,0,0,0,0,1,0,1,0,30,2,2,1,0.0,0.0,0.0,2,0,18,21,85.7,1,16,0,2,2,3,2020-2021
   Néstor Araujo,4,mx MEX,"DM,CB",29-029,10,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,7,9,77.8,2,8,1,0,0,3,2020-2021
