player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Rui Silva,pt POR,26-268,90,4,1,3,75.0,0.3,11,35,31.4,24,1,75.0,51.4,17,100.0,64.1,26,2,7.7,0,6.8,8,2020-2021
Aitor Fernández,es ESP,29-182,90,2,1,1,50.0,0.5,1,2,50.0,17,4,11.8,26.1,5,0.0,22.4,7,0,0.0,1,19.5,8,2020-2021
Jaume Doménech,es ESP,29-362,90,5,2,3,60.0,1.7,17,24,70.8,16,0,93.8,56.1,9,100.0,61.2,27,0,0.0,0,,8,2020-2021
David Soria,es ESP,27-211,90,5,2,3,80.0,1.8,10,23,43.5,28,1,67.9,41.6,7,57.1,40.1,3,0,0.0,2,24.7,8,2020-2021
Sergio Asenjo,es ESP,31-127,90,1,0,1,100.0,0.2,6,11,54.5,28,4,21.4,30.2,7,71.4,47.7,31,2,6.5,0,7.7,8,2020-2021
Jordi Masip,es ESP,31-304,90,5,2,3,60.0,2.8,3,17,17.6,17,1,70.6,44.8,6,83.3,57.0,12,0,0.0,0,,8,2020-2021
Édgar Badía,es ESP,28-268,90,6,1,5,83.3,2.3,5,11,45.5,28,6,25.0,31.1,8,50.0,36.4,7,0,0.0,0,10.8,9,2020-2021
Rubén Blanco,es ESP,25-104,90,1,1,0,100.0,1.0,0,5,0.0,17,6,23.5,28.6,9,11.1,19.9,22,0,0.0,0,5.0,9,2020-2021
Andrés Fernández,es ESP,33-326,90,3,1,2,66.7,1.1,3,19,15.8,44,10,40.9,33.8,6,16.7,32.0,15,0,0.0,1,10.5,9,2020-2021
Marko Dmitrović,rs SRB,28-288,90,5,1,4,80.0,1.7,9,28,32.1,25,2,84.0,59.7,9,77.8,61.3,26,2,7.7,1,11.0,9,2020-2021
Marc-André ter Stegen,de GER,28-191,90,6,2,4,66.7,1.4,4,6,66.7,32,5,9.4,23.3,6,50.0,37.8,9,0,0.0,2,27.3,9,2020-2021
Claudio Bravo,cl CHI,37-208,90,9,5,3,55.6,3.4,9,17,52.9,31,6,41.9,32.8,9,44.4,33.1,11,1,9.1,0,9.4,9,2020-2021
Yassine Bounou,ma MAR,29-216,90,2,0,2,100.0,0.2,1,11,9.1,29,5,17.2,27.8,8,75.0,44.1,9,1,11.1,0,10.0,9,2020-2021
Sergio Herrera,es ESP,27-155,90,1,1,0,100.0,0.9,15,28,53.6,24,0,79.2,49.9,10,90.0,58.8,15,0,0.0,3,25.0,9,2020-2021
Jan Oblak,si SVN,27-305,90,3,0,3,100.0,0.7,4,9,44.4,18,3,33.3,34.1,10,30.0,26.7,25,0,0.0,2,14.2,9,2020-2021
Jeremías Ledesma,ar ARG,27-268,90,7,4,3,42.9,2.9,8,18,44.4,23,4,65.2,42.3,3,100.0,63.0,4,1,25.0,0,11.0,9,2020-2021
David Soria,es ESP,27-218,90,5,3,2,40.0,2.5,12,28,42.9,24,0,91.7,52.7,6,100.0,59.0,7,0,0.0,1,14.0,9,2020-2021
Sergio Asenjo,es ESP,31-133,90,4,1,3,75.0,0.8,12,18,66.7,37,12,37.8,34.1,7,57.1,45.1,23,0,0.0,0,11.0,9,2020-2021
Álex Remiro,es ESP,25-229,90,1,0,0,100.0,1.0,1,3,33.3,16,4,6.3,24.5,3,66.7,46.7,4,1,25.0,0,8.3,9,2020-2021
Ángel,es ESP,18-139,90,9,2,6,88.9,3.1,9,24,37.5,14,0,71.4,43.7,17,82.4,54.8,20,0,0.0,0,7.7,9,2020-2021
