player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Juan Pérez,es ESP,24-300,90,4,2,2,75.0,1.9,3,10,30.0,17,3,35.3,35.8,5,80.0,64.8,14,0,0.0,2,15.2,36,2020-2021
David Gil,es ESP,27-120,90,4,3,1,50.0,2.2,10,26,38.5,19,0,94.7,58.1,8,100.0,65.1,12,0,0.0,0,16.0,36,2020-2021
Paulo Gazzaniga,ar ARG,29-129,90,2,2,0,0.0,0.7,4,7,57.1,16,2,31.3,29.3,5,40.0,48.2,11,0,0.0,1,18.0,36,2020-2021
Fernando Pacheco,es ESP,28-358,90,3,0,3,100.0,0.9,7,20,35.0,24,5,45.8,38.3,9,100.0,66.2,28,1,3.6,0,3.5,36,2020-2021
Aitor Fernández,es ESP,30-008,90,5,3,2,40.0,2.3,1,3,33.3,16,4,12.5,24.1,8,12.5,22.9,9,0,0.0,2,13.0,36,2020-2021
Marc-André ter Stegen,de GER,29-011,90,6,3,3,50.0,1.9,1,7,14.3,23,5,26.1,32.3,3,33.3,35.7,17,1,5.9,0,11.5,36,2020-2021
Yassine Bounou,ma MAR,30-037,90,2,0,2,100.0,0.2,5,6,83.3,17,5,29.4,34.4,7,14.3,22.0,11,2,18.2,0,6.7,36,2020-2021
Jasper Cillessen,nl NED,32-020,90,4,1,3,75.0,1.0,8,17,47.1,24,4,45.8,39.8,10,60.0,50.4,12,0,0.0,2,21.5,36,2020-2021
Álvaro Fernández,es ESP,23-029,90,3,0,3,100.0,0.3,6,13,46.2,28,3,35.7,36.0,5,60.0,52.0,15,0,0.0,3,23.0,36,2020-2021
Unai Simón,es ESP,23-335,90,6,1,5,83.3,1.0,12,23,52.2,28,10,28.6,33.1,17,88.2,56.6,19,0,0.0,3,22.3,36,2020-2021
Iván Villar,es ESP,23-307,90,4,0,4,100.0,1.3,9,29,31.0,40,1,50.0,41.4,10,90.0,58.6,24,0,0.0,0,15.0,36,2020-2021
David Soria,es ESP,28-038,90,1,1,0,0.0,0.2,12,21,57.1,23,0,87.0,52.0,2,50.0,42.5,6,0,0.0,2,33.0,36,2020-2021
Jan Oblak,si SVN,28-125,90,7,1,6,85.7,1.5,6,19,31.6,17,2,76.5,50.0,6,100.0,59.7,12,2,16.7,0,6.3,36,2020-2021
Álex Remiro,es ESP,26-049,90,4,2,2,50.0,1.6,4,9,44.4,36,4,22.2,26.8,10,10.0,19.3,2,0,0.0,2,17.0,36,2020-2021
Roberto,es ESP,35-092,90,3,2,1,33.3,0.8,6,23,26.1,19,1,78.9,50.5,8,100.0,71.3,7,0,0.0,1,16.0,36,2020-2021
Sergio Asenjo,es ESP,31-319,90,2,0,2,100.0,0.6,4,13,30.8,27,7,14.8,24.3,13,69.2,60.8,17,2,11.8,4,18.8,36,2020-2021
Marko Dmitrović,rs SRB,29-109,90,4,1,3,75.0,0.7,11,16,68.8,23,4,52.2,40.0,5,80.0,59.0,4,1,25.0,1,16.0,36,2020-2021
Claudio Bravo,cl CHI,38-030,90,4,1,3,75.0,1.4,5,31,16.1,27,4,77.8,54.5,11,90.9,59.5,34,2,5.9,0,4.0,36,2020-2021
Rui Silva,pt POR,27-095,90,7,4,3,42.9,1.6,15,30,50.0,31,2,61.3,46.1,11,100.0,64.5,5,0,0.0,1,13.5,36,2020-2021
Thibaut Courtois,be BEL,29-002,90,5,1,4,80.0,1.3,1,4,25.0,30,8,10.0,25.3,5,20.0,32.0,8,2,25.0,0,11.8,36,2020-2021
