player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,pens_made,pens_att,shots,shots_on_target,xg,npxg,sca,gca
   Francis Coquelin,19,fr FRA,LM,31-114,12,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,4.0,5.0,3.0,2.0,12.0,1.0,0.0,0.0,1.0,100.0,4.0,22.0,10.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,,,,,,,,,
Daniel Parejo,10,es ESP,CM,33-141,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,3.0,15.0,34.0,15.0,0.0,64.0,0.0,0.0,,0.0,,31.0,92.0,43.0,0.0,0.0,0.0,0.0,1.0,46.0,1.0,,,,,,,,,
Étienne Capoue,6,fr FRA,CM,34-055,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,4.0,14.0,43.0,7.0,2.0,64.0,2.0,2.0,100.0,0.0,0.0,30.0,183.0,113.0,1.0,0.0,1.0,2.0,0.0,42.0,1.0,,,,,,,,,
Yeremi Pino,21,es ESP,RM,19-319,64,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.0,5.0,24.0,15.0,2.0,44.0,1.0,0.0,0.0,0.0,0.0,28.0,124.0,67.0,1.0,1.0,0.0,1.0,2.0,34.0,12.0,,,,,,,,,
   Samuel Chukwueze,11,ng NGA,RM,23-105,26,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,1.0,3.0,5.0,3.0,9.0,1.0,1.0,100.0,0.0,0.0,7.0,71.0,51.0,3.0,0.0,3.0,1.0,1.0,6.0,2.0,,,,,,,,,
Alfonso Pedraza,24,es ESP,LB,26-148,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,4.0,22.0,11.0,17.0,4.0,49.0,1.0,1.0,100.0,0.0,0.0,21.0,151.0,81.0,2.0,3.0,0.0,1.0,0.0,29.0,6.0,,,,,,,,,
Pau Torres,4,es ESP,CB,25-231,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,11.0,34.0,24.0,3.0,1.0,61.0,0.0,0.0,,0.0,,36.0,203.0,158.0,1.0,1.0,0.0,0.0,0.0,39.0,0.0,,,,,,,,,
Raúl Albiol,3,es ESP,CB,37-000,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,6.0,28.0,47.0,2.0,0.0,77.0,0.0,0.0,,0.0,,45.0,424.0,313.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,,,,,,,,,
Kiko Femenía,2,es ESP,RB,31-214,78,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,1.0,14.0,42.0,10.0,0.0,65.0,0.0,0.0,,0.0,,40.0,230.0,108.0,2.0,3.0,0.0,1.0,0.0,49.0,4.0,,,,,,,,,
   Aïssa Mandi,23,dz ALG,RB,30-317,12,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,5.0,4.0,3.0,0.0,12.0,0.0,0.0,,0.0,,5.0,50.0,34.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,
Gerónimo Rulli,13,ar ARG,GK,30-107,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,30.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,,0.0,,21.0,113.0,69.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,,,,,
Ezequiel Ponce,19,ar ARG,FW,25-159,56,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,3.0,7.0,6.0,2.0,16.0,1.0,0.0,0.0,1.0,100.0,8.0,42.0,21.0,1.0,0.0,1.0,2.0,2.0,14.0,4.0,,,,,,,,,
   Roger Martí,18,es ESP,FW,31-244,34,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,3.0,6.0,3.0,9.0,0.0,0.0,,0.0,,5.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,,,,,,,,,
Lucas Boyé,9,ar ARG,FW,26-188,56,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,7.0,3.0,1.0,11.0,1.0,1.0,100.0,0.0,0.0,6.0,33.0,7.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,,,,,,,,,
   Pere Milla,10,es ESP,"FW,LM",29-346,34,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,0.0,12.0,13.0,1.0,24.0,0.0,0.0,,0.0,,13.0,76.0,38.0,1.0,1.0,0.0,1.0,0.0,18.0,5.0,,,,,,,,,
Álex Collado,15,es ESP,LM,23-135,69,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,0.0,5.0,21.0,13.0,1.0,39.0,2.0,0.0,0.0,2.0,100.0,26.0,146.0,55.0,1.0,1.0,1.0,0.0,2.0,37.0,2.0,,,,,,,,,
   Domingos Quina,12,pt POR,"FW,LM",22-290,21,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,5.0,5.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,7.0,67.0,38.0,2.0,1.0,1.0,0.0,1.0,7.0,0.0,,,,,,,,,
Raúl Guti,8,es ESP,CM,25-248,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,3.0,13.0,1.0,0.0,17.0,0.0,0.0,,0.0,,8.0,33.0,10.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,,,,,,,,,
   Gerard Gumbau,20,es ESP,CM,27-260,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,2.0,6.0,18.0,17.0,0.0,41.0,0.0,0.0,,0.0,,20.0,104.0,63.0,0.0,2.0,0.0,0.0,0.0,28.0,2.0,,,,,,,,,
Omar Mascarell,21,es ESP,CM,29-214,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,0.0,12.0,41.0,5.0,0.0,58.0,0.0,0.0,,0.0,,30.0,154.0,59.0,0.0,1.0,0.0,2.0,2.0,44.0,0.0,,,,,,,,,
Tete Morente,11,es ESP,RM,25-274,70,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,3.0,7.0,11.0,24.0,2.0,42.0,1.0,0.0,0.0,1.0,100.0,27.0,174.0,79.0,4.0,2.0,1.0,1.0,1.0,33.0,12.0,,,,,,,,,
   Josan,17,es ESP,RM,32-275,20,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,0.0,,0.0,,6.0,54.0,16.0,2.0,0.0,0.0,0.0,1.0,6.0,3.0,,,,,,,,,
Carlos Clerc,23,es ESP,LB,30-195,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,8.0,21.0,21.0,23.0,3.0,65.0,0.0,0.0,,0.0,,26.0,138.0,77.0,4.0,2.0,0.0,2.0,1.0,37.0,6.0,,,,,,,,,
Pedro Bigas,6,es ESP,CB,31-354,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,7.0,30.0,32.0,10.0,0.0,72.0,0.0,0.0,,0.0,,42.0,240.0,163.0,4.0,4.0,0.0,2.0,0.0,46.0,0.0,,,,,,,,,
Enzo Roco,3,cl CHI,CB,30-019,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,5.0,27.0,29.0,0.0,0.0,56.0,0.0,0.0,,0.0,,29.0,149.0,71.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,,,,,,,,,
Helibelton Palacios,14,co COL,RB,29-085,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,0.0,13.0,38.0,6.0,0.0,57.0,1.0,0.0,0.0,1.0,100.0,31.0,122.0,88.0,1.0,2.0,0.0,2.0,2.0,37.0,2.0,,,,,,,,,
Édgar Badía,13,es ESP,GK,30-204,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,27.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,,0.0,,10.0,42.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,
Marcos André,22,br BRA,FW,25-319,23,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,,0.0,,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,,,,,,
   Hugo Duro,19,es ESP,FW,22-298,67,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,0.0,11.0,17.0,8.0,28.0,0.0,0.0,,0.0,,21.0,79.0,60.0,2.0,1.0,2.0,2.0,0.0,25.0,5.0,,,,,,,,,
Samuel Lino,16,br BRA,LW,22-255,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,1.0,1.0,14.0,33.0,12.0,48.0,3.0,1.0,33.3,1.0,33.3,35.0,189.0,99.0,5.0,1.0,3.0,2.0,2.0,40.0,9.0,,,,,,,,,
Samu Castillejo,11,es ESP,RW,27-229,69,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,0.0,4.0,28.0,21.0,2.0,53.0,2.0,1.0,50.0,1.0,50.0,36.0,201.0,95.0,4.0,4.0,1.0,4.0,1.0,44.0,3.0,,,,,,,,,
   Ilaix Moriba,8,gn GUI,"LM,RW",19-228,18,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,1.0,5.0,6.0,0.0,12.0,0.0,0.0,,0.0,,9.0,27.0,18.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,,,,,,,,,
Nicolás González,17,es ESP,LM,20-244,69,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,0.0,5.0,27.0,16.0,1.0,47.0,0.0,0.0,,0.0,,31.0,80.0,28.0,0.0,2.0,0.0,0.0,0.0,36.0,1.0,,,,,,,,,
   Domingos André Ribeiro Almeida,18,pt POR,"RM,LM",22-097,21,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,2.0,5.0,7.0,1.0,14.0,1.0,1.0,100.0,0.0,0.0,9.0,29.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,,,,,,,,,
Hugo Guillamón,6,,CM,22-216,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunus Musah,4,us USA,"RM,RW",19-279,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.0,3.0,21.0,18.0,1.0,40.0,2.0,2.0,100.0,0.0,0.0,33.0,144.0,85.0,1.0,2.0,1.0,2.0,1.0,34.0,4.0,,,,,,,,,
Toni Lato,3,es ESP,LB,24-287,69,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1.0,16.0,22.0,16.0,1.0,54.0,1.0,1.0,100.0,0.0,0.0,34.0,111.0,78.0,2.0,0.0,1.0,0.0,0.0,42.0,5.0,,,,,,,,,
   Dimitri Foulquier,20,fr FRA,LB,29-165,21,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,8.0,5.0,4.0,1.0,17.0,0.0,0.0,,0.0,,10.0,28.0,13.0,1.0,0.0,1.0,0.0,0.0,11.0,2.0,,,,,,,,,
Mouctar Diakhaby,12,gn GUI,CB,25-259,73,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,6.0,35.0,20.0,1.0,1.0,56.0,0.0,0.0,,0.0,,41.0,142.0,18.0,0.0,1.0,0.0,1.0,0.0,43.0,0.0,,,,,,,,,
   Cristhian Mosquera,33,co COL,CB,18-069,17,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,4.0,11.0,2.0,1.0,0.0,14.0,0.0,0.0,,0.0,,11.0,57.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,
Eray Cömert,24,ch SUI,CB,24-212,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,11.0,57.0,20.0,2.0,1.0,79.0,0.0,0.0,,0.0,,55.0,242.0,74.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,,,,,,,,,
Thierry Correia,2,pt POR,RB,23-179,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,1.0,27.0,51.0,14.0,4.0,88.0,3.0,3.0,100.0,0.0,0.0,61.0,273.0,164.0,7.0,2.0,3.0,2.0,0.0,61.0,6.0,,,,,,,,,
Giorgi Mamardashvili,25,ge GEO,GK,21-340,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,34.0,37.0,2.0,0.0,0.0,38.0,0.0,0.0,,0.0,,29.0,93.0,48.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,,,,,,,,,
Borja Mayoral,19,es ESP,FW,25-152,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,1.0,4.0,13.0,11.0,2.0,28.0,2.0,1.0,50.0,1.0,50.0,16.0,80.0,15.0,0.0,0.0,1.0,1.0,2.0,17.0,4.0,,,,,,,,,
Enes Ünal,10,tr TUR,FW,25-117,76,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,1.0,10.0,9.0,3.0,20.0,0.0,0.0,,0.0,,9.0,19.0,5.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,,,,,,,,,
   Jaime Mata,7,es ESP,FW,33-315,14,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,
Portu,9,es ESP,LM,30-106,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,1.0,6.0,5.0,1.0,12.0,4.0,0.0,0.0,2.0,50.0,8.0,35.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,,,,,,,,,
   Nemanja Maksimović,20,rs SRB,CM,27-221,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,3.0,6.0,4.0,0.0,13.0,0.0,0.0,,0.0,,4.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,,,,,,,,,
Jaime Seoane,8,es ESP,CM,25-225,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,2.0,9.0,1.0,0.0,12.0,0.0,0.0,,0.0,,8.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,
   Gastón Álvarez,4,uy URU,CB,22-164,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,10.0,4.0,2.0,1.0,15.0,1.0,1.0,100.0,0.0,0.0,8.0,49.0,35.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,
Mauro Arambarri,18,uy URU,CM,26-339,89,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,5.0,11.0,25.0,9.0,1.0,44.0,0.0,0.0,,0.0,,15.0,47.0,3.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,,,,,,,,,
Carles Aleñá,11,es ESP,RM,24-242,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,1.0,6.0,5.0,0.0,12.0,0.0,0.0,,0.0,,5.0,24.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,,,,,,,,,
   Munir El Haddadi,17,ma MAR,CM,27-003,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,2.0,7.0,2.0,0.0,11.0,0.0,0.0,,0.0,,12.0,20.0,8.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,,,,,,,,,
Fabrizio Angileri,3,ar ARG,LB,28-173,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,0.0,6.0,24.0,9.0,0.0,39.0,2.0,1.0,50.0,1.0,50.0,11.0,40.0,17.0,0.0,0.0,0.0,1.0,0.0,19.0,1.0,,,,,,,,,
Domingos Duarte,6,pt POR,CB,27-178,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,7.0,17.0,9.0,1.0,1.0,27.0,1.0,1.0,100.0,0.0,0.0,15.0,92.0,66.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,,,,,,
Djené,2,tg TOG,CB,30-247,28,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,,0.0,,5.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,
   Stefan Mitrović,23,rs SRB,CB,32-105,62,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,6.0,12.0,7.0,0.0,0.0,19.0,0.0,0.0,,0.0,,8.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,,
Iglesias,21,es ESP,RB,24-063,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,3.0,14.0,22.0,16.0,1.0,50.0,3.0,1.0,33.3,1.0,33.3,26.0,185.0,89.0,5.0,3.0,1.0,1.0,0.0,27.0,2.0,,,,,,,,,
David Soria,13,es ESP,GK,29-153,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,24.0,28.0,2.0,0.0,0.0,29.0,0.0,0.0,,0.0,,18.0,109.0,79.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,,
Sergi Guardiola,16,es ESP,FW,31-099,65,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,1.0,6.0,10.0,2.0,17.0,0.0,0.0,,0.0,,11.0,18.0,8.0,0.0,2.0,0.0,2.0,0.0,13.0,5.0,,,,,,,,,
   Shon Weissman,9,il ISR,FW,26-203,25,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,2.0,0.0,3.0,2.0,5.0,0.0,0.0,,0.0,,1.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,
Óscar Plano,10,es ESP,LW,31-206,58,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,13.0,7.0,1.0,20.0,0.0,0.0,,0.0,,15.0,103.0,57.0,4.0,2.0,0.0,2.0,1.0,14.0,2.0,,,,,,,,,
   Gonzalo Plata,11,ec ECU,RW,21-308,32,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,3.0,5.0,5.0,2.0,12.0,3.0,2.0,66.7,1.0,33.3,6.0,102.0,84.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,,,,,,,,,
Iván Sánchez,21,es ESP,"RW,LW",29-347,77,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,0.0,3.0,14.0,25.0,6.0,42.0,5.0,2.0,40.0,2.0,40.0,28.0,197.0,120.0,5.0,5.0,1.0,0.0,0.0,26.0,5.0,,,,,,,,,
   Sergio León,7,es ESP,LW,33-242,13,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,1.0,2.0,4.0,3.0,7.0,1.0,1.0,100.0,0.0,0.0,6.0,33.0,10.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,,,,,,,,,
Kike Pérez,4,es ESP,"LM,RM",25-203,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,2.0,11.0,21.0,22.0,2.0,54.0,1.0,0.0,0.0,0.0,0.0,30.0,204.0,132.0,3.0,2.0,0.0,3.0,1.0,33.0,2.0,,,,,,,,,
Roque Mesa,17,es ESP,CM,33-090,77,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,3.0,13.0,28.0,5.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,30.0,192.0,63.0,0.0,1.0,0.0,0.0,1.0,31.0,0.0,,,,,,,,,
   Juanjo Narváez,20,co COL,LM,27-205,13,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,2.0,1.0,3.0,0.0,6.0,2.0,1.0,50.0,0.0,0.0,5.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,,,,,
Álvaro Aguado,6,es ESP,RM,26-127,65,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,0.0,4.0,25.0,6.0,0.0,35.0,1.0,0.0,0.0,1.0,100.0,21.0,130.0,52.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,,,,,,,,,
