player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Rubén Sobrino,21,es ESP,FW,29-152,60,0,0,0,2,2,0,0,2,0,0,0,0,3,0,1,0.0,12,2021-2022
   Álvaro Negredo,18,es ESP,FW,36-072,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,12,2021-2022
Anthony Lozano,9,hn HON,FW,28-189,90,0,0,0,3,2,1,2,0,0,1,0,0,3,2,5,28.6,12,2021-2022
Alberto Perea,10,es ESP,LM,30-316,90,0,0,0,3,0,0,3,1,1,0,0,0,10,0,3,0.0,12,2021-2022
Álex Fernández,8,es ESP,CM,29-016,90,0,0,0,1,1,0,2,1,3,0,0,0,10,1,2,33.3,12,2021-2022
Jens Jønsson,2,dk DEN,CM,28-294,61,0,0,0,1,0,0,1,3,1,0,0,0,3,2,0,100.0,12,2021-2022
   Tomás Alarcón,12,cl CHI,CM,22-285,29,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,,12,2021-2022
Chapela,27,es ESP,RM,22-163,68,0,0,0,0,4,0,2,2,0,0,0,0,4,0,1,0.0,12,2021-2022
   Santiago Arzamendia,19,py PAR,RM,23-179,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,12,2021-2022
Alfonso Espino,22,uy URU,LB,29-299,90,0,0,0,0,4,0,4,0,3,0,0,0,7,2,1,66.7,12,2021-2022
Fali,3,es ESP,CB,28-080,45,1,0,0,2,0,0,0,0,0,0,0,0,2,3,1,75.0,12,2021-2022
   Víctor Chust,32,es ESP,CB,21-240,45,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,12,2021-2022
Cala,16,es ESP,CB,31-339,90,1,0,0,2,0,1,0,1,1,0,0,0,4,4,0,100.0,12,2021-2022
Isaac Carcelen,20,es ESP,RB,28-191,79,0,0,0,0,1,0,2,0,3,0,0,0,5,2,0,100.0,12,2021-2022
   Milutin Osmajić,29,me MNE,RB,22-098,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,12,2021-2022
Jeremías Ledesma,1,ar ARG,GK,28-260,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,12,2021-2022
Ángel Rodríguez,22,es ESP,FW,34-188,90,0,0,0,0,0,1,0,0,1,0,0,0,2,1,3,25.0,12,2021-2022
Dani Rodríguez,14,es ESP,"LW,RW",33-147,90,1,0,0,1,1,0,1,0,1,0,0,0,6,2,5,28.6,12,2021-2022
Amath,23,sn SEN,RW,25-107,62,1,0,0,2,3,0,0,1,3,0,0,0,2,1,1,50.0,12,2021-2022
   Antonio Sánchez,10,es ESP,"LW,RW",24-303,28,0,0,0,2,0,0,0,0,1,0,0,0,5,0,1,0.0,12,2021-2022
Lee Kang-in,19,kr KOR,AM,20-254,89,1,0,0,0,4,0,5,0,1,0,0,0,4,2,2,50.0,12,2021-2022
   Rodrigo Battaglia,16,ar ARG,DM,30-111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,2021-2022
Salva Sevilla,8,es ESP,DM,37-227,62,0,0,0,2,1,0,2,1,2,0,0,0,6,0,0,,12,2021-2022
   Iñigo Ruiz de Galarreta,4,es ESP,DM,28-086,28,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,100.0,12,2021-2022
Iddrisu Baba,12,gh GHA,"DM,CB",25-282,90,1,0,0,1,2,0,0,1,4,0,0,0,9,1,2,33.3,12,2021-2022
Brian Oliván,3,es ESP,LB,27-213,90,0,0,0,2,0,0,0,0,0,0,0,0,3,2,2,50.0,12,2021-2022
Franco Russo,5,ar ARG,CB,27-006,90,0,0,0,1,1,0,0,1,1,0,0,0,5,1,2,33.3,12,2021-2022
Martin Valjent,24,sk SVK,CB,25-324,45,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,12,2021-2022
   Aleksandar Sedlar,20,rs SRB,CB,29-322,41,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,,12,2021-2022
Pablo Maffeo,15,es ESP,RB,24-111,82,0,0,0,2,0,1,0,0,4,0,0,0,4,1,0,100.0,12,2021-2022
   Joan Sastre Vanrell,2,es ESP,RB,24-184,8,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,100.0,12,2021-2022
Manolo Reina,1,es ESP,GK,36-213,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,12,2021-2022
Luis Suárez,9,uy URU,FW,34-280,70,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,66.7,12,2021-2022
   João Félix,7,pt POR,FW,21-355,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,12,2021-2022
Antoine Griezmann,8,fr FRA,AM,30-224,90,0,0,0,3,1,0,6,0,1,0,0,0,3,1,1,50.0,12,2021-2022
Ángel Correa,10,ar ARG,AM,26-236,83,0,0,0,2,1,0,4,1,0,0,0,0,2,0,0,,12,2021-2022
   Héctor Herrera,16,mx MEX,"CM,AM",31-195,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,2021-2022
Koke,6,es ESP,CM,29-296,90,0,0,0,0,2,0,0,1,0,0,0,0,9,0,0,,12,2021-2022
Rodrigo De Paul,5,ar ARG,CM,27-160,83,0,0,0,1,5,0,2,1,2,0,0,0,7,1,1,50.0,12,2021-2022
   Matheus Cunha,19,br BRA,AM,22-157,7,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,100.0,12,2021-2022
Yannick Carrasco,21,be BEL,WB,28-057,87,0,0,0,0,0,1,1,0,1,0,0,0,7,0,0,,12,2021-2022
   Renan Lodi,12,br BRA,WB,23-206,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,12,2021-2022
Kieran Trippier,23,eng ENG,WB,31-042,90,0,0,0,1,0,0,3,1,0,0,0,0,5,4,0,100.0,12,2021-2022
Mario Hermoso,22,es ESP,CB,26-135,90,0,0,0,3,0,1,1,3,2,0,0,0,5,0,0,,12,2021-2022
José María Giménez,2,uy URU,CB,26-284,90,0,0,0,1,0,0,0,0,1,0,0,0,4,4,2,66.7,12,2021-2022
Stefan Savić,15,me MNE,CB,30-296,90,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,100.0,12,2021-2022
Jan Oblak,13,si SVN,GK,28-297,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,12,2021-2022
Willian José,12,br BRA,FW,29-342,77,0,0,0,1,1,1,0,0,1,0,0,0,3,0,1,0.0,12,2021-2022
   Borja Iglesias,9,es ESP,FW,28-287,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,12,2021-2022
Juanmi,7,es ESP,LW,28-164,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,12,2021-2022
   Cristian Tello,11,es ESP,LW,30-081,45,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0,12,2021-2022
Rodri,28,es ESP,RW,21-168,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,12,2021-2022
   Aitor Ruibal,24,es ESP,RW,25-223,45,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,12,2021-2022
Sergio Canales,10,es ESP,AM,30-257,90,0,0,0,0,2,0,2,0,0,0,0,0,5,1,0,100.0,12,2021-2022
William Carvalho,14,pt POR,DM,29-207,65,0,0,0,1,0,0,0,0,1,0,0,0,5,2,2,50.0,12,2021-2022
   Guido Rodríguez,21,ar ARG,DM,27-202,25,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,,12,2021-2022
Andrés Guardado,18,mx MEX,DM,35-033,77,0,0,0,1,1,0,0,2,0,0,0,0,11,0,2,0.0,12,2021-2022
   Roberto González,27,es ESP,DM,20-298,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,2021-2022
Álex Moreno,15,es ESP,LB,28-145,90,0,0,0,2,2,0,1,0,2,0,0,0,7,0,1,0.0,12,2021-2022
Édgar González,3,es ESP,CB,24-213,90,0,0,0,1,1,0,0,1,0,0,0,0,3,0,6,0.0,12,2021-2022
Germán Pezzella,16,ar ARG,CB,30-126,90,0,0,0,2,0,0,0,1,0,0,0,1,1,2,1,66.7,12,2021-2022
Martín Montoya,2,es ESP,RB,30-200,90,0,0,0,1,2,0,2,1,3,0,0,0,5,0,0,,12,2021-2022
Claudio Bravo,25,cl CHI,GK,38-201,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,12,2021-2022
Enes Ünal,10,tr TUR,FW,24-174,76,1,0,0,2,0,1,0,0,0,0,0,0,0,8,2,80.0,12,2021-2022
   Jaime Mata,7,es ESP,FW,33-007,14,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0,12,2021-2022
Darío Poveda,19,es ESP,FW,24-232,90,0,0,0,1,1,0,0,0,0,0,0,0,3,4,2,66.7,12,2021-2022
Carles Aleñá,11,es ESP,LM,23-299,80,0,0,0,2,0,0,4,3,2,0,0,0,6,2,1,66.7,12,2021-2022
   Jorge Cuenca,15,es ESP,CB,21-348,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,12,2021-2022
Mauro Arambarri,18,uy URU,CM,26-031,90,0,0,0,4,0,0,0,2,1,0,0,0,3,1,2,33.3,12,2021-2022
Nemanja Maksimović,20,rs SRB,CM,26-278,90,1,0,0,2,0,0,0,2,1,0,0,0,3,0,1,0.0,12,2021-2022
Damián Suárez,22,uy URU,"RM,RB",33-187,90,1,0,0,2,2,0,8,3,3,0,0,0,10,1,0,100.0,12,2021-2022
Emmanuel Amankwaa Akurugu,28,gh GHA,LB,19-345,63,0,0,0,1,1,0,3,0,0,0,0,0,1,1,1,50.0,12,2021-2022
   Jonathan Silva,14,ar ARG,LB,27-124,27,1,0,0,1,1,0,1,0,0,0,0,0,3,0,0,,12,2021-2022
Djené,2,tg TOG,CB,29-304,90,1,0,0,2,2,0,1,0,0,0,0,0,8,1,1,50.0,12,2021-2022
Stefan Mitrović,23,rs SRB,CB,31-162,90,1,0,0,1,0,0,0,1,1,0,0,0,1,1,3,25.0,12,2021-2022
Allan Nyom,4,cm CMR,RB,33-174,80,0,0,0,0,3,0,1,0,0,0,0,0,5,0,0,,12,2021-2022
   Florentino Luís,5,pt POR,CM,22-073,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,12,2021-2022
David Soria,13,es ESP,GK,28-210,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,12,2021-2022
Landry Dimata,18,be BEL,FW,24-060,90,0,0,0,3,2,2,0,0,1,0,0,0,0,3,2,60.0,12,2021-2022
Nico Ribaudo,21,es ESP,"LW,LM",20-203,62,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,0.0,12,2021-2022
   Javi Puado,9,es ESP,LM,23-159,28,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,12,2021-2022
Adri Embarba,23,es ESP,"RW,RM",29-177,89,0,0,0,0,5,0,14,1,1,0,0,0,6,0,0,,12,2021-2022
   Wu Lei,7,cn CHN,RM,29-346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,2021-2022
Óscar Melendo,14,es ESP,AM,24-069,45,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,100.0,12,2021-2022
   Yangel Herrera,25,ve VEN,CM,23-290,45,0,0,0,1,2,0,0,0,1,0,0,0,4,3,3,50.0,12,2021-2022
Sergi Darder,10,es ESP,DM,27-313,45,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,12,2021-2022
   Loren Morón,16,es ESP,FW,27-305,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,12,2021-2022
Manu Morlanes,6,es ESP,"DM,CM",22-292,71,0,0,0,0,1,0,0,1,0,0,0,0,2,3,5,37.5,12,2021-2022
   Keidi Bare,20,al ALB,CM,24-064,19,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0.0,12,2021-2022
Adrià Pedrosa,3,es ESP,LB,23-171,90,1,0,0,0,1,0,9,0,0,0,0,0,6,0,2,0.0,12,2021-2022
Leandro Cabrera,4,uy URU,CB,30-136,90,0,0,0,1,0,0,0,0,1,0,0,0,6,3,2,60.0,12,2021-2022
Sergi Gómez,24,es ESP,CB,29-217,90,0,0,0,0,0,0,0,1,2,0,0,0,5,0,1,0.0,12,2021-2022
Aleix Vidal,22,es ESP,RB,32-071,90,0,0,0,0,2,0,4,0,0,0,0,0,8,1,1,50.0,12,2021-2022
Diego López,13,es ESP,GK,39-362,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,12,2021-2022
