player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Ángel Rodríguez,22,es ESP,FW,34-184,78,0,0,0,2,0,1,0,0,0,0,0,0,2,0,2,0.0,11,2021-2022
   Fernando Niño,26,es ESP,FW,21-003,12,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,50.0,11,2021-2022
Amath,23,sn SEN,"FW,LW",25-103,77,0,0,0,1,1,0,0,3,0,0,0,0,2,0,2,0.0,11,2021-2022
   Jaume Costa,18,es ESP,LW,33-223,12,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3,0.0,11,2021-2022
Dani Rodríguez,14,es ESP,"LM,RW",33-143,89,0,0,0,5,1,0,2,2,1,0,0,0,4,0,1,0.0,11,2021-2022
   Joan Sastre Vanrell,2,es ESP,RW,24-180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,2021-2022
Iddrisu Baba,12,gh GHA,"CM,RM",25-278,90,0,0,0,0,2,0,0,0,0,0,0,0,7,5,0,100.0,11,2021-2022
Iñigo Ruiz de Galarreta,4,es ESP,"CM,LM",28-082,77,0,0,0,1,2,0,2,1,0,0,0,0,4,0,1,0.0,11,2021-2022
   Salva Sevilla,8,es ESP,LM,37-223,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,2021-2022
Antonio Sánchez,10,es ESP,RM,24-299,71,1,0,0,1,1,0,0,1,1,0,0,0,8,0,0,,11,2021-2022
   Aleksandar Sedlar,20,rs SRB,"CM,RM",29-318,19,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0.0,11,2021-2022
Brian Oliván,3,es ESP,LB,27-209,90,1,0,0,2,0,0,7,0,0,0,0,0,2,0,0,,11,2021-2022
Franco Russo,5,ar ARG,CB,27-002,90,1,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0.0,11,2021-2022
Martin Valjent,24,sk SVK,CB,25-320,90,0,0,0,1,0,0,0,1,1,0,0,0,3,1,0,100.0,11,2021-2022
Pablo Maffeo,15,es ESP,RB,24-107,90,0,0,0,1,3,0,3,2,3,0,0,0,4,2,5,28.6,11,2021-2022
Manolo Reina,1,es ESP,GK,36-209,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,11,2021-2022
Rafa Mir,12,es ESP,FW,24-131,90,0,0,0,0,0,1,1,0,0,0,0,0,3,4,4,50.0,11,2021-2022
Munir El Haddadi,11,ma MAR,LW,26-056,52,1,0,0,0,3,0,1,1,1,0,0,0,1,1,2,33.3,11,2021-2022
   Ludwig Augustinsson,3,se SWE,RW,27-189,38,0,0,0,0,0,0,4,0,0,0,0,0,3,2,1,66.7,11,2021-2022
Suso,7,es ESP,RW,27-342,52,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,11,2021-2022
   Érik Lamela,17,ar ARG,LW,29-237,38,1,0,0,3,1,0,0,0,1,0,0,0,3,0,0,,11,2021-2022
Óliver Torres,21,es ESP,LM,26-351,52,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,11,2021-2022
   Thomas Delaney,18,dk DEN,LM,30-054,38,1,0,0,2,0,1,1,0,1,0,0,0,2,2,0,100.0,11,2021-2022
Fernando,25,br BRA,CM,34-094,90,1,0,0,1,2,0,0,0,0,0,0,0,4,1,0,100.0,11,2021-2022
Joan Jordán,8,es ESP,RM,27-113,81,0,0,0,2,1,0,1,1,1,0,0,0,3,1,1,50.0,11,2021-2022
   Ivan Rakitić,10,hr CRO,RM,33-231,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,11,2021-2022
Marcos Acuña,19,ar ARG,LB,29-364,45,1,0,0,1,0,0,2,0,0,0,0,0,2,1,0,100.0,11,2021-2022
   Lucas Ocampos,5,ar ARG,LB,27-108,45,0,0,0,2,4,0,0,0,0,0,0,0,3,1,0,100.0,11,2021-2022
Diego Carlos,20,br BRA,CB,28-226,90,0,0,0,2,0,0,0,0,0,0,0,0,5,2,2,50.0,11,2021-2022
Jules Koundé,23,fr FRA,CB,22-349,90,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,100.0,11,2021-2022
Jesús Navas,16,es ESP,RB,35-340,90,1,0,0,0,0,0,7,2,1,0,0,0,3,2,0,100.0,11,2021-2022
Yassine Bounou,13,ma MAR,GK,30-205,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,11,2021-2022
Borja Iglesias,9,es ESP,FW,28-283,83,0,0,0,1,2,0,0,0,0,1,0,0,1,2,0,100.0,11,2021-2022
   Willian José,12,br BRA,FW,29-338,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,11,2021-2022
Juanmi,7,es ESP,LW,28-160,73,0,0,0,2,1,1,0,0,1,0,0,0,2,1,0,100.0,11,2021-2022
   Joaquín,17,es ESP,RW,40-098,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,11,2021-2022
Sergio Canales,10,es ESP,"RW,DM,AM",30-253,90,0,0,0,1,0,1,1,0,1,0,0,0,9,1,0,100.0,11,2021-2022
Nabil Fekir,8,fr FRA,AM,28-101,73,0,0,0,0,2,0,2,0,0,0,0,0,3,2,3,40.0,11,2021-2022
   Aitor Ruibal,24,es ESP,LW,25-219,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,11,2021-2022
William Carvalho,14,pt POR,DM,29-203,83,1,0,0,3,4,0,2,0,1,0,0,0,6,1,0,100.0,11,2021-2022
   Roberto González,27,es ESP,AM,20-294,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,11,2021-2022
Guido Rodríguez,21,ar ARG,DM,27-198,62,1,0,0,2,1,0,0,0,1,0,0,0,4,2,1,66.7,11,2021-2022
   Andrés Guardado,18,mx MEX,DM,35-029,28,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,,11,2021-2022
Álex Moreno,15,es ESP,LB,28-141,90,0,0,0,0,3,0,2,2,2,0,0,0,7,1,3,25.0,11,2021-2022
Víctor Ruiz,6,es ESP,CB,32-275,90,0,0,0,0,0,0,0,2,0,0,0,0,5,3,1,75.0,11,2021-2022
Germán Pezzella,16,ar ARG,CB,30-122,90,0,0,0,1,1,0,0,2,0,0,0,0,6,3,1,75.0,11,2021-2022
Martín Montoya,2,es ESP,RB,30-196,90,0,0,0,2,2,0,3,0,0,0,0,0,2,3,3,50.0,11,2021-2022
Claudio Bravo,25,cl CHI,GK,38-197,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,11,2021-2022
Marcos André,22,br BRA,FW,25-007,90,0,0,0,2,0,0,0,0,0,0,0,0,1,3,6,33.3,11,2021-2022
Hugo Duro,19,es ESP,FW,21-351,59,0,0,0,0,4,0,2,1,0,0,0,0,2,0,2,0.0,11,2021-2022
   Hélder Costa,11,ao ANG,LM,27-288,31,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,11,2021-2022
Jesus Vazquez,32,es ESP,LM,18-298,59,0,0,0,1,0,0,0,0,0,0,0,0,6,3,2,60.0,11,2021-2022
   Yunus Musah,4,us USA,RM,18-332,31,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,33.3,11,2021-2022
Hugo Guillamón,6,,CM,21-269,90,1,0,0,4,1,0,1,1,0,,,0,,,,,11,2021-2022
