player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Willian José,12,br BRA,FW,30-147,72,21,0,0,7,14,3,21,0,0,,0,,11,63,9,0,0,0,0,2,16,3,33,2021-2022
   Borja Iglesias,9,es ESP,FW,29-092,18,9,0,0,2,7,2,9,1,0,0.0,1,100.0,6,15,1,0,0,0,0,1,8,4,33,2021-2022
Juanmi,7,es ESP,LW,28-334,72,39,1,2,15,23,2,39,4,4,100.0,0,0.0,20,161,78,0,3,0,1,0,23,5,33,2021-2022
   Cristian Tello,11,es ESP,LW,30-251,18,15,0,1,2,12,1,15,1,0,0.0,1,100.0,12,108,31,2,1,0,0,3,16,5,33,2021-2022
Sergio Canales,10,es ESP,"RW,DM,AM",31-062,90,75,0,5,43,28,2,75,2,1,50.0,1,50.0,54,340,203,4,2,0,0,2,66,8,33,2021-2022
Nabil Fekir,8,fr FRA,AM,28-275,80,57,0,2,22,34,3,57,5,5,100.0,0,0.0,38,258,77,2,1,0,3,3,42,7,33,2021-2022
   William Carvalho,14,pt POR,DM,30-012,10,19,0,2,12,5,0,19,0,0,,0,,15,70,44,0,0,0,0,0,17,0,33,2021-2022
Andrés Guardado,18,mx MEX,DM,35-203,56,54,1,8,37,10,1,54,3,3,100.0,0,0.0,37,222,101,0,1,0,1,0,41,2,33,2021-2022
   Joaquín,17,es ESP,RW,40-272,34,24,0,2,7,16,0,24,0,0,,0,,15,123,92,4,2,0,0,0,16,1,33,2021-2022
Paul Akouokou,4,ci CIV,DM,24-120,89,87,0,8,67,13,1,87,0,0,,0,,57,170,53,0,0,0,0,1,62,2,33,2021-2022
Juan Miranda,33,es ESP,LB,22-090,80,71,3,12,40,19,2,71,2,1,50.0,1,50.0,33,123,51,1,1,0,1,0,48,7,33,2021-2022
   Álex Moreno,15,es ESP,LB,28-315,10,18,0,6,5,7,0,18,0,0,,0,,6,16,12,0,0,0,0,0,9,3,33,2021-2022
Marc Bartra,5,es ESP,CB,31-094,90,108,6,42,58,8,5,108,3,3,100.0,0,0.0,72,409,246,4,1,2,1,1,77,0,33,2021-2022
Germán Pezzella,16,ar ARG,CB,30-296,90,81,5,41,38,2,1,81,0,0,,0,,59,170,67,0,0,0,0,0,59,1,33,2021-2022
Youssouf Sabaly,23,sn SEN,RB,29-045,90,90,2,21,42,27,2,90,0,0,,0,,52,298,208,5,4,0,3,0,59,2,33,2021-2022
Rui Silva,13,pt POR,GK,28-071,90,18,13,18,0,0,0,18,0,0,,0,,8,25,18,0,0,0,0,0,7,0,33,2021-2022
Ezequiel Ponce,18,ar ARG,FW,25-021,90,42,0,5,24,14,4,42,6,4,66.7,2,33.3,26,119,37,0,0,0,5,3,30,6,33,2021-2022
Fidel,16,es ESP,LM,32-174,58,35,2,6,18,11,1,35,2,1,50.0,1,50.0,21,130,71,1,0,0,2,0,27,3,33,2021-2022
   Tete Morente,11,es ESP,LM,25-136,32,20,0,6,6,9,1,20,1,1,100.0,0,0.0,15,62,52,2,1,0,1,0,15,2,33,2021-2022
Gerard Gumbau,2,es ESP,CM,27-122,90,58,4,14,33,12,0,58,0,0,,0,,28,132,50,0,1,0,1,0,40,0,33,2021-2022
Raúl Guti,8,es ESP,CM,25-110,90,46,1,10,32,6,0,46,4,2,50.0,2,50.0,22,79,36,0,1,0,0,0,29,0,33,2021-2022
Kike Pérez,24,es ESP,RM,25-064,86,36,0,4,21,11,1,36,2,0,0.0,2,100.0,23,157,85,5,2,0,1,3,31,5,33,2021-2022
   Pere Milla,10,es ESP,RM,29-208,4,5,0,3,1,1,0,5,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,2,1,33,2021-2022
Johan Mojica,22,co COL,LB,29-241,70,69,3,29,24,16,0,69,1,1,100.0,0,0.0,30,125,63,1,0,0,1,1,34,6,33,2021-2022
