player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Santi Mina,22,es ESP,FW,26-060,81,0,0,0,2,2,0,0,1,0,0,0,0,5,7,11,38.9,23,2021-2022
   Renato Tapia,14,pe PER,"DM,CM",26-192,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,23,2021-2022
Iago Aspas,10,es ESP,FW,34-188,87,0,0,0,1,1,0,6,0,1,0,0,0,4,0,1,0.0,23,2021-2022
   Nolito,9,es ESP,"LM,FW",35-113,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,23,2021-2022
Franco Cervi,11,ar ARG,LM,27-255,87,0,0,0,0,4,0,5,1,2,0,0,0,8,0,1,0.0,23,2021-2022
   Augusto Solari,21,ar ARG,RM,30-033,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,23,2021-2022
Denis Suárez,6,es ESP,CM,28-030,89,0,0,0,0,1,0,4,1,2,0,0,0,5,2,1,66.7,23,2021-2022
   Néstor Araujo,4,mx MEX,CB,30-160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,2021-2022
Brais Méndez,23,es ESP,"RM,CM",25-029,90,0,0,0,5,0,0,1,3,1,0,0,0,8,1,0,100.0,23,2021-2022
Fran Beltrán,8,es ESP,"DM,CM",23-002,87,0,0,0,1,3,0,1,2,3,0,0,0,8,1,5,16.7,23,2021-2022
   Thiago Galhardo,7,br BRA,FW,32-200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,2021-2022
Javi Galán,17,es ESP,LB,27-078,90,0,0,0,0,4,0,6,0,2,0,0,0,6,0,1,0.0,23,2021-2022
Carlos Dominguez,28,es ESP,CB,20-359,90,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,100.0,23,2021-2022
Joseph Aidoo,15,gh GHA,CB,26-129,90,0,0,0,2,1,0,0,1,0,0,0,0,5,1,2,33.3,23,2021-2022
Hugo Mallo,2,es ESP,RB,30-228,90,0,0,0,2,0,0,2,2,3,0,0,0,5,1,0,100.0,23,2021-2022
Matías Dituro,1,ar ARG,GK,34-273,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,23,2021-2022
Mamadou Sylla,11,sn SEN,FW,27-322,64,0,0,0,2,0,0,1,2,0,0,0,0,3,4,2,66.7,23,2021-2022
   Isaac Palazón Camacho,7,es ESP,"FW,RM",27-040,26,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,23,2021-2022
Álvaro García,18,es ESP,"LW,LM",29-101,90,0,0,0,0,3,0,5,2,1,0,0,0,7,0,0,,23,2021-2022
Randy Ntekja,9,fr FRA,RW,24-061,64,0,0,0,3,0,0,0,0,1,0,0,0,4,1,0,100.0,23,2021-2022
   Radamel Falcao,3,co COL,"RW,FW",35-360,26,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,50.0,23,2021-2022
Santi Comesaña,6,es ESP,"DM,CM,AM",25-123,90,0,0,0,4,5,0,0,1,2,0,0,0,8,2,4,33.3,23,2021-2022
Unai López,12,es ESP,DM,26-098,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,23,2021-2022
   Óscar Trejo,8,ar ARG,"AM,CM",33-285,78,1,0,0,2,3,0,3,0,1,0,0,0,7,2,1,66.7,23,2021-2022
Pathé Ciss,21,sn SEN,DM,27-326,65,1,0,0,1,0,0,0,4,1,0,0,0,8,3,2,60.0,23,2021-2022
   Óscar Valentín,23,es ESP,"DM,CB",27-169,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,23,2021-2022
Kévin Rodrigues,19,pt POR,LB,27-337,90,0,0,0,0,2,0,2,1,0,0,0,0,8,0,1,0.0,23,2021-2022
Catena,5,es ESP,CB,27-100,90,0,0,0,1,0,0,0,3,1,0,0,0,9,2,1,66.7,23,2021-2022
Esteban Saveljich,24,me MNE,CB,30-261,81,0,0,0,0,0,0,0,1,0,0,0,0,6,3,3,50.0,23,2021-2022
   Sergi Guardiola,16,es ESP,FW,30-252,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,2021-2022
Iván Balliu,20,al ALB,RB,30-035,90,0,0,0,3,1,0,3,3,0,0,0,0,3,3,0,100.0,23,2021-2022
