player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Karim Benzema,9,fr FRA,FW,33-322,82,32,42,76.2,414,72,19,23,82.6,11,14,78.6,0,0,,0,0.0,0.1,1,1,3,0,7,13,2021-2022
   Eden Hazard,7,be BEL,FW,30-303,8,6,6,100.0,68,9,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,13,2021-2022
Vinicius Júnior,20,br BRA,LW,21-117,90,32,36,88.9,474,146,17,17,100.0,11,12,91.7,2,3,66.7,0,0.1,0.1,1,3,4,0,7,13,2021-2022
Marco Asensio,11,es ESP,RW,25-289,82,24,30,80.0,403,71,13,16,81.3,9,9,100.0,2,4,50.0,0,0.4,0.6,3,4,0,0,2,13,2021-2022
   Lucas Vázquez,17,es ESP,RW,30-128,8,3,6,50.0,40,13,2,5,40.0,1,1,100.0,0,0,,0,0.1,0.1,1,0,1,0,1,13,2021-2022
Toni Kroos,8,de GER,LM,31-306,90,71,80,88.8,1298,357,33,35,94.3,28,31,90.3,9,12,75.0,0,0.4,0.2,2,14,0,0,12,13,2021-2022
Casemiro,14,br BRA,CM,29-256,90,43,47,91.5,775,306,18,19,94.7,16,16,100.0,7,9,77.8,0,0.1,0.2,1,6,1,1,5,13,2021-2022
Eduardo Camavinga,25,fr FRA,RM,18-361,90,37,39,94.9,563,145,17,17,100.0,17,18,94.4,1,1,100.0,0,0.0,0.0,0,1,0,0,3,13,2021-2022
Ferland Mendy,23,fr FRA,LB,26-151,90,63,73,86.3,871,236,37,39,94.9,17,19,89.5,4,6,66.7,0,0.1,0.0,1,2,1,0,3,13,2021-2022
David Alaba,4,at AUT,CB,29-135,90,54,57,94.7,956,296,23,23,100.0,27,28,96.4,4,6,66.7,1,0.3,0.1,1,5,1,1,3,13,2021-2022
Éder Militão,3,br BRA,CB,23-292,90,65,77,84.4,1484,701,14,15,93.3,39,43,90.7,12,18,66.7,0,0.0,0.0,0,7,0,0,1,13,2021-2022
Dani Carvajal,2,es ESP,RB,29-299,89,51,62,82.3,913,235,27,31,87.1,18,20,90.0,6,8,75.0,0,0.1,0.1,2,3,3,2,4,13,2021-2022
   Nacho,6,es ESP,RB,31-292,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,13,2021-2022
