player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Raúl García,22,es ESP,FW,35-072,62,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,6,2021-2022
   Iñaki Williams,9,gh GHA,FW,27-098,28,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,6,2021-2022
Asier Villalibre,20,es ESP,FW,23-356,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2021-2022
Iker Muniain,10,es ESP,LM,28-276,68,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,6,2021-2022
   Álex Berenguer,7,es ESP,LM,26-079,22,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,6,2021-2022
Mikel Vesga,6,es ESP,CM,28-123,74,3,1,1,2,0,2,4,50.0,2,1,1,0,1,4,1,1,6,2021-2022
   Dani García,14,es ESP,CM,31-120,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,6,2021-2022
Oier Zarraga,19,es ESP,CM,22-260,68,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,6,2021-2022
   Unai Vencedor Paris,16,es ESP,CM,20-310,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2021-2022
Nico Williams,30,es ESP,RM,19-071,74,2,2,0,2,0,2,5,40.0,3,2,0,2,0,2,1,0,6,2021-2022
   Jon Morcillo,11,es ESP,RM,23-006,16,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,6,2021-2022
Iñigo Lekue,15,es ESP,LB,28-140,90,1,1,0,1,0,0,0,,0,1,1,0,0,1,1,0,6,2021-2022
Iñigo Martínez,4,es ESP,CB,30-127,90,2,1,1,0,1,1,1,100.0,0,0,0,0,1,3,4,0,6,2021-2022
Unai Núñez,3,es ESP,CB,24-234,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,6,0,6,2021-2022
Óscar de Marcos,18,es ESP,RB,32-160,90,2,1,1,0,1,1,1,100.0,0,1,0,1,0,2,2,0,6,2021-2022
Unai Simón,1,es ESP,GK,24-102,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2021-2022
Sergi Guardiola,16,es ESP,FW,30-115,58,1,1,0,1,0,0,1,0.0,1,2,1,1,0,1,1,0,6,2021-2022
   Randy Ntekja,9,fr FRA,"AM,FW",23-289,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2021-2022
Álvaro García,18,es ESP,LW,28-329,78,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0,6,2021-2022
   Bebé,10,cv CPV,RW,31-071,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2021-2022
Isaac Palazón Camacho,7,es ESP,RW,26-268,78,2,2,1,1,0,0,3,0.0,3,1,1,0,2,4,0,0,6,2021-2022
   Kévin Rodrigues,19,pt POR,LW,27-200,12,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,6,2021-2022
Unai López,12,es ESP,AM,25-326,75,2,1,1,1,0,1,3,33.3,2,1,0,1,1,3,0,0,6,2021-2022
   Radamel Falcao,3,co COL,FW,35-223,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2021-2022
Pathé Ciss,21,sn SEN,DM,27-189,58,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,6,2021-2022
   Óscar Valentín,23,es ESP,DM,27-032,32,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,6,2021-2022
Santi Comesaña,6,es ESP,DM,24-351,90,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,1,0,6,2021-2022
Fran Garcia,33,es ESP,LB,22-038,90,1,1,1,0,0,0,0,,0,2,0,2,2,3,1,0,6,2021-2022
Catena,5,es ESP,CB,26-328,90,1,1,1,0,0,1,1,100.0,0,2,1,1,2,3,9,1,6,2021-2022
Nikola Maraš,2,rs SRB,CB,25-276,90,1,0,0,1,0,0,0,,0,1,0,1,3,4,4,0,6,2021-2022
Iván Balliu,20,al ALB,RB,29-263,90,2,0,2,0,0,0,0,,0,0,0,0,1,3,0,0,6,2021-2022
