player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Youssef En-Nesyri,15,ma MAR,FW,24-116,69,6,8,75.0,43,11,4,5,80.0,0,0,,0,1,0.0,0,0.0,0.0,1,0,0,0,1,7,2021-2022
   Rafa Mir,12,es ESP,FW,24-099,21,3,5,60.0,31,3,1,2,50.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,7,2021-2022
Lucas Ocampos,5,ar ARG,LW,27-076,79,24,36,66.7,386,91,12,15,80.0,8,12,66.7,2,3,66.7,0,0.0,0.0,0,2,0,0,1,7,2021-2022
   Karim Rekik,4,nl NED,LB,26-297,11,4,4,100.0,101,63,1,1,100.0,2,2,100.0,1,1,100.0,1,0.2,0.2,1,2,1,0,3,7,2021-2022
Suso,7,es ESP,RW,27-310,55,26,33,78.8,330,77,15,18,83.3,8,8,100.0,0,2,0.0,0,0.0,0.2,1,0,1,0,3,7,2021-2022
   Érik Lamela,17,ar ARG,RW,29-205,35,5,6,83.3,71,30,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,2,0,0,2,7,2021-2022
Ivan Rakitić,10,hr CRO,LM,33-199,55,41,48,85.4,844,122,17,19,89.5,12,14,85.7,10,12,83.3,0,0.0,0.0,0,3,0,0,6,7,2021-2022
   Fernando,25,br BRA,"LM,CM",34-062,35,10,12,83.3,194,45,1,1,100.0,5,6,83.3,2,2,100.0,0,0.0,0.0,0,0,0,0,0,7,2021-2022
Thomas Delaney,18,dk DEN,CM,30-022,64,44,49,89.8,911,287,17,18,94.4,15,16,93.8,10,13,76.9,0,0.0,0.1,0,6,1,0,7,7,2021-2022
Joan Jordán,8,es ESP,RM,27-081,90,53,61,86.9,887,233,27,31,87.1,18,19,94.7,6,8,75.0,0,0.0,0.0,1,8,0,0,5,7,2021-2022
Marcos Acuña,19,ar ARG,"LB,LM",29-332,90,55,67,82.1,919,335,23,24,95.8,22,25,88.0,7,12,58.3,0,0.3,0.1,3,3,2,1,6,7,2021-2022
Diego Carlos,20,br BRA,CB,28-194,90,47,50,94.0,1024,250,18,19,94.7,16,16,100.0,12,14,85.7,0,0.0,0.1,0,2,1,0,5,7,2021-2022
Jules Koundé,23,fr FRA,CB,22-317,90,49,54,90.7,908,305,17,18,94.4,27,28,96.4,4,6,66.7,0,0.0,0.0,0,1,0,0,1,7,2021-2022
Jesús Navas,16,es ESP,RB,35-308,90,46,62,74.2,727,202,28,29,96.6,13,18,72.2,4,12,33.3,1,1.1,0.4,3,0,4,1,3,7,2021-2022
Yassine Bounou,13,ma MAR,GK,30-173,90,21,29,72.4,588,327,3,3,100.0,12,12,100.0,5,13,38.5,0,0.0,0.0,0,0,0,0,0,7,2021-2022
Raúl de Tomás,11,es ESP,FW,26-343,90,17,20,85.0,252,46,9,10,90.0,3,4,75.0,2,3,66.7,0,0.0,0.0,0,0,0,0,2,7,2021-2022
Wu Lei,7,cn CHN,LM,29-310,56,3,6,50.0,42,0,1,3,33.3,2,3,66.7,0,0,,0,0.0,0.0,2,0,0,0,0,7,2021-2022
   Nico Ribaudo,21,es ESP,LM,20-167,34,17,23,73.9,280,42,10,13,76.9,5,7,71.4,2,2,100.0,0,0.0,0.0,0,0,0,0,2,7,2021-2022
Sergi Darder,10,es ESP,CM,27-277,90,42,47,89.4,710,227,16,18,88.9,19,19,100.0,3,6,50.0,0,0.0,0.0,1,8,1,0,11,7,2021-2022
Fran Mérida,8,es ESP,CM,31-205,45,13,22,59.1,217,61,6,11,54.5,6,6,100.0,1,4,25.0,0,0.0,0.0,0,1,0,0,1,7,2021-2022
   Landry Dimata,18,be BEL,CM,24-024,45,7,7,100.0,85,16,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,7,2021-2022
Adri Embarba,23,es ESP,RM,29-141,77,20,35,57.1,248,49,15,19,78.9,2,5,40.0,1,6,16.7,0,0.0,0.0,0,1,0,0,1,7,2021-2022
   Loren Morón,16,es ESP,RM,27-269,13,1,2,50.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,7,2021-2022
Keidi Bare,20,al ALB,DM,24-028,90,50,56,89.3,771,185,26,27,96.3,15,18,83.3,5,6,83.3,0,0.1,0.0,1,6,0,0,3,7,2021-2022
Adrià Pedrosa,3,es ESP,LB,23-135,90,30,46,65.2,540,140,14,20,70.0,13,16,81.3,3,5,60.0,0,0.0,0.2,1,1,4,3,3,7,2021-2022
Leandro Cabrera,4,uy URU,CB,30-100,90,37,46,80.4,738,348,11,12,91.7,18,20,90.0,6,11,54.5,0,0.0,0.0,1,2,0,0,7,7,2021-2022
Sergi Gómez,24,es ESP,CB,29-181,90,37,42,88.1,670,247,18,20,90.0,14,16,87.5,5,5,100.0,0,0.0,0.0,0,3,0,0,1,7,2021-2022
Aleix Vidal,22,es ESP,RB,32-035,89,52,63,82.5,874,253,26,26,100.0,16,20,80.0,6,11,54.5,0,0.1,0.1,2,2,2,1,8,7,2021-2022
   Álvaro Vadillo,19,es ESP,RB,27-013,1,5,6,83.3,74,10,0,1,0.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,7,2021-2022
