Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Rafa Mir,12,es ESP,FW,24-218,45,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,7,11,63.6,0,3,0,0,0,22,2021-2022
   Iván Romero,36,es ESP,FW,20-287,45,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,2,6,1,1,1,22,2021-2022
Jesús Corona,9,mx MEX,LW,29-016,70,0,1,0,0,2,1,0,0,54,0,1,1,0.2,0.2,0.2,8,1,27,37,73.0,5,30,2,8,4,22,2021-2022
   Nemanja Gudelj,6,rs SRB,LW,30-067,20,0,0,0,0,1,0,1,0,13,1,1,1,0.0,0.0,0.0,1,0,5,8,62.5,0,5,0,0,0,22,2021-2022
Lucas Ocampos,5,ar ARG,RW,27-195,90,0,0,0,0,3,1,0,0,42,1,0,2,0.2,0.2,0.0,5,0,19,26,73.1,4,25,2,5,2,22,2021-2022
Ivan Rakitić,10,hr CRO,LM,33-318,45,0,0,0,0,0,0,0,0,45,1,1,0,0.0,0.0,0.0,1,0,34,43,79.1,4,29,2,1,1,22,2021-2022
   Óliver Torres,21,es ESP,LM,27-073,45,1,0,0,0,4,1,0,0,29,0,0,0,0.2,0.2,0.0,1,0,20,25,80.0,3,15,1,0,0,22,2021-2022
Fernando,25,br BRA,CM,34-181,45,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,37,41,90.2,2,25,1,1,1,22,2021-2022
   Papu Gómez,24,ar ARG,CM,33-341,45,1,0,0,0,1,1,0,0,29,0,0,0,0.0,0.0,0.1,4,1,19,27,70.4,4,23,5,1,1,22,2021-2022
Joan Jordán,8,es ESP,RM,27-200,89,0,0,0,0,0,0,0,0,76,0,2,1,0.0,0.0,0.0,2,1,59,70,84.3,12,38,0,0,0,22,2021-2022
   Luismi,27,es ESP,RM,20-244,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,0,0,0,0,22,2021-2022
Marcos Acuña,19,ar ARG,LB,30-086,90,0,0,0,0,2,0,0,0,92,2,0,2,0.3,0.3,0.1,3,0,65,81,80.2,5,43,5,3,2,22,2021-2022
Karim Rekik,4,nl NED,CB,27-051,90,0,0,0,0,2,0,0,0,73,1,1,1,0.2,0.2,0.0,1,0,58,65,89.2,2,41,0,1,0,22,2021-2022
Diego Carlos,20,br BRA,CB,28-313,90,0,0,0,0,0,0,0,0,90,1,2,0,0.0,0.0,0.0,1,0,68,83,81.9,6,52,0,0,0,22,2021-2022
Gonzalo Montiel,2,ar ARG,RB,25-021,90,0,0,0,0,1,0,0,0,75,2,0,0,0.0,0.0,0.0,2,1,53,65,81.5,8,39,2,1,0,22,2021-2022
Marko Dmitrović,1,rs SRB,GK,29-363,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,33,41,80.5,0,21,0,0,0,22,2021-2022
Rafa Mir,12,es ESP,FW,24-218,45,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,7,11,63.6,0,3,0,0,0,22,2021-2022
   Iván Romero,36,es ESP,FW,20-287,45,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,2,6,1,1,1,22,2021-2022
Jesús Corona,9,mx MEX,LW,29-016,70,0,1,0,0,2,1,0,0,54,0,1,1,0.2,0.2,0.2,8,1,27,37,73.0,5,30,2,8,4,22,2021-2022
   Nemanja Gudelj,6,rs SRB,LW,30-067,20,0,0,0,0,1,0,1,0,13,1,1,1,0.0,0.0,0.0,1,0,5,8,62.5,0,5,0,0,0,22,2021-2022
Lucas Ocampos,5,ar ARG,RW,27-195,90,0,0,0,0,3,1,0,0,42,1,0,2,0.2,0.2,0.0,5,0,19,26,73.1,4,25,2,5,2,22,2021-2022
Ivan Rakitić,10,hr CRO,LM,33-318,45,0,0,0,0,0,0,0,0,45,1,1,0,0.0,0.0,0.0,1,0,34,43,79.1,4,29,2,1,1,22,2021-2022
   Óliver Torres,21,es ESP,LM,27-073,45,1,0,0,0,4,1,0,0,29,0,0,0,0.2,0.2,0.0,1,0,20,25,80.0,3,15,1,0,0,22,2021-2022
Fernando,25,br BRA,CM,34-181,45,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,37,41,90.2,2,25,1,1,1,22,2021-2022
   Papu Gómez,24,ar ARG,CM,33-341,45,1,0,0,0,1,1,0,0,29,0,0,0,0.0,0.0,0.1,4,1,19,27,70.4,4,23,5,1,1,22,2021-2022
Joan Jordán,8,es ESP,RM,27-200,89,0,0,0,0,0,0,0,0,76,0,2,1,0.0,0.0,0.0,2,1,59,70,84.3,12,38,0,0,0,22,2021-2022
