player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Borja Iglesias,9,es ESP,FW,28-215,68,11,14,78.6,155,20,3,5,60.0,6,7,85.7,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
   William Carvalho,14,pt POR,DM,29-135,22,31,34,91.2,475,107,16,16,100.0,14,17,82.4,0,0,,0,0.0,0.1,0,2,1,0,5,2,2021-2022
Juanmi,7,es ESP,"LW,FW",28-092,86,20,23,87.0,318,30,11,14,78.6,8,8,100.0,1,1,100.0,0,0.0,0.0,1,2,0,0,2,2,2021-2022
   Loren Morón,16,es ESP,FW,27-233,4,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Rodri,28,es ESP,RW,21-096,68,38,52,73.1,723,186,14,18,77.8,21,29,72.4,3,5,60.0,0,0.0,0.0,0,6,2,0,7,2,2021-2022
   Aitor Ruibal,24,es ESP,RB,25-151,22,10,11,90.9,208,74,3,3,100.0,7,7,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,2,2021-2022
Nabil Fekir,8,fr FRA,"AM,LW",28-033,90,48,57,84.2,749,217,26,28,92.9,20,22,90.9,2,4,50.0,0,0.1,0.2,4,9,1,0,6,2,2021-2022
Sergio Canales,10,es ESP,"DM,AM",30-185,90,89,100,89.0,1601,367,37,39,94.9,44,46,95.7,7,13,53.8,0,0.0,0.2,1,11,2,0,14,2,2021-2022
Andrés Guardado,18,mx MEX,DM,34-326,81,78,82,95.1,1498,405,32,33,97.0,35,35,100.0,11,14,78.6,0,0.0,0.0,1,9,0,0,14,2,2021-2022
   Cristian Tello,11,es ESP,DM,30-009,9,5,8,62.5,59,0,3,6,50.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Juan Miranda,33,es ESP,LB,21-213,90,54,66,81.8,874,242,26,29,89.7,19,24,79.2,6,8,75.0,0,0.0,0.1,1,5,2,1,8,2,2021-2022
Víctor Ruiz,6,es ESP,CB,32-207,90,71,74,95.9,1201,424,32,34,94.1,33,33,100.0,5,5,100.0,0,0.0,0.0,0,6,0,0,7,2,2021-2022
Édgar González,3,es ESP,CB,24-141,90,75,81,92.6,1226,405,30,32,93.8,44,47,93.6,1,1,100.0,1,0.4,0.0,1,5,0,0,0,2,2021-2022
Martín Montoya,2,es ESP,RB,30-128,68,51,57,89.5,700,253,33,36,91.7,18,21,85.7,0,0,,0,0.2,0.1,2,5,1,0,10,2,2021-2022
   Joaquín,17,es ESP,RW,40-030,22,7,9,77.8,137,47,3,3,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0,0,1,0,3,2,2021-2022
Rui Silva,13,pt POR,GK,27-194,90,22,25,88.0,462,353,10,10,100.0,6,6,100.0,6,9,66.7,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Anthony Lozano,9,hn HON,"FW,LW",28-117,75,8,13,61.5,114,50,4,5,80.0,3,5,60.0,0,0,,0,0.3,0.1,1,1,1,0,3,2,2021-2022
   Álvaro Jiménez,11,es ESP,"RW,LW",26-093,15,4,6,66.7,45,12,2,2,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Álvaro Negredo,18,es ESP,FW,36-000,68,8,13,61.5,130,33,4,7,57.1,2,4,50.0,1,1,100.0,0,0.2,0.1,1,0,0,0,1,2,2021-2022
   Milutin Osmajić,29,me MNE,FW,22-026,22,1,5,20.0,4,0,0,3,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Alberto Perea,10,es ESP,LM,30-244,45,8,13,61.5,131,24,3,3,100.0,5,6,83.3,0,3,0.0,0,0.0,0.0,0,1,0,0,1,2,2021-2022
   Isaac Carcelen,20,es ESP,CM,28-119,45,7,12,58.3,102,28,6,8,75.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Jens Jønsson,2,dk DEN,CM,28-222,45,5,8,62.5,39,13,4,5,80.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
   Álex Fernández,8,es ESP,CM,28-309,45,15,22,68.2,230,53,7,8,87.5,6,7,85.7,1,6,16.7,0,0.0,0.0,1,2,0,0,1,2,2021-2022
Tomás Alarcón,12,cl CHI,CM,22-213,87,14,19,73.7,246,67,6,8,75.0,6,7,85.7,1,3,33.3,0,0.0,0.0,0,0,0,0,2,2,2021-2022
   Martín,28,es ESP,CM,22-172,3,2,4,50.0,36,34,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,2,0,0,2,2,2021-2022
Salvi,7,es ESP,"RM,RW,LW",30-143,90,13,23,56.5,163,43,7,8,87.5,4,5,80.0,0,6,0.0,0,0.0,0.0,0,0,1,0,3,2,2021-2022
Alfonso Espino,22,uy URU,LB,29-227,90,28,47,59.6,615,343,13,16,81.3,8,15,53.3,6,12,50.0,0,0.1,0.1,1,3,3,3,3,2,2021-2022
Fali,3,es ESP,CB,28-008,90,4,7,57.1,107,25,1,1,100.0,1,1,100.0,2,4,50.0,0,0.0,0.1,0,0,0,0,0,2,2021-2022
Varazdat Haroyan,5,am ARM,CB,28-361,90,5,10,50.0,103,33,1,2,50.0,4,5,80.0,0,3,0.0,0,0.0,0.0,0,0,0,0,1,2,2021-2022
Carlos Akapo,15,gq EQG,RB,28-161,90,21,31,67.7,428,158,8,9,88.9,9,14,64.3,3,5,60.0,0,0.0,0.0,0,1,2,2,0,2,2021-2022
Jeremías Ledesma,1,ar ARG,GK,28-188,90,9,25,36.0,580,554,0,0,,0,0,,9,25,36.0,0,0.0,0.0,0,2,0,0,0,2,2021-2022
Joselu,9,es ESP,FW,31-147,75,13,18,72.2,163,45,7,9,77.8,3,4,75.0,1,1,100.0,0,0.0,0.0,0,3,0,0,2,2,2021-2022
   Javi López,27,es ESP,LB,19-232,15,2,4,50.0,46,0,0,0,,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Luis Rioja,11,es ESP,"LW,LM",27-309,90,13,25,52.0,155,58,8,12,66.7,5,10,50.0,0,2,0.0,0,0.1,0.1,1,0,1,1,1,2,2021-2022
Édgar Méndez,17,es ESP,RW,31-231,61,7,11,63.6,98,8,4,6,66.7,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,2,2021-2022
   John Guidetti,10,se SWE,FW,29-128,29,6,7,85.7,125,51,2,3,66.7,2,2,100.0,2,2,100.0,0,0.0,0.0,0,2,0,0,1,2,2021-2022
Manu García,14,es ESP,"AM,RM",23-231,75,30,37,81.1,642,164,8,10,80.0,14,16,87.5,6,9,66.7,0,0.1,0.2,4,2,1,0,5,2,2021-2022
   Mamadou N'Diaye,6,,MF,24-234,15,,,,,,,,,,,,,,,0,,,,,,,,2,2021-2022
Tomás Pina Isla,8,es ESP,"DM,CM",33-311,83,28,34,82.4,523,109,14,15,93.3,9,9,100.0,4,7,57.1,0,0.0,0.0,0,1,1,0,3,2,2021-2022
   Iván Martín,19,es ESP,CM,22-188,7,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Pere Pons,20,es ESP,"DM,CM,RM",28-182,83,16,20,80.0,250,21,9,9,100.0,2,2,100.0,3,6,50.0,0,0.0,0.0,1,1,1,0,2,2,2021-2022
   Facundo Pellistri,18,uy URU,RM,19-244,7,1,1,100.0,19,5,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Rubén Duarte,3,es ESP,LB,25-307,65,25,35,71.4,367,130,13,14,92.9,10,12,83.3,1,6,16.7,0,0.0,0.0,0,1,0,0,1,2,2021-2022
Florian Lejeune,22,fr FRA,CB,30-093,90,36,49,73.5,837,239,11,14,78.6,20,21,95.2,5,13,38.5,0,0.0,0.0,0,1,0,0,1,2,2021-2022
Víctor Laguardia,5,es ESP,CB,31-289,90,33,41,80.5,716,294,12,12,100.0,16,18,88.9,5,9,55.6,0,0.0,0.0,0,3,0,0,3,2,2021-2022
Ximo Navarro,23,es ESP,RB,31-210,90,19,28,67.9,322,88,9,9,100.0,8,13,61.5,2,6,33.3,0,0.0,0.0,0,2,0,0,1,2,2021-2022
Fernando Pacheco,1,es ESP,GK,29-095,90,24,36,66.7,813,677,6,6,100.0,7,7,100.0,11,23,47.8,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Abdón Prats,9,es ESP,FW,28-257,63,7,10,70.0,62,10,4,6,66.7,1,1,100.0,0,1,0.0,0,0.0,0.1,1,0,0,0,1,2,2021-2022
   Fernando Niño,26,es ESP,FW,20-301,27,1,4,25.0,23,0,0,0,,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Dani Rodríguez,14,es ESP,"LW,AM",33-076,90,15,20,75.0,301,99,3,3,100.0,9,11,81.8,2,4,50.0,0,0.0,0.1,0,1,1,0,4,2,2021-2022
Jordi Mboula,7,es ESP,RW,22-158,69,12,21,57.1,142,12,9,12,75.0,3,9,33.3,0,0,,0,0.0,0.0,1,0,0,0,0,2,2021-2022
   Amath,23,sn SEN,LW,25-036,21,3,3,100.0,41,9,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Takefusa Kubo,17,jp JPN,"AM,RW",20-078,87,21,26,80.8,340,116,10,11,90.9,8,10,80.0,2,3,66.7,0,0.1,0.2,2,4,0,0,6,2,2021-2022
   Lago Junior,11,ci CIV,RW,30-233,3,1,3,33.3,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Iñigo Ruiz de Galarreta,4,es ESP,DM,28-015,63,31,38,81.6,540,219,15,19,78.9,14,16,87.5,2,3,66.7,0,0.0,0.0,0,6,0,0,7,2,2021-2022
   Rodrigo Battaglia,16,ar ARG,DM,30-040,27,14,17,82.4,210,61,7,8,87.5,6,7,85.7,0,0,,0,0.0,0.0,0,1,0,0,1,2,2021-2022
Iddrisu Baba,12,gh GHA,DM,25-211,69,20,23,87.0,317,151,11,12,91.7,5,5,100.0,3,5,60.0,0,0.2,0.5,1,2,1,1,5,2,2021-2022
   Salva Sevilla,8,es ESP,DM,37-156,21,22,25,88.0,332,150,6,6,100.0,10,11,90.9,1,2,50.0,1,0.2,0.2,1,3,1,0,2,2,2021-2022
Brian Oliván,3,es ESP,LB,27-142,90,24,40,60.0,475,189,7,7,100.0,13,18,72.2,4,14,28.6,0,0.0,0.0,0,2,0,0,0,2,2021-2022
Martin Valjent,24,sk SVK,CB,25-253,90,51,55,92.7,923,357,25,25,100.0,19,19,100.0,6,10,60.0,0,0.0,0.0,0,0,0,0,1,2,2021-2022
Franco Russo,5,ar ARG,CB,26-300,90,31,37,83.8,585,215,9,10,90.0,18,18,100.0,4,7,57.1,0,0.0,0.1,0,0,0,0,3,2,2021-2022
Pablo Maffeo,15,es ESP,RB,24-040,90,30,52,57.7,481,233,14,16,87.5,12,23,52.2,2,9,22.2,0,0.0,0.1,1,2,1,1,1,2,2021-2022
Manolo Reina,1,es ESP,GK,36-142,90,28,33,84.8,679,497,8,8,100.0,14,14,100.0,6,11,54.5,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Raúl de Tomás,11,es ESP,FW,26-308,90,10,16,62.5,226,66,4,6,66.7,3,6,50.0,3,3,100.0,0,0.0,0.0,0,2,1,0,4,2,2021-2022
Landry Dimata,18,be BEL,FW,23-354,66,6,7,85.7,99,20,0,1,0.0,5,5,100.0,0,0,,0,0.0,0.0,0,2,1,0,1,2,2021-2022
   Wu Lei,7,cn CHN,LM,29-275,24,2,4,50.0,32,9,0,1,0.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Javi Puado,9,es ESP,LM,23-088,66,16,19,84.2,170,19,11,11,100.0,3,4,75.0,0,0,,0,0.0,0.0,1,0,0,0,1,2,2021-2022
   Nico Ribaudo,33,es ESP,FW,20-132,24,3,4,75.0,47,13,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Sergi Darder,10,es ESP,CM,27-242,84,26,33,78.8,557,146,12,15,80.0,6,6,100.0,6,8,75.0,0,0.0,0.0,1,1,0,0,2,2,2021-2022
   Manu Morlanes,6,es ESP,CM,22-221,6,3,3,100.0,49,13,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,2,2021-2022
David López,15,es ESP,CM,31-316,74,16,18,88.9,259,102,9,10,90.0,5,6,83.3,1,1,100.0,0,0.3,0.2,1,1,1,0,3,2,2021-2022
   Keidi Bare,20,al ALB,CM,23-358,16,2,4,50.0,28,19,1,1,100.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,2,2021-2022
Adri Embarba,23,es ESP,RM,29-106,90,19,37,51.4,351,185,4,6,66.7,6,11,54.5,4,11,36.4,0,0.2,0.2,4,2,2,0,3,2,2021-2022
Adrià Pedrosa,3,es ESP,LB,23-100,45,12,17,70.6,168,38,5,8,62.5,6,8,75.0,0,0,,0,0.0,0.0,0,0,0,0,1,2,2021-2022
   Dídac Vilà,17,es ESP,LB,32-073,45,10,12,83.3,148,55,5,5,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,2,2021-2022
