player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Fernando Niño,26,es ESP,FW,20-307,85,0,0,0,0,4,3,1,0,33,0,0,0,0.5,0.5,0.1,2,0,16,25,64.0,1,16,3,2,1,3,2021-2022
   Abdón Prats,9,es ESP,FW,28-263,5,0,0,0,0,1,0,0,0,5,0,0,0,0.1,0.1,0.0,0,0,2,4,50.0,0,1,0,0,0,3,2021-2022
Jordi Mboula,7,es ESP,LW,22-164,60,0,0,0,0,0,0,0,0,11,1,0,2,0.0,0.0,0.0,2,0,3,5,60.0,0,9,2,2,1,3,2021-2022
   Amath,23,sn SEN,LW,25-042,30,0,0,0,0,0,0,0,0,10,2,0,1,0.0,0.0,0.0,2,0,2,2,100.0,0,5,2,2,1,3,2021-2022
Takefusa Kubo,17,jp JPN,RW,20-084,85,0,0,0,0,3,1,1,0,35,1,0,0,0.1,0.1,0.4,4,0,22,26,84.6,1,25,1,5,3,3,2021-2022
   Rodrigo Battaglia,16,ar ARG,RW,30-046,5,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,3,0,0,0,3,2021-2022
Dani Rodríguez,14,es ESP,AM,33-082,90,1,0,0,0,1,1,0,0,38,2,0,0,0.2,0.2,0.1,4,0,17,24,70.8,3,23,4,4,3,3,2021-2022
Salva Sevilla,8,es ESP,DM,37-162,67,0,0,0,0,1,1,0,0,46,1,1,1,0.0,0.0,0.0,0,0,35,41,85.4,9,27,2,1,1,3,2021-2022
   Iñigo Ruiz de Galarreta,4,es ESP,DM,28-021,23,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,2,0,19,19,100.0,5,12,1,1,1,3,2021-2022
Iddrisu Baba,12,gh GHA,DM,25-217,90,0,0,0,0,0,0,0,0,42,3,0,0,0.0,0.0,0.0,0,0,28,33,84.8,2,22,1,0,0,3,2021-2022
Brian Oliván,3,es ESP,LB,27-148,90,0,0,0,0,1,0,1,0,50,0,1,0,0.0,0.0,0.0,3,1,29,43,67.4,4,21,1,0,0,3,2021-2022
Franco Russo,5,ar ARG,CB,26-306,45,0,0,0,0,0,0,0,0,31,1,2,0,0.0,0.0,0.0,0,0,19,26,73.1,1,17,0,0,0,3,2021-2022
   Aleksandar Sedlar,20,rs SRB,CB,29-257,45,0,0,0,0,0,0,1,0,17,0,0,0,0.0,0.0,0.0,0,0,13,15,86.7,1,13,0,0,0,3,2021-2022
Martin Valjent,24,sk SVK,CB,25-259,90,0,0,0,0,1,0,0,0,55,0,0,1,0.0,0.0,0.0,3,1,43,50,86.0,3,31,1,0,0,3,2021-2022
Pablo Maffeo,15,es ESP,RB,24-046,90,0,0,0,0,0,0,0,0,48,3,1,0,0.0,0.0,0.0,0,0,26,43,60.5,0,25,2,2,0,3,2021-2022
Manolo Reina,1,es ESP,GK,36-148,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,21,28,75.0,0,13,0,0,0,3,2021-2022
Raúl de Tomás,11,es ESP,FW,26-314,90,0,0,0,0,1,0,0,0,18,0,0,1,0.1,0.1,0.0,0,0,6,12,50.0,1,12,0,0,0,3,2021-2022
Landry Dimata,18,be BEL,FW,23-360,74,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,3,0,8,12,66.7,2,13,0,1,1,3,2021-2022
