player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Fernando Niño,26,es ESP,FW,20-343,66,0,0,0,0,1,1,0,0,19,1,0,0,0.1,0.1,0.0,2,0,9,11,81.8,1,9,1,2,1,8,2021-2022
   Ángel Rodríguez,22,es ESP,FW,34-159,24,1,0,0,0,2,1,0,0,8,0,0,1,0.2,0.2,0.0,0,0,2,3,66.7,0,5,1,1,0,8,2021-2022
Amath,23,sn SEN,LW,25-078,90,0,0,0,0,0,0,1,0,23,2,0,1,0.0,0.0,0.0,1,0,10,17,58.8,1,14,1,3,2,8,2021-2022
Dani Rodríguez,14,es ESP,RW,33-118,90,0,0,0,0,1,1,0,0,37,0,0,0,0.1,0.1,0.1,6,0,20,28,71.4,3,21,2,8,5,8,2021-2022
Lee Kang-in,19,kr KOR,AM,20-225,80,0,0,0,0,3,2,0,0,38,2,1,0,0.1,0.1,0.0,1,0,19,29,65.5,0,16,3,3,0,8,2021-2022
   Jordi Mboula,7,es ESP,AM,22-200,10,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,8,2021-2022
Iñigo Ruiz de Galarreta,4,es ESP,DM,28-057,80,0,0,0,0,0,0,0,0,72,2,0,1,0.0,0.0,0.0,2,0,50,60,83.3,8,28,0,3,1,8,2021-2022
   Rodrigo Battaglia,16,ar ARG,DM,30-082,10,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,8,2021-2022
Iddrisu Baba,12,gh GHA,DM,25-253,90,0,0,0,0,1,0,1,0,50,2,0,0,0.1,0.1,0.2,1,1,34,43,79.1,3,30,0,4,3,8,2021-2022
Jaume Costa,18,es ESP,LB,33-198,88,0,0,0,0,0,0,1,0,42,0,1,0,0.0,0.0,0.0,4,0,35,41,85.4,3,20,0,0,0,8,2021-2022
   Brian Oliván,3,es ESP,LB,27-184,2,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,8,2021-2022
Franco Russo,5,ar ARG,CB,26-342,90,0,0,0,0,0,0,0,0,58,0,0,1,0.0,0.0,0.0,0,0,36,50,72.0,0,28,0,2,2,8,2021-2022
Martin Valjent,24,sk SVK,CB,25-295,90,0,0,0,0,1,1,0,0,56,1,0,1,0.0,0.0,0.0,0,0,44,48,91.7,3,28,0,2,1,8,2021-2022
Pablo Maffeo,15,es ESP,RB,24-082,88,0,1,0,0,2,1,0,0,43,2,1,0,0.0,0.0,0.1,3,0,23,30,76.7,2,20,4,1,1,8,2021-2022
   Joan Sastre Vanrell,2,es ESP,RB,24-155,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,8,2021-2022
Manolo Reina,1,es ESP,GK,36-184,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,1,0,22,30,73.3,0,10,0,0,0,8,2021-2022
José Luis Morales,11,es ESP,FW,34-071,90,0,0,0,1,0,0,0,0,26,1,0,0,0.8,0.0,0.1,3,0,13,20,65.0,2,18,3,2,2,8,2021-2022
