player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Manu Vallejo,7,es ESP,"FW,RW",25-033,77,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,29,2021-2022
   Jason,25,es ESP,RW,27-256,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,2021-2022
Joselu,9,es ESP,FW,31-357,66,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,2021-2022
   Toni Moya,15,es ESP,DM,23-364,24,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,29,2021-2022
Luis Rioja,11,es ESP,"LM,LW,LB",28-154,90,1,0,0,0,1,0,0,,0,1,0,1,1,2,0,0,29,2021-2022
Mamadou N'Diaye,6,,CM,25-079,77,,0,,,,,,,,,,,1,,,,29,2021-2022
   Pere Pons,20,es ESP,AM,29-027,13,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0,29,2021-2022
Gonzalo Escalante,16,ar ARG,"CM,DM",28-357,90,3,0,0,3,0,1,2,50.0,1,1,0,1,2,5,1,0,29,2021-2022
Édgar Méndez,17,es ESP,"RM,FW,LW",32-076,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,2021-2022
Rubén Duarte,3,es ESP,LB,26-152,86,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,0,29,2021-2022
   Miguel,24,es ESP,FW,22-197,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,2021-2022
Florian Lejeune,22,fr FRA,CB,30-303,90,1,1,0,1,0,1,1,100.0,0,2,2,0,1,2,6,0,29,2021-2022
Víctor Laguardia,5,es ESP,CB,32-134,90,2,1,1,1,0,2,2,100.0,0,3,2,1,0,2,3,0,29,2021-2022
Nahuel Tenaglia,2,ar ARG,RB,26-026,90,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0,29,2021-2022
Fernando Pacheco,1,es ESP,GK,29-305,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,29,2021-2022
Myrto Uzuni,24,al ALB,FW,26-292,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,2021-2022
   Luis Javier Suárez,9,co COL,FW,24-107,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,2021-2022
Jorge Molina,23,es ESP,FW,39-331,83,2,1,1,1,0,1,3,33.3,2,1,0,1,1,3,2,0,29,2021-2022
   Darwin Machís,11,ve VEN,FW,29-040,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,2021-2022
Luis Milla,5,es ESP,CM,27-163,90,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0,29,2021-2022
Njegoš Petrović,18,rs SRB,CM,22-244,83,1,1,0,1,0,1,1,100.0,0,2,1,1,0,1,0,0,29,2021-2022
   Yan Brice Eteki,8,cm CMR,CM,24-205,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,2021-2022
Álex Collado,35,es ESP,CM,22-331,61,2,1,1,1,0,0,1,0.0,1,4,1,3,1,3,3,0,29,2021-2022
   Antonio Puertas,10,es ESP,CM,30-026,29,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,29,2021-2022
Carlos Neva,15,es ESP,LB,25-280,56,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,1,0,29,2021-2022
   Alberto Soro,7,es ESP,LB,23-010,34,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,29,2021-2022
Sergio Escudero,3,es ESP,CB,32-198,90,1,1,0,1,0,1,1,100.0,0,3,0,3,0,1,2,0,29,2021-2022
