player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
José Luis Morales,11,es ESP,FW,34-287,89,0,0,0,0,0,0,0,,0,3,0,3,0,0,0,0,35,2021-2022
   Mickael Malsa,12,mq MTQ,FW,26-206,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Dani Gómez,21,es ESP,FW,23-280,61,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,35,2021-2022
   Enis Bardhi,10,mk MKD,"CM,FW",26-308,29,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,35,2021-2022
José Campaña,24,es ESP,CM,28-340,61,1,0,0,0,1,1,1,100.0,0,0,0,0,1,2,2,0,35,2021-2022
   Gonzalo Melero,22,es ESP,CM,28-124,29,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,35,2021-2022
José Luis García Vayá,8,es ESP,CM,23-268,90,6,3,1,4,1,0,2,0.0,2,0,0,0,3,9,2,0,35,2021-2022
Nemanja Radoja,5,rs SRB,CM,29-089,75,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,35,2021-2022
   Roger Martí,9,es ESP,"FW,CM",31-123,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Son,2,es ESP,LB,28-037,90,2,2,2,0,0,2,3,66.7,1,2,2,0,0,2,1,0,35,2021-2022
Rúben Vezo,14,pt POR,CB,28-011,90,4,0,3,1,0,3,6,50.0,3,3,2,1,2,6,7,0,35,2021-2022
Óscar Duarte,6,cr CRC,CB,32-337,75,3,1,2,1,0,2,5,40.0,3,1,0,1,0,3,5,0,35,2021-2022
   Sergio Postigo,15,es ESP,CB,33-183,15,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,35,2021-2022
Rober,4,es ESP,CB,27-079,90,2,2,2,0,0,2,4,50.0,2,1,1,0,2,4,4,0,35,2021-2022
Jorge Miramón,20,es ESP,RB,32-338,90,2,2,0,0,2,2,5,40.0,3,0,0,0,0,2,3,0,35,2021-2022
Cárdenas,34,es ESP,GK,25-039,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,35,2021-2022
Alexander Sørloth,23,no NOR,FW,26-152,90,2,0,0,2,0,1,1,100.0,0,0,0,0,1,3,1,0,35,2021-2022
Alexander Isak,19,se SWE,FW,22-227,83,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,35,2021-2022
   Portu,7,es ESP,RW,29-350,7,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,35,2021-2022
David Silva,21,es ESP,"AM,LM",36-118,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,35,2021-2022
Rafinha,17,br BRA,LM,29-083,83,6,3,3,3,0,0,3,0.0,3,4,1,3,1,7,0,0,35,2021-2022
   Adnan Januzaj,11,be BEL,LW,27-090,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Mikel Merino,8,es ESP,RM,25-318,89,5,3,3,2,0,3,4,75.0,1,0,0,0,0,5,0,2,35,2021-2022
   Asier Illarramendi,4,es ESP,RM,32-059,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Martín Zubimendi,3,es ESP,"DM,CM",23-093,90,6,4,2,4,0,2,3,66.7,1,2,1,1,2,8,0,1,35,2021-2022
Diego Rico,15,es ESP,LB,29-072,90,5,0,3,2,0,1,5,20.0,4,3,1,2,1,6,3,0,35,2021-2022
Robin Le Normand,24,es ESP,CB,25-176,90,7,4,7,0,0,5,5,100.0,0,1,1,0,0,7,3,0,35,2021-2022
Igor Zubeldia,5,es ESP,CB,25-037,90,2,1,0,2,0,2,4,50.0,2,2,1,1,1,3,0,0,35,2021-2022
Andoni Gorosabel,18,es ESP,RB,25-275,90,3,2,2,1,0,3,6,50.0,3,0,0,0,0,3,0,0,35,2021-2022
Álex Remiro,1,es ESP,GK,27-043,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,35,2021-2022
Vedat Muriqi,7,xk KVX,FW,28-013,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,35,2021-2022
Abdón Prats,9,es ESP,LW,29-151,52,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,35,2021-2022
   Lee Kang-in,19,kr KOR,LW,21-077,38,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Takefusa Kubo,17,jp JPN,RW,20-337,84,4,2,2,1,1,1,1,100.0,0,2,1,1,1,5,0,0,35,2021-2022
   Javier Llabrés,34,es ESP,RW,19-238,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Dani Rodríguez,14,es ESP,LM,33-335,67,1,0,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0,35,2021-2022
   Antonio Sánchez,10,es ESP,LM,25-126,23,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,35,2021-2022
Iddrisu Baba,12,gh GHA,CM,26-105,90,2,1,1,1,0,1,1,100.0,0,1,0,1,2,4,2,0,35,2021-2022
Salva Sevilla,8,es ESP,RM,38-050,67,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,35,2021-2022
   Ángel Rodríguez,22,es ESP,RM,35-011,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Jaume Costa,18,es ESP,LB,34-050,84,3,1,1,1,1,0,0,,0,3,2,1,1,4,6,0,35,2021-2022
   Brian Oliván,3,es ESP,LB,28-036,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Antonio Raillo,21,es ESP,CB,30-211,90,1,0,0,0,1,1,1,100.0,0,2,1,1,0,1,4,0,35,2021-2022
Martin Valjent,24,sk SVK,CB,26-147,90,3,1,2,1,0,1,1,100.0,0,0,0,0,1,4,2,0,35,2021-2022
Pablo Maffeo,15,es ESP,RB,24-299,90,1,0,0,1,0,0,0,,0,0,0,0,2,3,0,0,35,2021-2022
Sergio Rico,25,es ESP,GK,28-248,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Luis Javier Suárez,9,co COL,FW,24-156,50,3,2,0,3,0,1,1,100.0,0,0,0,0,0,3,1,0,35,2021-2022
   Jorge Molina,23,es ESP,FW,40-015,40,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Darwin Machís,11,ve VEN,LW,29-089,61,1,1,0,1,0,1,3,33.3,2,0,0,0,2,3,0,0,35,2021-2022
   Myrto Uzuni,24,al ALB,"FW,LW",26-341,29,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,35,2021-2022
Antonio Puertas,10,es ESP,RW,30-075,75,4,3,2,2,0,1,2,50.0,1,0,0,0,0,4,6,0,35,2021-2022
   Germán Sánchez,6,es ESP,CB,35-146,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Álex Collado,35,es ESP,AM,23-015,61,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0,35,2021-2022
   Maxime Gonalons,4,fr FRA,"CM,AM",33-058,29,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,35,2021-2022
Luis Milla,5,es ESP,"DM,CM",27-212,90,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,35,2021-2022
Njegoš Petrović,18,rs SRB,"DM,CM",22-293,90,3,0,0,3,0,2,2,100.0,0,1,0,1,1,4,3,0,35,2021-2022
Sergio Escudero,3,es ESP,LB,32-247,76,3,2,2,1,0,1,1,100.0,0,3,1,2,2,5,4,0,35,2021-2022
   Santiago Arias,2,co COL,RB,30-114,14,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,2,0,35,2021-2022
Domingos Duarte,22,pt POR,CB,27-058,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,8,0,35,2021-2022
Víctor Díaz,16,es ESP,CB,33-329,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,35,2021-2022
Quini,17,es ESP,"RB,LB",32-225,90,6,3,4,2,0,5,6,83.3,1,0,0,0,1,7,3,0,35,2021-2022
Luís Maximiano,1,pt POR,GK,23-122,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,35,2021-2022
Raúl García,22,es ESP,FW,35-300,63,3,2,1,1,1,1,4,25.0,3,0,0,0,0,3,2,0,35,2021-2022
   Asier Villalibre,20,es ESP,FW,24-219,27,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,35,2021-2022
Iñaki Williams,9,gh GHA,FW,27-326,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,35,2021-2022
Iker Muniain,10,es ESP,LM,29-139,90,1,1,0,1,0,0,3,0.0,3,2,0,2,0,1,1,0,35,2021-2022
Mikel Vesga,6,es ESP,CM,28-351,80,4,2,2,2,0,0,0,,0,0,0,0,1,5,1,0,35,2021-2022
   Oier Zarraga,19,es ESP,CM,23-123,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,2021-2022
Dani García,14,es ESP,CM,31-348,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,35,2021-2022
   Unai Vencedor Paris,16,es ESP,CM,21-173,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,35,2021-2022
Nico Williams,30,es ESP,RM,19-299,64,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,35,2021-2022
   Álex Berenguer,7,es ESP,RM,26-307,26,2,2,2,0,0,1,2,50.0,1,1,0,1,0,2,0,0,35,2021-2022
Yuri Berchiche,17,es ESP,LB,32-086,90,1,0,0,0,1,0,0,,0,3,0,3,2,3,1,0,35,2021-2022
Iñigo Martínez,4,es ESP,CB,30-355,90,0,0,0,0,0,0,0,,0,1,1,0,2,2,6,0,35,2021-2022
Yeray Álvarez,5,es ESP,CB,27-103,90,1,0,1,0,0,0,1,0.0,1,0,0,0,3,4,6,0,35,2021-2022
