Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Stole Dimitrievski,mk MKD,27-296,90,3,1,2,66.7,0.9,4,13,30.8,18,7,44.4,38.1,6,83.3,64.2,10,2,20.0,0,12.0,9,2021-2022
Kiko Casilla,es ESP,35-015,90,4,2,2,50.0,1.1,5,21,23.8,30,7,60.0,45.2,9,33.3,33.7,27,1,3.7,2,16.8,9,2021-2022
Matías Dituro,ar ARG,34-162,90,2,1,1,50.0,1.3,9,19,47.4,31,4,54.8,37.4,6,33.3,32.3,6,0,0.0,1,23.0,9,2021-2022
Yassine Bounou,ma MAR,30-195,90,3,0,3,100.0,0.1,11,23,47.8,41,4,39.0,34.5,11,63.6,48.4,20,3,15.0,2,10.5,9,2021-2022
Gerónimo Rulli,ar ARG,29-150,90,2,2,0,0.0,0.8,1,3,33.3,31,6,9.7,22.9,2,0.0,19.0,16,0,0.0,3,15.6,9,2021-2022
Sergio Herrera,es ESP,28-134,90,6,1,5,83.3,0.9,10,31,32.3,25,0,88.0,57.8,10,90.0,58.6,16,0,0.0,5,25.7,9,2021-2022
Marc-André ter Stegen,de GER,29-170,90,3,1,2,66.7,0.5,1,5,20.0,29,4,13.8,23.6,7,14.3,21.4,12,0,0.0,0,2.5,9,2021-2022
Jasper Cillessen,nl NED,32-178,90,5,3,2,60.0,3.3,11,20,55.0,26,4,61.5,41.8,7,57.1,47.4,15,1,6.7,0,8.8,9,2021-2022
Fernando Pacheco,es ESP,29-153,90,4,1,3,75.0,0.8,16,18,88.9,18,2,66.7,42.4,7,85.7,56.0,13,0,0.0,1,14.7,9,2021-2022
Rui Silva,pt POR,27-253,90,2,0,2,100.0,0.3,1,6,16.7,27,7,18.5,26.7,6,16.7,23.2,18,3,16.7,4,20.3,9,2021-2022
Diego López,es ESP,39-349,90,2,0,2,100.0,0.4,6,7,85.7,25,11,12.0,23.3,11,36.4,28.1,35,0,0.0,0,10.0,9,2021-2022
Jeremías Ledesma,ar ARG,28-247,90,6,2,4,66.7,1.9,8,14,57.1,17,0,52.9,38.5,6,83.3,59.5,17,0,0.0,1,18.5,9,2021-2022
Sergio Herrera,es ESP,28-139,90,4,1,3,75.0,0.7,11,23,47.8,20,0,75.0,48.1,8,100.0,68.6,14,2,14.3,3,18.6,10,2021-2022
Luís Maximiano,pt POR,22-290,90,5,1,4,80.0,1.4,5,13,38.5,26,8,34.6,30.8,7,57.1,39.1,17,0,0.0,0,12.0,10,2021-2022
Jasper Cillessen,nl NED,32-184,90,4,2,3,50.0,1.5,2,3,66.7,35,7,5.7,22.5,7,14.3,24.3,2,0,0.0,7,29.2,10,2021-2022
Manolo Reina,es ESP,36-205,90,5,2,3,60.0,1.7,13,31,41.9,24,0,83.3,52.7,11,100.0,65.7,27,2,7.4,0,6.0,10,2021-2022
Jeremías Ledesma,ar ARG,28-252,90,4,2,2,75.0,1.3,6,16,37.5,38,10,42.1,35.2,6,0.0,27.8,7,0,0.0,0,14.0,10,2021-2022
Fernando Pacheco,es ESP,29-158,90,3,0,3,100.0,0.4,14,25,56.0,24,2,66.7,47.2,12,75.0,50.3,41,0,0.0,0,4.3,10,2021-2022
Kiko Casilla,es ESP,35-021,90,7,2,5,71.4,1.9,0,3,0.0,21,7,4.8,23.1,13,15.4,26.0,16,0,0.0,4,21.2,10,2021-2022
Diego López,es ESP,39-354,90,7,2,5,71.4,1.4,5,9,55.6,25,4,32.0,35.0,4,25.0,30.5,19,0,0.0,2,26.3,10,2021-2022
