player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Sergi Guardiola,16,es ESP,FW,30-141,61,9,12,75.0,122,20,5,7,71.4,3,4,75.0,0,0,,0,0.0,0.0,0,1,0,0,1,9,2021-2022
   Randy Ntekja,9,fr FRA,FW,23-315,29,6,9,66.7,74,8,5,6,83.3,1,2,50.0,0,1,0.0,0,0.0,0.0,1,1,0,0,0,9,2021-2022
Óscar Trejo,8,ar ARG,FW,33-174,72,31,41,75.6,499,168,19,21,90.5,9,12,75.0,2,6,33.3,1,0.1,0.0,2,5,2,0,9,9,2021-2022
   Unai López,12,es ESP,FW,25-352,18,1,5,20.0,35,33,0,0,,0,2,0.0,1,3,33.3,0,0.1,0.1,1,0,0,0,0,9,2021-2022
Álvaro García,18,es ESP,LM,28-355,90,22,38,57.9,381,121,8,11,72.7,13,19,68.4,1,5,20.0,0,0.1,0.3,1,0,5,3,4,9,2021-2022
Santi Comesaña,6,es ESP,CM,25-012,83,45,61,73.8,910,428,15,22,68.2,23,28,82.1,7,9,77.8,1,0.2,0.2,2,10,2,2,15,9,2021-2022
   Pathé Ciss,21,sn SEN,CM,27-215,7,4,6,66.7,55,30,1,1,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,1,9,2021-2022
Óscar Valentín,23,es ESP,CM,27-058,90,29,35,82.9,492,197,14,15,93.3,14,15,93.3,1,3,33.3,0,0.0,0.0,1,4,0,0,4,9,2021-2022
Isaac Palazón Camacho,7,es ESP,RM,26-294,90,17,31,54.8,319,109,6,11,54.5,8,13,61.5,2,4,50.0,0,0.7,0.6,1,4,0,0,5,9,2021-2022
Fran Garcia,33,es ESP,"LB,RB",22-064,90,40,52,76.9,684,140,18,21,85.7,20,26,76.9,2,4,50.0,0,0.0,0.0,1,0,1,0,4,9,2021-2022
Catena,5,es ESP,CB,26-354,90,41,50,82.0,908,479,11,14,78.6,23,23,100.0,7,12,58.3,0,0.0,0.0,0,3,0,0,1,9,2021-2022
Esteban Saveljich,24,me MNE,CB,30-150,82,19,23,82.6,343,45,5,5,100.0,13,15,86.7,1,3,33.3,0,0.0,0.0,0,0,0,0,0,9,2021-2022
   Nikola Maraš,2,rs SRB,CB,25-302,8,1,4,25.0,11,10,1,2,50.0,0,0,,0,2,0.0,0,0.0,0.0,0,0,0,0,0,9,2021-2022
Mario Hernández,32,es ESP,RB,22-265,73,23,35,65.7,427,177,9,13,69.2,12,16,75.0,2,6,33.3,0,0.0,0.1,0,1,2,1,5,9,2021-2022
   Kévin Rodrigues,19,pt POR,LB,27-226,17,1,3,33.3,11,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,9,2021-2022
Stole Dimitrievski,13,mk MKD,GK,27-296,90,15,24,62.5,404,321,4,4,100.0,6,6,100.0,5,14,35.7,0,0.0,0.0,0,0,0,0,0,9,2021-2022
Darío Benedetto,18,ar ARG,FW,31-153,64,8,11,72.7,109,8,5,5,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,9,2021-2022
   Raúl Guti,8,es ESP,CM,24-291,26,13,15,86.7,236,43,6,6,100.0,4,4,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,3,9,2021-2022
Lucas Boyé,9,ar ARG,FW,25-231,90,12,17,70.6,224,45,6,7,85.7,3,4,75.0,3,4,75.0,0,0.0,0.0,0,0,1,0,2,9,2021-2022
Fidel,16,es ESP,LM,31-355,78,22,31,71.0,366,164,10,13,76.9,11,14,78.6,1,3,33.3,0,0.0,0.3,1,2,0,0,4,9,2021-2022
   Guido Carrillo,7,ar ARG,FW,30-145,12,1,3,33.3,14,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,9,2021-2022
Gerard Gumbau,2,es ESP,CM,26-303,64,25,30,83.3,470,154,9,10,90.0,10,12,83.3,5,6,83.3,0,0.0,0.0,0,2,0,0,4,9,2021-2022
   Josan,17,es ESP,RM,31-318,26,6,9,66.7,94,32,3,4,75.0,3,4,75.0,0,0,,0,0.2,0.1,1,0,1,1,0,9,2021-2022
Omar Mascarell,21,es ESP,CM,28-257,90,34,41,82.9,595,164,14,16,87.5,15,17,88.2,3,6,50.0,0,0.1,0.1,2,2,1,0,3,9,2021-2022
Pablo Piatti,20,ar ARG,RM,32-200,64,11,17,64.7,176,19,5,7,71.4,4,6,66.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0,9,2021-2022
   Lucas Pérez,12,es ESP,"LM,FW",33-037,26,6,9,66.7,87,38,4,4,100.0,1,2,50.0,1,3,33.3,0,0.1,0.1,2,1,0,0,0,9,2021-2022
Josema,24,es ESP,LB,25-133,77,29,45,64.4,519,239,13,16,81.3,11,17,64.7,4,7,57.1,0,0.0,0.0,0,3,0,0,1,9,2021-2022
   Johan Mojica,22,co COL,LB,29-057,13,7,15,46.7,203,107,2,4,50.0,2,3,66.7,3,7,42.9,0,0.0,0.0,0,1,0,0,0,9,2021-2022
Pedro Bigas,6,es ESP,CB,31-032,90,35,42,83.3,746,387,10,10,100.0,19,22,86.4,6,9,66.7,0,0.0,0.0,0,1,0,0,0,9,2021-2022
Gonzalo Verdú,5,es ESP,CB,32-361,90,26,34,76.5,579,302,7,9,77.8,12,13,92.3,6,10,60.0,0,0.0,0.0,0,2,0,0,2,9,2021-2022
Helibelton Palacios,14,co COL,RB,28-128,90,17,31,54.8,364,229,4,7,57.1,11,18,61.1,2,5,40.0,0,0.0,0.0,0,3,0,0,5,9,2021-2022
Kiko Casilla,1,es ESP,GK,35-015,90,22,39,56.4,670,450,3,3,100.0,10,10,100.0,9,26,34.6,0,0.0,0.0,0,0,0,0,0,9,2021-2022
Santi Mina,22,es ESP,"FW,RM",25-314,90,11,18,61.1,170,34,6,12,50.0,3,3,100.0,2,2,100.0,0,0.0,0.0,1,1,0,0,1,9,2021-2022
Iago Aspas,10,es ESP,FW,34-077,90,20,31,64.5,370,109,10,13,76.9,6,11,54.5,4,5,80.0,0,0.8,0.2,6,1,2,1,4,9,2021-2022
Nolito,9,es ESP,LM,35-002,72,19,25,76.0,380,139,7,8,87.5,10,13,76.9,2,3,66.7,0,0.0,0.0,0,2,1,0,5,9,2021-2022
   Franco Cervi,11,ar ARG,LM,27-144,18,2,3,66.7,35,15,0,1,0.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,9,2021-2022
Denis Suárez,6,es ESP,"CM,DM",27-284,90,40,53,75.5,774,155,13,15,86.7,22,23,95.7,4,10,40.0,0,0.0,0.0,0,8,0,0,7,9,2021-2022
Brais Méndez,23,es ESP,"RM,CM",24-283,90,19,30,63.3,276,48,11,14,78.6,7,8,87.5,0,2,0.0,0,0.0,0.0,0,1,1,0,4,9,2021-2022
