player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Arnaut Danjuma,15,nl NED,FW,24-300,90,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,,15,2021-2022
Manu Trigueros,14,es ESP,FW,30-041,83,0,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0.0,15,2021-2022
   Dani Raba,17,es ESP,FW,26-029,7,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,,15,2021-2022
Moi Gómez,23,es ESP,LM,27-157,90,0,0,0,1,2,1,0,0,0,0,0,0,8,0,1,0.0,15,2021-2022
Daniel Parejo,5,es ESP,CM,32-225,90,0,0,0,1,1,0,3,1,2,0,0,0,9,0,0,,15,2021-2022
Étienne Capoue,6,fr FRA,CM,33-139,90,0,0,0,1,3,0,1,4,1,0,0,0,3,0,0,,15,2021-2022
Yeremi Pino,21,es ESP,RM,19-038,64,1,0,0,5,2,0,0,0,0,0,0,0,6,1,1,50.0,15,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-189,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,15,2021-2022
Alfonso Pedraza,24,es ESP,LB,25-232,64,0,0,0,2,1,1,4,1,0,0,0,0,4,1,0,100.0,15,2021-2022
   Pervis Estupiñán,12,ec ECU,LB,23-310,26,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,,15,2021-2022
Pau Torres,4,es ESP,CB,24-315,90,0,0,0,0,0,0,0,1,1,0,0,0,5,0,1,0.0,15,2021-2022
Raúl Albiol,3,es ESP,CB,36-084,90,0,0,0,1,0,0,0,3,1,0,0,0,6,1,0,100.0,15,2021-2022
Juan Foyth,8,ar ARG,RB,23-319,90,0,0,0,4,2,0,2,3,0,0,1,0,6,0,0,,15,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-191,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,15,2021-2022
Memphis,9,nl NED,FW,27-287,90,0,0,0,1,1,2,3,0,0,0,0,0,2,0,1,0.0,15,2021-2022
Gavi,30,es ESP,LW,17-114,90,0,0,0,2,2,0,2,1,1,0,0,0,2,0,0,,15,2021-2022
Abdessamad Ezzalzouli,33,ma MAR,RW,19-345,65,0,0,0,2,1,0,2,3,1,0,0,0,3,0,1,0.0,15,2021-2022
   Ousmane Dembélé,7,fr FRA,RW,24-196,25,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,,15,2021-2022
Nicolás González,28,es ESP,LM,19-328,79,0,0,0,2,3,0,0,0,1,0,0,0,3,0,0,,15,2021-2022
   Philippe Coutinho,14,br BRA,LM,29-168,11,0,0,0,1,3,0,0,2,1,1,0,0,2,0,0,,15,2021-2022
Sergio Busquets,5,es ESP,CM,33-134,90,0,0,0,2,2,0,0,0,0,0,0,0,8,1,0,100.0,15,2021-2022
Frenkie de Jong,21,nl NED,RM,24-199,90,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,50.0,15,2021-2022
Jordi Alba,18,es ESP,LB,32-251,70,1,0,0,1,2,1,2,2,0,0,0,0,8,1,1,50.0,15,2021-2022
   Óscar Mingueza,22,es ESP,LB,22-198,20,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,50.0,15,2021-2022
Gerard Piqué,3,es ESP,CB,34-298,90,1,0,0,1,1,0,0,3,0,0,0,0,7,1,0,100.0,15,2021-2022
Ronald Araújo,4,uy URU,CB,22-265,90,0,0,0,0,1,0,0,2,3,0,0,0,7,0,0,,15,2021-2022
Eric García,24,es ESP,RB,20-322,90,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,,15,2021-2022
Marc-André ter Stegen,1,de GER,GK,29-211,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,15,2021-2022
Willian José,12,br BRA,FW,30-005,90,0,0,0,0,3,2,0,0,0,0,0,0,4,0,2,0.0,15,2021-2022
Juanmi,7,es ESP,LW,28-192,87,0,0,0,4,0,0,0,0,1,0,0,0,5,1,0,100.0,15,2021-2022
   William Carvalho,14,pt POR,DM,29-235,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,15,2021-2022
