Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Jeremías Ledesma,ar ARG,29-055,90,2,2,0,50.0,1.3,6,20,30.0,19,2,68.4,51.6,8,87.5,65.6,13,1,7.7,1,22.5,31,2021-2022
Claudio Bravo,cl CHI,38-361,90,3,1,2,66.7,1.4,3,8,37.5,10,1,30.0,27.1,6,83.3,57.7,22,0,0.0,1,10.3,31,2021-2022
Sergio Rico,es ESP,28-220,90,1,0,1,100.0,0.1,13,22,59.1,22,0,81.8,51.6,4,100.0,58.5,14,0,0.0,0,14.7,31,2021-2022
Jan Oblak,si SVN,29-092,90,3,1,2,100.0,1.4,2,7,28.6,21,7,23.8,29.6,9,22.2,29.0,6,0,0.0,2,21.0,31,2021-2022
Sergio Asenjo,es ESP,32-285,90,6,1,5,83.3,1.7,3,13,23.1,43,8,27.9,31.0,4,25.0,34.0,18,0,0.0,1,17.0,31,2021-2022
Unai Simón,es ESP,24-302,90,5,1,4,80.0,1.3,0,14,0.0,25,7,40.0,38.8,7,57.1,45.7,11,2,18.2,0,8.6,31,2021-2022
Thibaut Courtois,be BEL,29-333,90,0,0,0,,0.0,1,4,25.0,20,2,10.0,27.5,3,66.7,55.3,6,0,0.0,2,20.8,31,2021-2022
David Soria,es ESP,29-005,90,8,2,6,75.0,1.7,14,30,46.7,28,5,64.3,41.6,14,85.7,56.3,20,2,10.0,0,10.0,31,2021-2022
Sergio Herrera,es ESP,28-309,90,2,0,2,100.0,0.1,8,23,34.8,28,6,53.6,44.9,9,88.9,58.4,7,0,0.0,4,23.3,31,2021-2022
Fernando Pacheco,es ESP,29-327,90,4,1,2,75.0,2.5,11,39,28.2,29,1,89.7,57.9,13,100.0,64.9,23,3,13.0,1,11.8,31,2021-2022
Diego López,es ESP,40-158,90,5,0,5,100.0,0.6,4,11,36.4,27,5,40.7,37.7,1,0.0,24.0,13,2,15.4,2,15.6,31,2021-2022
Matías Dituro,ar ARG,34-337,90,2,1,1,50.0,0.6,3,10,30.0,27,4,14.8,28.5,10,60.0,51.2,11,0,0.0,0,13.8,31,2021-2022
Édgar Badía,es ESP,30-057,90,6,2,4,66.7,1.2,2,11,18.2,21,1,33.3,35.8,9,44.4,37.4,13,0,0.0,1,25.0,31,2021-2022
Álex Remiro,es ESP,27-017,90,1,1,0,0.0,0.9,5,18,27.8,26,2,50.0,39.9,6,83.3,54.0,16,1,6.3,0,5.0,31,2021-2022
Cárdenas,es ESP,25-013,90,7,3,4,57.1,1.9,5,13,38.5,23,5,47.8,35.1,6,33.3,30.2,14,0,0.0,0,17.0,31,2021-2022
Marc-André ter Stegen,de GER,29-345,90,5,2,2,100.0,3.7,7,12,58.3,32,6,28.1,31.1,4,75.0,48.0,8,1,12.5,3,23.3,31,2021-2022
Stole Dimitrievski,mk MKD,28-107,90,2,1,1,50.0,0.8,4,15,26.7,22,5,54.5,38.5,5,60.0,50.0,8,0,0.0,0,12.5,31,2021-2022
Giorgi Mamardashvili,ge GEO,21-194,90,4,1,3,75.0,1.5,8,22,36.4,19,3,63.2,46.5,11,90.9,62.1,16,1,6.3,0,10.8,31,2021-2022
Álex Remiro,es ESP,27-022,90,2,0,2,100.0,0.2,3,3,100.0,19,3,10.5,25.9,9,11.1,24.6,5,0,0.0,0,,32,2021-2022
Claudio Bravo,cl CHI,39-002,90,2,0,2,100.0,0.6,10,24,41.7,24,2,70.8,44.2,9,77.8,48.3,23,1,4.3,0,8.6,32,2021-2022
