Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Arnaut Danjuma,15,nl NED,FW,24-300,90,0,1,0,0,4,1,0,0,25,0,0,0,0.4,0.4,0.2,1,0,13,18,72.2,2,24,3,3,1,15,2021-2022
Manu Trigueros,14,es ESP,FW,30-041,83,0,0,0,0,3,0,0,0,38,2,0,1,0.2,0.2,0.0,4,1,20,26,76.9,8,25,1,0,0,15,2021-2022
   Dani Raba,17,es ESP,FW,26-029,7,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,3,0,0,0,15,2021-2022
Moi Gómez,23,es ESP,LM,27-157,90,0,0,0,0,2,0,0,0,32,0,0,0,0.1,0.1,0.0,2,0,22,29,75.9,1,21,1,2,2,15,2021-2022
Daniel Parejo,5,es ESP,CM,32-225,90,0,0,0,0,0,0,0,0,65,2,1,1,0.0,0.0,0.3,8,0,46,56,82.1,7,34,1,1,1,15,2021-2022
Étienne Capoue,6,fr FRA,CM,33-139,90,0,0,0,0,0,0,0,0,53,1,4,2,0.0,0.0,0.0,3,0,38,43,88.4,5,31,1,1,0,15,2021-2022
Yeremi Pino,21,es ESP,RM,19-038,64,0,0,0,0,1,0,1,0,22,0,0,2,0.0,0.0,0.1,1,0,8,12,66.7,0,15,1,0,0,15,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-189,26,1,0,0,0,1,1,0,0,20,0,0,0,0.2,0.2,0.1,1,0,7,11,63.6,3,12,2,2,0,15,2021-2022
Alfonso Pedraza,24,es ESP,LB,25-232,64,0,0,0,0,1,0,0,0,33,1,1,0,0.0,0.0,0.0,0,0,16,23,69.6,4,16,3,1,0,15,2021-2022
   Pervis Estupiñán,12,ec ECU,LB,23-310,26,0,0,0,0,1,0,0,0,19,1,1,0,0.0,0.0,0.0,0,0,9,11,81.8,1,6,1,1,0,15,2021-2022
Pau Torres,4,es ESP,CB,24-315,90,0,0,0,0,1,0,0,0,57,1,1,0,0.1,0.1,0.3,3,0,50,54,92.6,8,38,2,0,0,15,2021-2022
Raúl Albiol,3,es ESP,CB,36-084,90,0,0,0,0,0,0,0,0,66,1,3,0,0.0,0.0,0.0,0,0,49,59,83.1,5,46,1,0,0,15,2021-2022
Juan Foyth,8,ar ARG,RB,23-319,90,0,0,0,0,0,0,0,0,53,0,3,1,0.0,0.0,0.0,0,0,35,45,77.8,2,25,1,0,0,15,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-191,90,0,0,0,0,0,0,0,0,58,0,0,0,0.0,0.0,0.0,1,0,43,54,79.6,0,29,0,0,0,15,2021-2022
Arnaut Danjuma,15,nl NED,FW,24-300,90,0,1,0,0,4,1,0,0,25,0,0,0,0.4,0.4,0.2,1,0,13,18,72.2,2,24,3,3,1,15,2021-2022
Manu Trigueros,14,es ESP,FW,30-041,83,0,0,0,0,3,0,0,0,38,2,0,1,0.2,0.2,0.0,4,1,20,26,76.9,8,25,1,0,0,15,2021-2022
   Dani Raba,17,es ESP,FW,26-029,7,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,3,0,0,0,15,2021-2022
Moi Gómez,23,es ESP,LM,27-157,90,0,0,0,0,2,0,0,0,32,0,0,0,0.1,0.1,0.0,2,0,22,29,75.9,1,21,1,2,2,15,2021-2022
Daniel Parejo,5,es ESP,CM,32-225,90,0,0,0,0,0,0,0,0,65,2,1,1,0.0,0.0,0.3,8,0,46,56,82.1,7,34,1,1,1,15,2021-2022
Étienne Capoue,6,fr FRA,CM,33-139,90,0,0,0,0,0,0,0,0,53,1,4,2,0.0,0.0,0.0,3,0,38,43,88.4,5,31,1,1,0,15,2021-2022
Yeremi Pino,21,es ESP,RM,19-038,64,0,0,0,0,1,0,1,0,22,0,0,2,0.0,0.0,0.1,1,0,8,12,66.7,0,15,1,0,0,15,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-189,26,1,0,0,0,1,1,0,0,20,0,0,0,0.2,0.2,0.1,1,0,7,11,63.6,3,12,2,2,0,15,2021-2022
Alfonso Pedraza,24,es ESP,LB,25-232,64,0,0,0,0,1,0,0,0,33,1,1,0,0.0,0.0,0.0,0,0,16,23,69.6,4,16,3,1,0,15,2021-2022
   Pervis Estupiñán,12,ec ECU,LB,23-310,26,0,0,0,0,1,0,0,0,19,1,1,0,0.0,0.0,0.0,0,0,9,11,81.8,1,6,1,1,0,15,2021-2022
Pau Torres,4,es ESP,CB,24-315,90,0,0,0,0,1,0,0,0,57,1,1,0,0.1,0.1,0.3,3,0,50,54,92.6,8,38,2,0,0,15,2021-2022
Raúl Albiol,3,es ESP,CB,36-084,90,0,0,0,0,0,0,0,0,66,1,3,0,0.0,0.0,0.0,0,0,49,59,83.1,5,46,1,0,0,15,2021-2022
Juan Foyth,8,ar ARG,RB,23-319,90,0,0,0,0,0,0,0,0,53,0,3,1,0.0,0.0,0.0,0,0,35,45,77.8,2,25,1,0,0,15,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-191,90,0,0,0,0,0,0,0,0,58,0,0,0,0.0,0.0,0.0,1,0,43,54,79.6,0,29,0,0,0,15,2021-2022
