Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Thibaut Courtois,be BEL,30-009,90,2,0,2,100.0,0.1,1,1,100.0,29,11,3.4,22.4,8,0.0,16.6,14,1,7.1,0,5.0,38,2021-2022
Rui Silva,pt POR,28-102,90,3,0,3,100.0,0.1,9,20,45.0,28,5,35.7,34.6,16,62.5,42.9,11,2,18.2,2,13.7,38,2021-2022
Luca Zidane,fr FRA,24-007,90,6,4,2,33.3,3.1,4,13,30.8,23,4,30.4,33.1,7,85.7,59.4,7,0,0.0,3,18.3,38,2021-2022
Cárdenas,es ESP,25-053,90,8,2,6,87.5,3.3,4,16,25.0,23,0,39.1,39.9,13,53.8,50.3,20,0,0.0,0,,38,2021-2022
Jaume Doménech,es ESP,31-197,90,3,0,3,100.0,1.3,7,14,50.0,17,1,58.8,46.6,4,100.0,68.0,16,0,0.0,0,7.0,38,2021-2022
Matías Dituro,ar ARG,35-013,90,3,2,2,33.3,1.2,9,28,32.1,38,5,60.5,44.3,5,100.0,65.4,16,2,12.5,0,10.0,38,2021-2022
Kiko Casilla,es ESP,35-232,90,2,1,1,50.0,1.2,4,8,50.0,23,4,21.7,27.6,6,50.0,39.2,9,0,0.0,2,17.5,38,2021-2022
David Soria,es ESP,29-048,90,9,3,6,66.7,3.5,4,19,21.1,22,8,45.5,42.3,10,90.0,58.4,22,0,0.0,0,13.0,38,2021-2022
Sergio Herrera,es ESP,28-351,90,6,2,4,66.7,2.5,0,4,0.0,8,2,37.5,37.4,5,20.0,33.2,15,1,6.7,2,17.3,38,2021-2022
Manolo Reina,es ESP,37-051,90,1,0,1,100.0,0.6,15,25,60.0,19,1,84.2,53.5,10,90.0,61.8,28,1,3.6,0,11.0,38,2021-2022
Luís Maximiano,pt POR,23-137,90,5,0,5,100.0,0.3,12,25,48.0,20,5,80.0,55.3,9,100.0,67.2,6,0,0.0,0,13.0,38,2021-2022
Diego López,es ESP,40-200,90,5,0,5,100.0,0.7,6,14,42.9,34,10,23.5,27.7,10,60.0,46.7,18,2,11.1,0,7.0,38,2021-2022
Antonio Sivera,es ESP,25-284,90,6,1,5,83.3,2.6,7,17,41.2,23,5,43.5,36.9,12,58.3,49.1,17,0,0.0,3,18.6,38,2021-2022
Jeremías Ledesma,ar ARG,29-098,90,2,0,2,100.0,0.5,5,17,29.4,21,2,57.1,43.0,8,62.5,50.6,13,1,7.7,0,9.6,38,2021-2022
Marc-André ter Stegen,de GER,30-022,90,3,2,1,33.3,0.3,1,1,100.0,25,8,4.0,21.2,2,0.0,14.5,5,1,20.0,3,23.5,38,2021-2022
Gerónimo Rulli,ar ARG,30-002,90,3,0,3,100.0,0.5,9,18,50.0,33,3,36.4,39.8,9,66.7,54.0,30,1,3.3,0,10.0,38,2021-2022
Marko Dmitrović,rs SRB,30-118,90,1,0,1,100.0,0.1,9,15,60.0,41,4,34.1,36.6,9,11.1,23.1,12,1,8.3,1,14.0,38,2021-2022
Unai Simón,es ESP,24-345,90,3,1,2,66.7,0.9,6,12,50.0,17,8,29.4,31.8,11,63.6,49.5,22,2,9.1,2,13.0,38,2021-2022
Álex Remiro,es ESP,27-059,90,5,2,3,60.0,1.8,2,4,50.0,35,4,11.4,26.0,1,0.0,17.0,9,3,33.3,3,17.0,38,2021-2022
Jan Oblak,si SVN,29-135,90,3,1,2,66.7,0.7,7,30,23.3,25,2,84.0,48.2,9,100.0,57.8,7,0,0.0,0,,38,2021-2022
