player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Kiké,18,es ESP,FW,32-100,70,16,16,0,0,0,0,1,0,0,0,0,0,10,0,1,27,2021-2022
   Ante Budimir,17,hr CRO,FW,30-226,20,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,27,2021-2022
Ezequiel Ávila,9,ar ARG,FW,28-027,80,11,11,0,0,0,0,4,0,0,0,0,0,5,0,0,27,2021-2022
   Aridane Hernández,23,es ESP,CB,32-347,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2021-2022
Rubén García,14,es ESP,"LM,CM",28-234,88,33,28,5,1,0,0,6,0,3,1,2,0,18,0,2,27,2021-2022
   Oier Sanjurjo,6,es ESP,CM,35-284,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,27,2021-2022
Jon Moncayola,7,es ESP,"CM,RM",23-296,90,39,33,5,2,0,1,4,0,3,1,2,0,24,1,0,27,2021-2022
Lucas Torró,24,es ESP,CM,27-229,90,16,16,0,0,0,1,0,0,0,0,0,0,12,0,0,27,2021-2022
Javi Martínez,28,es ESP,RM,22-073,70,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0,27,2021-2022
   Darko Brašanac,8,rs SRB,"LM,RM",30-021,20,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,27,2021-2022
Manu Sánchez,39,es ESP,LB,21-193,90,33,23,10,0,0,0,1,10,0,0,0,0,20,0,0,27,2021-2022
Juan Cruz Armada,3,es ESP,CB,29-220,90,22,20,2,1,0,0,0,1,0,0,0,0,15,0,0,27,2021-2022
David García,5,es ESP,CB,28-019,90,20,20,0,0,0,0,0,0,0,0,0,0,14,0,0,27,2021-2022
Nacho Vidal,2,es ESP,RB,27-040,90,38,32,5,0,0,0,1,5,0,0,0,0,20,1,0,27,2021-2022
Sergio Herrera,1,es ESP,GK,28-273,90,29,13,16,5,0,0,0,0,0,0,0,0,16,0,0,27,2021-2022
Arnaut Danjuma,15,nl NED,FW,25-033,90,25,22,3,0,0,0,1,1,0,0,0,0,19,0,0,27,2021-2022
Giovani Lo Celso,17,ar ARG,FW,25-330,76,46,45,0,0,1,0,0,0,0,0,0,0,38,1,2,27,2021-2022
   Boulaye Dia,16,sn SEN,FW,25-109,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2021-2022
Alberto Moreno,18,es ESP,LM,29-243,57,28,25,2,0,0,0,5,0,2,1,0,0,20,1,0,27,2021-2022
   Moi Gómez,23,es ESP,LM,27-255,33,19,18,1,0,0,0,2,0,1,1,0,0,16,0,0,27,2021-2022
Étienne Capoue,6,fr FRA,CM,33-237,90,91,87,4,0,0,0,0,4,0,0,0,0,82,0,0,27,2021-2022
Daniel Parejo,5,es ESP,CM,32-323,83,75,66,8,4,0,1,3,0,4,2,1,0,62,1,0,27,2021-2022
   Francis Coquelin,19,fr FRA,CM,30-296,7,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,27,2021-2022
Yeremi Pino,21,es ESP,RM,19-136,76,22,22,0,0,0,0,0,0,0,0,0,0,19,0,1,27,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-287,14,8,8,0,0,0,0,1,0,0,0,0,0,5,0,2,27,2021-2022
Pervis Estupiñán,12,ec ECU,LB,24-043,90,83,77,6,2,0,1,11,4,0,0,0,0,61,0,1,27,2021-2022
Pau Torres,4,es ESP,CB,25-048,90,96,93,3,2,0,3,0,1,0,0,0,0,81,0,0,27,2021-2022
Raúl Albiol,3,es ESP,CB,36-182,90,103,100,3,3,0,0,0,0,0,0,0,0,91,0,1,27,2021-2022
Serge Aurier,25,ci CIV,RB,29-071,76,52,47,5,1,0,0,2,4,0,0,0,0,49,0,1,27,2021-2022
   Manu Trigueros,14,es ESP,RB,30-139,14,16,15,1,0,0,0,0,0,1,0,0,0,14,0,0,27,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-289,90,56,43,13,2,0,0,0,0,0,0,0,0,52,0,0,27,2021-2022
Raúl de Tomás,11,es ESP,FW,27-139,89,21,21,0,0,0,2,0,0,0,0,0,0,16,0,1,27,2021-2022
   Loren Morón,16,es ESP,FW,28-065,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2021-2022
Tonny Vilhena,19,nl NED,LW,27-061,59,22,20,1,0,0,0,2,0,1,0,1,0,15,1,0,27,2021-2022
   Nico Ribaudo,21,es ESP,LW,20-328,31,11,11,0,0,0,1,1,0,0,0,0,0,8,0,0,27,2021-2022
Javi Puado,9,es ESP,RW,23-284,88,38,38,0,0,0,0,0,0,0,0,0,0,33,0,0,27,2021-2022
   Wu Lei,7,cn CHN,RW,30-106,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,27,2021-2022
Sergi Darder,10,es ESP,AM,28-073,89,47,39,6,5,0,0,1,0,0,0,0,0,38,2,0,27,2021-2022
   Fran Mérida,8,es ESP,AM,32-001,1,3,3,0,0,1,0,0,0,0,0,0,0,2,0,0,27,2021-2022
Keidi Bare,20,al ALB,DM,24-189,90,55,52,2,2,0,1,0,0,0,0,0,0,49,1,1,27,2021-2022
Yangel Herrera,25,ve VEN,DM,24-050,90,50,48,1,1,0,0,1,0,0,0,0,0,32,1,1,27,2021-2022
Adrià Pedrosa,3,es ESP,LB,23-296,90,50,44,6,1,0,0,1,5,0,0,0,0,38,0,2,27,2021-2022
Leandro Cabrera,4,uy URU,CB,30-261,90,69,67,2,2,0,0,0,0,0,0,0,0,49,0,0,27,2021-2022
Fernando Calero,5,es ESP,CB,26-172,90,66,63,3,3,0,1,0,0,0,0,0,0,54,0,1,27,2021-2022
Óscar Gil,12,es ESP,RB,24-313,80,44,39,5,1,0,0,2,4,0,0,0,0,37,0,1,27,2021-2022
   Aleix Vidal,22,es ESP,RB,32-196,10,10,7,3,0,0,0,0,3,0,0,0,0,5,0,1,27,2021-2022
Diego López,13,es ESP,GK,40-122,90,34,26,8,1,0,0,0,0,0,0,0,0,20,0,0,27,2021-2022
Borja Mayoral,25,es ESP,FW,24-334,90,24,23,1,0,0,0,1,0,0,0,0,0,20,0,0,27,2021-2022
Enes Ünal,10,tr TUR,FW,24-299,90,16,14,2,0,0,0,0,0,0,0,0,0,11,0,1,27,2021-2022
Óscar Rodríguez Arnaiz,24,es ESP,CM,23-250,80,49,36,13,7,0,0,9,1,5,2,3,0,32,0,2,27,2021-2022
   Gonzalo Villar,6,es ESP,CM,23-347,10,7,6,1,1,1,0,0,0,0,0,0,0,6,0,0,27,2021-2022
Nemanja Maksimović,20,rs SRB,CM,27-038,90,37,37,0,0,0,0,0,0,0,0,0,0,34,0,0,27,2021-2022
Florentino Luís,5,pt POR,CM,22-198,68,38,37,0,0,0,0,0,0,0,0,0,0,30,1,0,27,2021-2022
   Sandro Ramírez,12,es ESP,CM,26-239,22,7,7,0,0,0,0,2,0,0,0,0,0,4,0,0,27,2021-2022
Mathías Olivera,17,uy URU,"WB,CB",24-125,90,42,29,13,1,0,0,2,12,0,0,0,0,32,0,0,27,2021-2022
Iglesias,21,es ESP,WB,23-245,90,46,32,14,0,0,0,7,14,0,0,0,0,23,0,2,27,2021-2022
Erick Cabaco,3,uy URU,CB,26-320,80,53,51,2,2,0,1,1,0,0,0,0,0,31,0,0,27,2021-2022
