Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Fernando Pacheco,es ESP,29-305,90,3,3,0,0.0,1.2,6,21,28.6,18,5,77.8,46.4,7,100.0,63.6,10,1,10.0,3,21.2,29,2021-2022
Luís Maximiano,pt POR,23-073,90,6,2,3,66.7,2.2,6,31,19.4,27,4,74.1,50.0,12,91.7,60.6,25,2,8.0,1,13.3,29,2021-2022
Édgar Badía,es ESP,30-035,90,3,1,2,66.7,0.7,8,17,47.1,20,4,50.0,38.0,11,63.6,46.1,11,1,9.1,2,17.6,29,2021-2022
Giorgi Mamardashvili,ge GEO,21-171,90,2,0,2,100.0,0.1,9,17,52.9,19,1,68.4,46.9,6,66.7,51.3,18,0,0.0,10,25.3,29,2021-2022
Sergio Herrera,es ESP,28-287,90,4,1,3,75.0,1.7,15,31,48.4,37,7,67.6,46.1,6,100.0,67.5,7,1,14.3,2,14.0,29,2021-2022
Cárdenas,es ESP,24-356,90,7,3,4,57.1,3.0,1,10,10.0,30,4,23.3,29.5,14,21.4,34.6,16,0,0.0,3,20.4,29,2021-2022
Stole Dimitrievski,mk MKD,28-084,90,3,1,2,66.7,1.1,3,12,25.0,17,2,35.3,28.4,8,75.0,51.5,11,2,18.2,1,12.3,29,2021-2022
Jan Oblak,si SVN,29-071,90,3,0,3,100.0,0.3,6,25,24.0,29,3,69.0,44.5,6,83.3,57.7,19,1,5.3,2,25.3,29,2021-2022
Diego López,es ESP,40-137,45,1,,1,,0.0,4,6,66.7,12,3,33.3,34.8,4,50.0,38.5,8,1,12.5,,11.8,29,2021-2022
Oier Olazábal,es ESP,32-187,45,3,0,3,100.0,0.5,1,13,7.7,11,1,72.7,51.5,5,100.0,59.8,15,0,0.0,0,,29,2021-2022
Sergio Rico,es ESP,28-200,90,3,1,2,66.7,1.4,4,10,40.0,14,2,42.9,36.0,5,80.0,50.6,15,0,0.0,1,24.0,29,2021-2022
Jeremías Ledesma,ar ARG,29-035,90,1,0,1,100.0,0.0,7,21,33.3,21,1,85.7,54.5,3,100.0,69.0,7,0,0.0,1,21.3,29,2021-2022
Sergio Asenjo,es ESP,32-265,90,7,1,6,85.7,1.5,3,11,27.3,27,8,29.6,29.2,14,21.4,27.2,14,1,7.1,5,15.2,29,2021-2022
Matías Dituro,ar ARG,34-316,90,1,0,1,100.0,0.0,12,23,52.2,42,8,50.0,37.1,6,33.3,36.0,8,2,25.0,0,14.3,29,2021-2022
Claudio Bravo,cl CHI,38-341,90,3,0,3,100.0,0.5,8,26,30.8,31,5,61.3,42.5,9,77.8,53.8,18,0,0.0,1,15.5,29,2021-2022
Marko Dmitrović,rs SRB,30-055,90,2,0,2,100.0,0.3,4,7,57.1,35,4,17.1,30.2,5,20.0,34.6,18,1,5.6,0,7.0,29,2021-2022
Álex Remiro,es ESP,26-361,90,0,0,0,,0.0,9,24,37.5,27,3,55.6,41.5,12,75.0,57.4,22,1,4.5,1,14.7,29,2021-2022
Thibaut Courtois,be BEL,29-313,90,10,4,6,60.0,3.2,1,6,16.7,28,3,21.4,31.5,3,0.0,31.7,4,0,0.0,0,,29,2021-2022
Marc-André ter Stegen,de GER,29-324,90,4,0,4,100.0,0.5,7,10,70.0,31,6,22.6,29.0,7,42.9,34.7,8,0,0.0,0,,29,2021-2022
David Soria,es ESP,28-363,90,1,0,1,100.0,0.1,6,16,37.5,23,8,43.5,38.8,8,75.0,50.3,5,0,0.0,2,24.7,30,2021-2022
Sergio Rico,es ESP,28-213,90,3,1,1,66.7,1.6,10,26,38.5,20,1,80.0,52.7,10,100.0,65.7,13,1,7.7,0,9.0,30,2021-2022
