player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Fernando Niño,26,es ESP,FW,20-307,85,33,0,0,15,18,6,33,2,1,50.0,1,50.0,16,86,50,3,1,1,2,0,27,7,3,2021-2022
   Abdón Prats,9,es ESP,FW,28-263,5,5,0,0,2,3,0,5,0,0,,0,,1,5,3,0,0,0,0,0,4,0,3,2021-2022
Jordi Mboula,7,es ESP,LW,22-164,60,11,0,1,5,5,2,11,2,1,50.0,1,50.0,9,59,27,2,0,1,0,2,10,3,3,2021-2022
   Amath,23,sn SEN,LW,25-042,30,10,2,4,6,1,0,10,2,1,50.0,1,50.0,5,33,22,2,2,0,2,1,5,2,3,2021-2022
Takefusa Kubo,17,jp JPN,RW,20-084,85,35,0,7,16,14,2,35,5,3,60.0,2,40.0,25,195,105,1,1,0,1,1,27,5,3,2021-2022
   Rodrigo Battaglia,16,ar ARG,RW,30-046,5,9,0,0,5,4,0,9,0,0,,0,,3,9,2,0,0,0,1,1,5,0,3,2021-2022
Dani Rodríguez,14,es ESP,AM,33-082,90,38,0,6,16,17,5,38,4,3,75.0,1,25.0,23,204,95,4,3,1,1,2,27,5,3,2021-2022
Salva Sevilla,8,es ESP,DM,37-162,67,46,0,7,30,9,0,46,1,1,100.0,0,0.0,27,192,103,2,1,0,1,0,30,0,3,2021-2022
   Iñigo Ruiz de Galarreta,4,es ESP,DM,28-021,23,21,1,4,11,6,0,21,1,1,100.0,0,0.0,12,59,21,1,1,0,0,1,16,0,3,2021-2022
Iddrisu Baba,12,gh GHA,DM,25-217,90,42,2,14,26,3,1,42,0,0,,0,,22,137,42,1,0,0,2,0,22,0,3,2021-2022
Brian Oliván,3,es ESP,LB,27-148,90,50,2,17,17,16,2,50,0,0,,0,,21,106,52,1,2,0,0,1,22,5,3,2021-2022
Franco Russo,5,ar ARG,CB,26-306,45,31,5,19,10,2,0,31,0,0,,0,,17,247,74,0,1,0,0,0,17,0,3,2021-2022
   Aleksandar Sedlar,20,rs SRB,CB,29-257,45,17,4,9,8,0,0,17,0,0,,0,,13,93,61,0,0,0,0,0,12,0,3,2021-2022
Martin Valjent,24,sk SVK,CB,25-259,90,55,11,31,23,2,1,55,0,0,,0,,31,273,179,1,0,0,0,0,36,0,3,2021-2022
Pablo Maffeo,15,es ESP,RB,24-046,90,48,0,14,22,12,1,48,2,0,0.0,2,100.0,25,141,61,2,3,0,0,2,26,3,3,2021-2022
Manolo Reina,1,es ESP,GK,36-148,90,30,30,30,0,0,0,30,0,0,,0,,13,116,77,0,0,0,0,0,9,0,3,2021-2022
Raúl de Tomás,11,es ESP,FW,26-314,90,18,0,0,6,12,2,18,0,0,,0,,12,56,8,0,0,0,3,1,12,6,3,2021-2022
Landry Dimata,18,be BEL,FW,23-360,74,16,1,2,7,7,2,16,1,1,100.0,0,0.0,13,42,11,0,0,0,2,2,16,6,3,2021-2022
   Loren Morón,16,es ESP,FW,27-240,16,6,0,1,1,4,0,6,1,0,0.0,1,100.0,4,24,12,0,0,0,0,0,3,0,3,2021-2022
Javi Puado,9,es ESP,"LM,RM",23-094,74,25,1,6,12,8,1,25,5,4,80.0,1,20.0,11,86,4,0,0,0,4,3,14,2,3,2021-2022
   Aleix Vidal,22,es ESP,RM,32-006,16,17,0,3,11,4,0,17,1,0,0.0,1,100.0,9,26,17,1,0,0,0,0,9,1,3,2021-2022
Sergi Darder,10,es ESP,CM,27-248,90,54,1,10,35,9,2,54,1,1,100.0,0,0.0,32,212,91,2,2,1,1,1,42,2,3,2021-2022
David López,15,es ESP,CM,31-322,54,40,1,9,30,1,0,40,0,0,,0,,13,61,28,0,0,0,0,0,20,0,3,2021-2022
   Manu Morlanes,6,es ESP,CM,22-227,36,29,0,9,18,2,0,29,1,0,0.0,1,100.0,21,130,89,1,0,0,0,0,24,0,3,2021-2022
Adri Embarba,23,es ESP,RM,29-112,53,17,0,3,10,4,0,17,0,0,,0,,6,13,4,0,0,0,1,0,8,1,3,2021-2022
   Nico Ribaudo,33,es ESP,LM,20-138,37,31,0,3,19,9,2,31,2,1,50.0,1,50.0,22,81,49,1,0,0,1,0,25,4,3,2021-2022
Dídac Vilà,17,es ESP,LB,32-079,90,59,3,15,25,19,3,59,0,0,,0,,30,122,58,1,0,0,3,0,31,7,3,2021-2022
Leandro Cabrera,4,uy URU,CB,30-071,90,62,9,37,24,1,0,62,0,0,,0,,40,193,99,1,1,0,0,1,49,0,3,2021-2022
Sergi Gómez,24,es ESP,CB,29-152,89,66,8,41,24,1,1,66,0,0,,0,,39,157,112,0,0,0,0,0,47,0,3,2021-2022
