Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Cárdenas,es ESP,25-039,90,5,1,4,80.0,1.2,7,22,31.8,27,5,63.0,44.8,8,62.5,48.5,9,0,0.0,1,12.0,35,2021-2022
Álex Remiro,es ESP,27-043,90,7,2,5,85.7,1.9,5,12,41.7,21,2,28.6,34.1,7,85.7,62.1,9,0,0.0,2,21.5,35,2021-2022
Sergio Rico,es ESP,28-248,90,7,6,1,14.3,4.2,2,5,40.0,16,5,31.3,28.4,5,0.0,17.8,13,0,0.0,0,10.5,35,2021-2022
Luís Maximiano,pt POR,23-122,90,8,2,6,75.0,1.9,9,28,32.1,20,0,95.0,59.2,9,100.0,65.4,24,0,0.0,1,20.0,35,2021-2022
Unai Simón,es ESP,24-330,90,1,0,1,100.0,0.1,2,5,40.0,16,3,18.8,25.3,5,40.0,39.6,14,0,0.0,0,,35,2021-2022
Giorgi Mamardashvili,ge GEO,21-220,90,5,0,5,100.0,1.4,14,26,53.8,20,4,60.0,43.0,14,100.0,64.7,19,2,10.5,2,15.5,35,2021-2022
Jeremías Ledesma,ar ARG,29-083,90,2,0,2,100.0,0.4,4,13,30.8,26,5,42.3,37.2,2,100.0,69.5,9,3,33.3,2,12.4,35,2021-2022
Édgar Badía,es ESP,30-084,90,7,3,4,57.1,2.0,10,22,45.5,27,8,51.9,38.9,9,88.9,64.9,24,3,12.5,4,16.0,35,2021-2022
Matías Dituro,ar ARG,34-364,90,1,0,1,100.0,0.2,3,20,15.0,32,1,50.0,40.9,5,80.0,54.4,8,0,0.0,0,15.7,35,2021-2022
Fernando Pacheco,es ESP,29-354,90,8,4,4,50.0,2.9,14,23,60.9,18,2,72.2,46.6,11,90.9,56.5,16,0,0.0,0,10.0,35,2021-2022
Claudio Bravo,cl CHI,39-024,16,,,,,0.0,2,3,66.7,3,1,66.7,45.7,2,50.0,32.5,3,,,,2.0,35,2021-2022
Rui Silva,pt POR,28-089,74,5,2,3,60.0,1.2,8,20,40.0,25,0,56.0,38.7,10,60.0,47.9,14,0,0.0,3,22.0,35,2021-2022
Neto,br BRA,32-292,90,5,1,4,80.0,0.6,2,5,40.0,26,7,15.4,28.3,6,16.7,31.0,8,0,0.0,0,,35,2021-2022
David Soria,es ESP,29-034,90,1,0,1,100.0,0.1,11,24,45.8,22,2,72.7,50.1,10,80.0,54.7,9,0,0.0,2,17.5,35,2021-2022
Stole Dimitrievski,mk MKD,28-134,90,6,0,6,100.0,0.6,7,18,38.9,28,9,46.4,37.5,8,62.5,51.4,15,1,6.7,0,3.0,35,2021-2022
Gerónimo Rulli,ar ARG,29-353,90,2,1,1,50.0,0.9,3,14,21.4,33,1,39.4,37.5,5,20.0,37.0,9,0,0.0,1,25.0,35,2021-2022
Yassine Bounou,ma MAR,31-033,90,7,1,6,85.7,3.0,5,16,31.3,25,6,44.0,40.2,11,45.5,39.4,11,1,9.1,0,8.0,35,2021-2022
Diego López,es ESP,40-186,90,4,1,3,75.0,1.2,3,8,37.5,17,6,23.5,33.0,8,50.0,40.4,17,2,11.8,0,8.5,35,2021-2022
Sergio Herrera,es ESP,28-337,90,3,1,2,66.7,0.3,11,24,45.8,19,1,73.7,45.5,11,90.9,61.4,21,2,9.5,1,10.0,35,2021-2022
Jan Oblak,si SVN,29-121,90,6,0,6,100.0,1.1,6,22,27.3,21,4,57.1,42.1,12,83.3,57.5,12,1,8.3,1,12.7,35,2021-2022
Andriy Lunin,ua UKR,23-086,90,2,1,1,100.0,1.3,4,5,80.0,30,7,6.7,22.4,13,23.1,35.8,13,1,7.7,0,10.0,35,2021-2022
