player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Antoine Griezmann,8,fr FRA,FW,30-258,59,0,0,0,0,3,2,0,0,28,1,0,2,0.1,0.1,0.2,3,0,16,19,84.2,1,8,1,0,0,16,2021-2022
   Thomas Lemar,11,fr FRA,FW,26-022,31,0,0,0,0,0,0,0,0,22,1,0,0,0.0,0.0,0.1,2,0,18,20,90.0,2,15,0,0,0,16,2021-2022
Matheus Cunha,19,br BRA,FW,22-191,70,1,0,0,0,3,1,0,0,16,2,1,0,0.6,0.6,0.0,1,0,4,6,66.7,1,10,2,0,0,16,2021-2022
   Šime Vrsaljko,24,hr CRO,FW,29-328,20,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,2,0,15,21,71.4,1,9,2,2,1,16,2021-2022
Rodrigo De Paul,5,ar ARG,LM,27-194,59,0,0,0,0,0,0,0,0,48,2,0,0,0.0,0.0,0.0,3,0,33,45,73.3,1,27,2,0,0,16,2021-2022
   João Félix,7,pt POR,LM,22-024,31,0,0,0,0,2,0,0,0,10,0,0,0,0.2,0.2,0.0,2,0,5,7,71.4,0,6,0,0,0,16,2021-2022
Geoffrey Kondogbia,4,cf CTA,CM,28-292,90,0,0,0,0,0,0,0,0,57,9,1,0,0.0,0.0,0.0,1,0,38,44,86.4,2,24,2,1,1,16,2021-2022
Koke,6,es ESP,CM,29-330,90,0,0,0,0,1,1,0,0,98,0,0,2,0.0,0.0,0.2,5,1,72,86,83.7,14,48,4,1,1,16,2021-2022
Ángel Correa,10,ar ARG,RM,26-270,70,0,1,0,0,1,0,0,0,47,2,1,3,0.3,0.3,0.3,2,1,27,36,75.0,6,21,1,4,2,16,2021-2022
   Luis Suárez,9,uy URU,RM,34-314,20,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,1,0,0,0,16,2021-2022
Renan Lodi,12,br BRA,LB,23-240,90,0,0,0,0,1,1,1,0,66,8,1,2,0.1,0.1,0.2,2,0,34,44,77.3,3,26,1,0,0,16,2021-2022
Felipe,18,br BRA,CB,32-202,90,0,0,0,0,3,1,1,0,83,1,2,0,0.3,0.3,0.0,0,0,53,67,79.1,4,39,0,0,0,16,2021-2022
Stefan Savić,15,me MNE,CB,30-330,10,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,1,0,0,0,16,2021-2022
   Mario Hermoso,22,es ESP,CB,26-169,80,0,0,0,0,0,0,0,0,63,0,1,1,0.0,0.0,0.0,1,0,52,56,92.9,7,36,0,0,0,16,2021-2022
Marcos Llorente,14,es ESP,RB,26-308,90,0,0,0,0,0,0,0,0,66,1,1,0,0.0,0.0,0.1,2,0,53,57,93.0,2,37,4,0,0,16,2021-2022
Jan Oblak,13,si SVN,GK,28-331,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,14,20,70.0,0,9,0,0,0,16,2021-2022
Abdón Prats,9,es ESP,FW,28-362,73,0,0,0,0,1,0,0,0,18,0,0,0,0.1,0.1,0.0,0,0,9,11,81.8,0,2,0,0,0,16,2021-2022
   Ángel Rodríguez,22,es ESP,FW,34-222,17,0,1,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.3,1,1,4,7,57.1,0,5,0,0,0,16,2021-2022
