Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Manu Vallejo,7,es ESP,"FW,RW",25-033,77,1,1,0,0,1,1,0,0,35,0,0,2,0.4,0.4,0.2,3,1,17,28,60.7,3,17,3,1,0,29,2021-2022
   Jason,25,es ESP,RW,27-256,13,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,5,8,62.5,1,4,0,1,0,29,2021-2022
Joselu,9,es ESP,FW,31-357,66,0,0,0,1,2,1,0,0,23,0,0,0,0.9,0.1,0.0,2,0,11,19,57.9,3,13,0,0,0,29,2021-2022
   Toni Moya,15,es ESP,DM,23-364,24,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,9,33.3,0,4,0,0,0,29,2021-2022
Luis Rioja,11,es ESP,"LM,LW,LB",28-154,90,0,1,0,0,1,1,0,0,52,1,1,1,0.1,0.1,0.4,4,2,24,43,55.8,7,25,3,1,1,29,2021-2022
Mamadou N'Diaye,6,,CM,25-079,77,0,0,0,0,2,0,1,0,,,1,,,,,,,,,,,,,,,29,2021-2022
   Pere Pons,20,es ESP,AM,29-027,13,0,0,0,0,0,0,0,0,8,1,0,2,0.0,0.0,0.0,0,0,0,3,0.0,0,3,0,0,0,29,2021-2022
Gonzalo Escalante,16,ar ARG,"CM,DM",28-357,90,1,0,0,0,2,1,1,0,45,3,2,1,0.2,0.2,0.0,0,0,17,29,58.6,4,13,1,1,1,29,2021-2022
Édgar Méndez,17,es ESP,"RM,FW,LW",32-076,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.1,3,0,24,42,57.1,3,22,1,3,3,29,2021-2022
Rubén Duarte,3,es ESP,LB,26-152,86,0,0,0,0,1,0,0,0,58,0,0,2,0.1,0.1,0.0,2,0,25,49,51.0,3,28,1,1,1,29,2021-2022
   Miguel,24,es ESP,FW,22-197,4,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,29,2021-2022
Florian Lejeune,22,fr FRA,CB,30-303,90,0,0,0,0,1,1,0,0,40,1,1,2,0.0,0.0,0.0,1,1,16,28,57.1,1,6,1,0,0,29,2021-2022
Víctor Laguardia,5,es ESP,CB,32-134,90,0,0,0,0,0,0,0,0,36,2,0,3,0.0,0.0,0.0,0,0,21,30,70.0,3,9,0,0,0,29,2021-2022
Nahuel Tenaglia,2,ar ARG,RB,26-026,90,0,0,0,0,0,0,1,0,63,0,3,0,0.0,0.0,0.0,3,0,32,54,59.3,6,26,4,1,1,29,2021-2022
Fernando Pacheco,1,es ESP,GK,29-305,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,10,25,40.0,0,12,0,0,0,29,2021-2022
Manu Vallejo,7,es ESP,"FW,RW",25-033,77,1,1,0,0,1,1,0,0,35,0,0,2,0.4,0.4,0.2,3,1,17,28,60.7,3,17,3,1,0,29,2021-2022
   Jason,25,es ESP,RW,27-256,13,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,5,8,62.5,1,4,0,1,0,29,2021-2022
Joselu,9,es ESP,FW,31-357,66,0,0,0,1,2,1,0,0,23,0,0,0,0.9,0.1,0.0,2,0,11,19,57.9,3,13,0,0,0,29,2021-2022
   Toni Moya,15,es ESP,DM,23-364,24,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,9,33.3,0,4,0,0,0,29,2021-2022
Luis Rioja,11,es ESP,"LM,LW,LB",28-154,90,0,1,0,0,1,1,0,0,52,1,1,1,0.1,0.1,0.4,4,2,24,43,55.8,7,25,3,1,1,29,2021-2022
Mamadou N'Diaye,6,,CM,25-079,77,0,0,0,0,2,0,1,0,,,1,,,,,,,,,,,,,,,29,2021-2022
   Pere Pons,20,es ESP,AM,29-027,13,0,0,0,0,0,0,0,0,8,1,0,2,0.0,0.0,0.0,0,0,0,3,0.0,0,3,0,0,0,29,2021-2022
Gonzalo Escalante,16,ar ARG,"CM,DM",28-357,90,1,0,0,0,2,1,1,0,45,3,2,1,0.2,0.2,0.0,0,0,17,29,58.6,4,13,1,1,1,29,2021-2022
Édgar Méndez,17,es ESP,"RM,FW,LW",32-076,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.1,3,0,24,42,57.1,3,22,1,3,3,29,2021-2022
Rubén Duarte,3,es ESP,LB,26-152,86,0,0,0,0,1,0,0,0,58,0,0,2,0.1,0.1,0.0,2,0,25,49,51.0,3,28,1,1,1,29,2021-2022
   Miguel,24,es ESP,FW,22-197,4,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,29,2021-2022
Florian Lejeune,22,fr FRA,CB,30-303,90,0,0,0,0,1,1,0,0,40,1,1,2,0.0,0.0,0.0,1,1,16,28,57.1,1,6,1,0,0,29,2021-2022
Víctor Laguardia,5,es ESP,CB,32-134,90,0,0,0,0,0,0,0,0,36,2,0,3,0.0,0.0,0.0,0,0,21,30,70.0,3,9,0,0,0,29,2021-2022
Nahuel Tenaglia,2,ar ARG,RB,26-026,90,0,0,0,0,0,0,1,0,63,0,3,0,0.0,0.0,0.0,3,0,32,54,59.3,6,26,4,1,1,29,2021-2022
Fernando Pacheco,1,es ESP,GK,29-305,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,10,25,40.0,0,12,0,0,0,29,2021-2022
Lucas Boyé,9,ar ARG,FW,26-019,90,0,0,0,0,1,0,0,0,49,1,0,2,0.1,0.1,0.0,5,0,23,29,79.3,3,35,2,5,4,29,2021-2022
Ezequiel Ponce,18,ar ARG,FW,24-355,57,0,0,0,0,0,0,0,0,22,1,0,0,0.0,0.0,0.0,0,0,11,14,78.6,0,10,1,1,0,29,2021-2022
   Tete Morente,11,es ESP,"RM,FW",25-105,33,0,0,0,0,2,1,0,0,14,0,0,0,0.2,0.2,0.0,1,0,4,9,44.4,1,8,0,1,0,29,2021-2022
Fidel,16,es ESP,LM,32-143,75,0,0,0,0,0,0,1,0,35,1,0,0,0.0,0.0,0.0,0,0,23,33,69.7,6,18,1,1,0,29,2021-2022
   Guido Carrillo,7,ar ARG,FW,30-298,15,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,29,2021-2022
Gerard Gumbau,2,es ESP,CM,27-091,66,0,0,0,0,0,0,0,0,45,1,0,0,0.0,0.0,0.0,1,0,29,38,76.3,4,20,0,0,0,29,2021-2022
   Kike Pérez,24,es ESP,CM,25-033,24,0,0,0,0,1,1,0,0,24,1,0,1,0.1,0.1,0.0,3,0,16,19,84.2,2,11,1,1,1,29,2021-2022
Omar Mascarell,21,es ESP,CM,29-045,66,0,0,0,0,0,0,0,0,32,3,0,0,0.0,0.0,0.0,0,0,24,27,88.9,1,11,0,0,0,29,2021-2022
   Raúl Guti,8,es ESP,CM,25-079,24,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,3,10,1,1,0,29,2021-2022
Pere Milla,10,es ESP,"RM,LM,FW",29-177,90,0,0,0,0,2,0,0,0,53,0,0,2,0.1,0.1,0.2,2,0,18,28,64.3,3,28,0,2,0,29,2021-2022
Johan Mojica,22,co COL,LB,29-210,89,0,0,0,0,0,0,0,1,57,0,0,2,0.0,0.0,0.0,1,0,35,50,70.0,8,29,2,1,0,29,2021-2022
Diego González,4,es ESP,CB,27-050,90,0,0,0,0,0,0,0,0,42,1,1,1,0.0,0.0,0.0,0,0,27,33,81.8,2,16,0,0,0,29,2021-2022
Enzo Roco,3,cl CHI,CB,29-215,90,0,0,0,0,0,0,0,0,48,2,0,0,0.0,0.0,0.0,0,0,26,39,66.7,4,20,0,0,0,29,2021-2022
Antonio Barragán,19,es ESP,RB,34-280,45,0,0,0,0,1,0,1,0,26,3,1,0,0.0,0.0,0.0,0,0,14,19,73.7,0,9,0,0,0,29,2021-2022
   Josan,17,es ESP,RB,32-106,45,0,0,0,0,1,0,0,0,20,0,1,0,0.1,0.1,0.1,1,0,12,17,70.6,3,11,3,2,2,29,2021-2022
Édgar Badía,13,es ESP,GK,30-035,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,20,31,64.5,0,14,0,0,0,29,2021-2022
Lucas Boyé,9,ar ARG,FW,26-019,90,0,0,0,0,1,0,0,0,49,1,0,2,0.1,0.1,0.0,5,0,23,29,79.3,3,35,2,5,4,29,2021-2022
