Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Stole Dimitrievski,mk MKD,28-049,90,5,3,2,40.0,2.6,15,26,57.7,28,6,57.1,41.0,11,90.9,61.2,14,2,14.3,0,7.3,24,2021-2022
Sergio Herrera,es ESP,28-252,90,3,0,3,100.0,0.2,13,34,38.2,23,0,87.0,55.6,15,93.3,62.6,21,0,0.0,2,17.8,24,2021-2022
Jan Oblak,si SVN,29-036,90,4,3,1,75.0,3.1,5,17,29.4,20,1,75.0,50.0,3,66.7,52.0,14,0,0.0,0,12.8,24,2021-2022
David Soria,es ESP,28-314,90,7,4,2,42.9,4.7,6,18,33.3,21,3,66.7,45.0,5,80.0,52.0,13,0,0.0,1,11.7,24,2021-2022
Fernando Pacheco,es ESP,29-271,90,4,1,3,100.0,1.4,17,27,63.0,20,2,90.0,54.4,9,100.0,63.8,20,3,15.0,1,9.5,24,2021-2022
Giorgi Mamardashvili,ge GEO,21-137,90,5,2,3,80.0,2.0,4,10,40.0,25,9,32.0,28.7,7,28.6,28.0,18,0,0.0,3,23.5,24,2021-2022
Cárdenas,es ESP,24-322,90,11,4,7,63.6,2.6,4,10,40.0,26,3,34.6,34.0,3,33.3,38.0,12,0,0.0,0,8.0,24,2021-2022
Rui Silva,pt POR,28-006,90,4,2,2,50.0,1.9,4,12,33.3,20,6,35.0,32.2,10,50.0,38.9,20,0,0.0,2,13.0,24,2021-2022
Álex Remiro,es ESP,26-326,90,2,0,2,100.0,0.8,4,17,23.5,29,2,31.0,35.7,8,100.0,70.6,13,0,0.0,0,18.0,24,2021-2022
Luís Maximiano,pt POR,23-039,90,8,2,6,87.5,3.6,3,15,20.0,26,4,42.3,36.7,6,66.7,42.5,19,1,5.3,1,13.6,24,2021-2022
Diego López,es ESP,40-102,90,4,2,2,50.0,1.3,12,22,54.5,28,3,57.1,40.6,9,66.7,48.4,27,0,0.0,5,23.2,24,2021-2022
Marc-André ter Stegen,de GER,29-289,90,4,2,2,50.0,1.8,4,5,80.0,18,5,16.7,24.4,6,33.3,24.5,6,0,0.0,0,14.0,24,2021-2022
Sergio Rico,es ESP,28-166,90,2,2,0,0.0,1.3,10,19,52.6,23,1,60.9,45.3,8,62.5,46.1,11,0,0.0,1,9.3,24,2021-2022
Unai Simón,es ESP,24-248,90,5,3,3,60.0,2.7,7,14,50.0,26,6,42.3,35.8,6,50.0,38.3,14,0,0.0,4,20.0,24,2021-2022
Jan Oblak,si SVN,29-040,90,5,1,4,80.0,0.6,3,20,15.0,28,8,53.6,42.6,5,100.0,67.0,9,1,11.1,2,20.3,21,2021-2022
Cárdenas,es ESP,24-325,90,1,0,1,100.0,0.8,3,13,23.1,18,3,38.9,39.0,10,60.0,46.2,27,0,0.0,0,12.0,21,2021-2022
Édgar Badía,es ESP,30-006,90,2,1,1,50.0,0.5,8,22,36.4,25,3,40.0,30.3,15,80.0,56.5,15,0,0.0,3,24.3,25,2021-2022
Luca Zidane,fr FRA,23-281,90,5,2,3,60.0,2.8,4,13,30.8,26,4,38.5,36.3,5,60.0,46.4,12,1,8.3,0,7.7,25,2021-2022
Luís Maximiano,pt POR,23-045,90,7,4,3,71.4,3.9,7,30,23.3,28,1,82.1,53.3,7,100.0,68.3,7,0,0.0,1,15.5,25,2021-2022
Sergio Asenjo,es ESP,32-236,90,4,1,3,100.0,1.3,5,17,29.4,36,7,22.2,29.5,18,50.0,44.3,24,1,4.2,0,8.3,25,2021-2022
