player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Radamel Falcao,3,co COL,FW,36-002,90,0,0,0,0,3,2,0,0,38,0,0,1,0.4,0.4,0.0,1,0,21,27,77.8,4,15,1,0,0,24,2021-2022
Álvaro García,18,es ESP,"LW,LB",29-108,90,0,0,0,0,3,0,1,0,45,0,0,0,0.1,0.1,0.2,3,0,19,35,54.3,2,28,6,1,0,24,2021-2022
Isaac Palazón Camacho,7,es ESP,RW,27-047,45,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,7,15,46.7,0,8,0,0,0,24,2021-2022
   Mamadou Sylla,11,sn SEN,RW,27-329,45,0,0,0,0,0,0,0,0,27,0,0,1,0.0,0.0,0.0,0,0,9,21,42.9,0,9,2,2,1,24,2021-2022
Randy Ntekja,9,fr FRA,AM,24-068,73,0,0,0,0,4,1,0,0,38,1,1,2,0.4,0.4,0.1,3,0,18,24,75.0,2,11,0,1,1,24,2021-2022
   Bebé,10,cv CPV,LW,31-215,17,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,9,55.6,0,6,3,1,1,24,2021-2022
Santi Comesaña,6,es ESP,DM,25-130,80,0,0,0,0,0,0,0,0,53,2,1,2,0.0,0.0,0.1,1,0,33,45,73.3,3,23,0,1,1,24,2021-2022
   Pathé Ciss,21,sn SEN,DM,27-333,10,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.0,0,0,14,16,87.5,5,12,0,1,0,24,2021-2022
Óscar Valentín,23,es ESP,"CB,DM",27-176,90,0,0,0,0,0,0,0,0,70,1,1,1,0.0,0.0,0.0,0,0,47,57,82.5,7,37,1,2,1,24,2021-2022
Kévin Rodrigues,19,pt POR,LB,27-344,73,0,0,0,0,0,0,0,0,51,3,3,1,0.0,0.0,0.0,2,0,28,40,70.0,3,14,0,1,0,24,2021-2022
   Sergi Guardiola,16,es ESP,AM,30-259,17,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,9,9,100.0,1,7,0,1,1,24,2021-2022
Catena,5,es ESP,CB,27-107,90,0,0,0,0,0,0,0,0,64,1,3,0,0.0,0.0,0.0,2,0,37,51,72.5,5,30,0,0,0,24,2021-2022
Esteban Saveljich,24,me MNE,CB,30-268,45,0,0,0,0,0,0,1,0,18,1,2,0,0.0,0.0,0.0,0,0,8,13,61.5,0,8,0,0,0,24,2021-2022
   Óscar Trejo,8,ar ARG,DM,33-292,45,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,28,39,71.8,3,25,1,4,3,24,2021-2022
Iván Balliu,20,al ALB,RB,30-042,90,0,0,0,0,0,0,0,0,71,1,2,0,0.0,0.0,0.3,3,0,38,59,64.4,3,22,2,2,1,24,2021-2022
Stole Dimitrievski,13,mk MKD,GK,28-049,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,27,39,69.2,0,17,0,0,0,24,2021-2022
Ante Budimir,17,hr CRO,FW,30-205,67,0,0,0,0,1,0,0,0,36,2,0,2,0.6,0.6,0.0,2,0,11,20,55.0,1,15,1,1,0,24,2021-2022
   Kiké,18,es ESP,FW,32-079,23,1,0,0,0,1,1,0,0,18,0,0,0,0.2,0.2,0.0,2,0,3,7,42.9,0,12,1,3,0,24,2021-2022
Rubén García,14,es ESP,LW,28-213,85,1,0,0,0,2,2,0,0,57,1,2,1,0.1,0.1,0.0,5,1,31,47,66.0,1,29,1,1,0,24,2021-2022
   Roberto Torres,10,es ESP,LW,32-342,5,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,24,2021-2022
Ezequiel Ávila,9,ar ARG,RW,28-006,80,0,1,0,0,3,1,0,0,39,1,1,0,0.1,0.1,0.5,3,1,15,31,48.4,3,23,2,1,1,24,2021-2022
   Javi Martínez,28,es ESP,RW,22-052,10,0,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.2,1,1,1,4,25.0,0,3,0,2,2,24,2021-2022
Darko Brašanac,8,rs SRB,LM,30-000,90,0,1,0,0,0,0,0,0,48,2,1,3,0.0,0.0,0.0,2,1,24,38,63.2,1,19,0,0,0,24,2021-2022
Lucas Torró,24,es ESP,CM,27-208,90,0,0,0,0,0,0,0,0,46,1,2,0,0.0,0.0,0.0,0,0,21,38,55.3,4,18,0,1,1,24,2021-2022
Jon Moncayola,7,es ESP,RM,23-275,86,1,0,0,0,3,1,0,0,32,1,0,0,0.6,0.6,0.6,3,0,19,28,67.9,3,20,0,0,0,24,2021-2022
   Oier Sanjurjo,6,es ESP,RM,35-263,4,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,1,1,4,4,100.0,0,1,0,0,0,24,2021-2022
Manu Sánchez,39,es ESP,LB,21-172,90,0,0,0,0,0,0,0,0,66,1,0,1,0.0,0.0,0.0,2,1,37,59,62.7,2,22,1,3,2,24,2021-2022
Juan Cruz Armada,3,es ESP,CB,29-199,90,0,0,0,0,0,0,0,0,38,0,2,1,0.0,0.0,0.0,0,0,18,31,58.1,2,13,0,0,0,24,2021-2022
David García,5,es ESP,CB,27-363,90,0,0,0,0,2,0,0,0,40,0,0,0,0.0,0.0,0.0,1,0,18,29,62.1,1,10,0,0,0,24,2021-2022
Nacho Vidal,2,es ESP,RB,27-019,90,0,0,0,0,0,0,1,0,43,1,5,2,0.0,0.0,0.0,2,0,22,32,68.8,1,17,1,1,0,24,2021-2022
Sergio Herrera,1,es ESP,GK,28-252,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,17,39,43.6,0,12,0,0,0,24,2021-2022
Matheus Cunha,19,br BRA,FW,22-261,73,1,0,0,0,2,2,0,0,26,1,0,0,0.4,0.4,0.0,0,0,8,15,53.3,1,11,1,4,2,24,2021-2022
   João Félix,7,pt POR,FW,22-094,17,0,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.6,1,1,2,3,66.7,0,5,0,0,0,24,2021-2022
Luis Suárez,9,uy URU,FW,35-019,59,0,0,0,1,1,1,1,0,27,0,0,1,0.8,0.0,0.0,3,1,9,17,52.9,0,13,1,1,0,24,2021-2022
   Mario Hermoso,22,es ESP,CB,26-239,31,1,0,0,0,1,1,0,0,18,0,2,0,0.6,0.6,0.0,0,0,8,13,61.5,1,4,0,0,0,24,2021-2022
Thomas Lemar,11,fr FRA,LM,26-092,89,0,1,0,0,2,0,0,0,42,0,2,0,0.1,0.1,0.1,4,2,29,33,87.9,3,20,1,1,0,24,2021-2022
   Héctor Herrera,16,mx MEX,LM,31-299,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,24,2021-2022
Geoffrey Kondogbia,4,cf CTA,CM,28-362,73,0,0,0,0,1,0,0,0,56,6,2,0,0.0,0.0,0.0,3,0,36,40,90.0,3,21,0,2,1,24,2021-2022
   Rodrigo De Paul,5,ar ARG,CM,27-264,17,0,0,0,0,0,0,0,0,15,1,1,0,0.0,0.0,0.0,2,1,9,10,90.0,1,4,0,0,0,24,2021-2022
Koke,6,es ESP,CM,30-035,90,0,0,0,0,0,0,1,0,66,2,1,1,0.0,0.0,0.0,1,1,45,58,77.6,2,14,0,0,0,24,2021-2022
Ángel Correa,10,ar ARG,RM,26-340,73,2,0,0,0,2,2,0,0,37,1,0,3,0.6,0.6,0.0,1,0,17,27,63.0,3,18,1,2,1,24,2021-2022
   Šime Vrsaljko,24,hr CRO,RB,30-033,17,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,10,16,62.5,0,7,1,0,0,24,2021-2022
Reinildo Mandava,23,mz MOZ,LB,28-022,90,0,0,0,0,0,0,0,0,70,3,1,2,0.0,0.0,0.0,2,0,44,58,75.9,3,29,1,0,0,24,2021-2022
Felipe,18,br BRA,CB,32-272,57,0,0,0,0,0,0,0,1,40,1,1,0,0.0,0.0,0.0,1,0,32,37,86.5,0,30,0,0,0,24,2021-2022
Stefan Savić,15,me MNE,CB,31-035,90,0,0,0,0,0,0,1,0,81,0,3,2,0.0,0.0,0.0,1,1,49,65,75.4,4,44,0,0,0,24,2021-2022
Marcos Llorente,14,es ESP,"RB,RM",27-013,90,0,0,0,0,1,0,0,0,49,1,1,0,0.0,0.0,0.1,1,0,35,42,83.3,1,25,2,1,1,24,2021-2022
Jan Oblak,13,si SVN,GK,29-036,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,10,23,43.5,0,10,0,0,0,24,2021-2022
Borja Mayoral,25,es ESP,FW,24-313,90,1,0,0,0,1,1,0,0,29,0,0,1,0.3,0.3,0.1,3,1,13,21,61.9,2,17,2,5,2,24,2021-2022
Enes Ünal,10,tr TUR,FW,24-278,54,2,0,2,2,1,0,0,0,18,1,1,0,1.6,0.1,0.0,3,0,4,7,57.1,0,8,0,2,1,24,2021-2022
   Okay Yokuşlu,19,tr TUR,"CM,CB",27-340,36,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.0,0,0,22,24,91.7,2,14,0,1,1,24,2021-2022
Nemanja Maksimović,20,rs SRB,CM,27-017,90,0,0,0,0,2,0,1,0,45,1,2,1,0.1,0.1,0.0,1,0,24,31,77.4,2,18,0,1,1,24,2021-2022
