Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Marko Dmitrović,rs SRB,29-363,90,4,2,2,50.0,0.6,2,10,20.0,36,5,25.0,28.8,5,20.0,27.6,6,0,0.0,1,20.5,22,2021-2022
Matías Dituro,ar ARG,34-259,90,4,2,2,50.0,0.9,7,26,26.9,30,4,56.7,44.6,10,90.0,59.9,26,0,0.0,0,11.0,22,2021-2022
Jan Oblak,si SVN,29-015,90,3,2,1,33.3,1.4,7,19,36.8,34,6,50.0,37.6,4,50.0,40.3,11,0,0.0,1,33.0,22,2021-2022
Jaume Doménech,es ESP,31-078,90,6,3,3,50.0,2.8,7,22,31.8,21,1,57.1,44.0,11,90.9,58.3,23,0,0.0,0,6.5,22,2021-2022
Luís Maximiano,pt POR,23-018,90,7,2,5,71.4,2.1,3,20,15.0,24,7,33.3,35.1,14,85.7,58.6,18,0,0.0,0,12.0,22,2021-2022
Sergio Herrera,es ESP,28-232,90,2,0,2,100.0,0.3,10,26,38.5,22,0,81.8,54.3,8,100.0,69.1,17,0,0.0,1,17.5,22,2021-2022
Thibaut Courtois,be BEL,29-257,90,2,2,0,0.0,1.3,2,2,100.0,20,6,10.0,21.8,1,0.0,24.0,3,2,66.7,0,11.3,22,2021-2022
Édgar Badía,es ESP,29-345,90,8,2,6,87.5,3.6,9,20,45.0,23,4,47.8,42.7,10,90.0,56.2,22,1,4.5,0,9.5,22,2021-2022
Álex Remiro,es ESP,26-305,90,2,0,2,100.0,0.3,2,6,33.3,27,5,14.8,26.9,6,33.3,31.5,5,1,20.0,1,15.5,22,2021-2022
David Soria,es ESP,28-294,90,3,0,3,100.0,0.8,6,29,20.7,27,2,85.2,51.9,6,100.0,55.5,17,0,0.0,4,21.3,22,2021-2022
Luca Zidane,fr FRA,23-255,90,3,1,2,66.7,0.5,12,21,57.1,30,7,40.0,34.5,11,81.8,55.7,15,1,6.7,2,15.8,22,2021-2022
Unai Simón,es ESP,24-226,90,3,0,3,100.0,0.4,12,24,50.0,18,3,61.1,49.3,14,92.9,61.9,32,0,0.0,0,6.5,22,2021-2022
Fernando Pacheco,es ESP,29-250,90,4,1,3,75.0,1.5,12,24,50.0,19,2,84.2,49.9,8,100.0,58.1,24,0,0.0,2,25.5,22,2021-2022
Marc-André ter Stegen,de GER,29-268,90,2,0,2,100.0,0.3,8,12,66.7,44,5,22.7,28.4,5,40.0,40.2,9,0,0.0,0,,22,2021-2022
David Soria,es ESP,28-306,84,2,,2,,0.2,10,23,43.5,18,,94.4,56.3,6,100.0,57.0,16,,,,2.0,23,2021-2022
Diego Conde,es ESP,23-099,6,0,0,0,,0.0,0,6,0.0,4,0,100.0,61.0,2,100.0,68.0,5,1,20.0,0,5.0,23,2021-2022
Aitor Fernández,es ESP,30-277,90,8,3,5,62.5,1.7,5,16,31.3,33,7,48.5,34.3,7,0.0,19.3,6,0,0.0,4,28.7,23,2021-2022
Édgar Badía,es ESP,29-358,90,2,1,1,50.0,0.8,7,15,46.7,26,5,42.3,38.3,6,66.7,43.2,17,2,11.8,1,14.3,23,2021-2022
Fernando Pacheco,es ESP,29-263,90,4,3,1,25.0,1.3,12,26,46.2,21,0,76.2,49.5,11,90.9,60.3,22,0,0.0,3,19.3,23,2021-2022
Sergio Rico,es ESP,28-157,90,5,1,4,80.0,1.9,3,8,37.5,12,6,41.7,36.4,3,100.0,57.0,18,1,5.6,0,9.0,23,2021-2022
Jeremías Ledesma,ar ARG,28-357,90,5,2,3,100.0,2.6,8,16,50.0,18,1,50.0,42.9,12,58.3,49.3,15,0,0.0,2,18.0,23,2021-2022
