player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Memphis,9,nl NED,FW,27-280,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2021-2022
Gavi,30,es ESP,LW,17-107,69,4,2,2,1,1,2,4,50.0,2,1,0,1,1,5,0,0,14,2021-2022
   Philippe Coutinho,14,br BRA,LW,29-161,21,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,14,2021-2022
Ilias Akhomach,37,es ESP,RW,17-218,45,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,14,2021-2022
   Abdessamad Ezzalzouli,33,ma MAR,RW,19-338,45,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,14,2021-2022
Frenkie de Jong,21,nl NED,LM,24-192,90,1,1,1,0,0,1,3,33.3,2,1,1,0,1,2,0,0,14,2021-2022
Sergio Busquets,5,es ESP,CM,33-127,77,2,2,2,0,0,2,4,50.0,2,1,0,1,0,2,0,0,14,2021-2022
   Riqui Puig,6,es ESP,CM,22-099,13,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,14,2021-2022
Nicolás González,28,es ESP,RM,19-321,87,2,1,0,2,0,0,2,0.0,2,2,0,2,0,2,1,0,14,2021-2022
   Yusuf Demir,11,at AUT,RM,18-171,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2021-2022
Jordi Alba,18,es ESP,LB,32-244,90,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,0,0,14,2021-2022
Eric García,24,es ESP,CB,20-315,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,14,2021-2022
Gerard Piqué,3,es ESP,CB,34-291,90,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0,14,2021-2022
Óscar Mingueza,22,es ESP,RB,22-191,87,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,1,14,2021-2022
   Ronald Araújo,4,uy URU,RB,22-258,3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,14,2021-2022
Marc-André ter Stegen,1,de GER,GK,29-204,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2021-2022
Raúl de Tomás,11,es ESP,FW,27-034,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,14,2021-2022
Javi Puado,9,es ESP,LM,23-179,55,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,14,2021-2022
   Nico Ribaudo,21,es ESP,RM,20-223,35,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,14,2021-2022
Sergi Darder,10,es ESP,CM,27-333,89,1,1,0,1,0,0,3,0.0,3,0,0,0,1,2,0,0,14,2021-2022
   Loren Morón,16,es ESP,CM,27-325,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2021-2022
Yangel Herrera,25,ve VEN,CM,23-310,77,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,1,0,14,2021-2022
   Landry Dimata,18,be BEL,CM,24-080,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2021-2022
Adri Embarba,23,es ESP,"RM,LM",29-197,77,2,1,0,2,0,1,4,25.0,3,3,0,3,2,4,0,0,14,2021-2022
