Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Julen Agirrezabala,es ESP,20-361,90,7,2,5,71.4,2.1,3,4,75.0,11,2,18.2,25.4,5,40.0,37.2,4,0,0.0,2,28.0,21,2021-2022
Thibaut Courtois,be BEL,29-225,90,2,1,1,50.0,0.6,1,11,9.1,22,3,36.4,38.5,10,30.0,34.9,17,0,0.0,2,22.0,21,2021-2022
Jasper Cillessen,nl NED,32-253,90,4,2,2,75.0,1.5,6,15,40.0,22,5,50.0,39.0,5,80.0,54.0,11,1,9.1,0,6.3,19,2021-2022
Diego López,es ESP,40-058,90,1,1,0,0.0,0.1,2,6,33.3,18,6,27.8,32.6,5,20.0,24.2,19,0,0.0,0,9.6,19,2021-2022
David Soria,es ESP,28-273,90,4,0,4,100.0,1.1,13,31,41.9,22,1,95.5,57.4,11,90.9,54.9,13,0,0.0,0,,19,2021-2022
Thibaut Courtois,be BEL,29-236,90,3,1,2,66.7,0.6,0,1,0.0,27,11,3.7,21.9,3,0.0,20.0,7,1,14.3,4,21.5,19,2021-2022
Jan Oblak,si SVN,28-360,90,0,0,0,,0.0,5,20,25.0,31,6,51.6,37.2,4,100.0,68.0,6,0,0.0,0,4.0,19,2021-2022
Luca Zidane,fr FRA,23-234,90,5,2,3,60.0,0.9,4,12,33.3,25,6,44.0,36.2,10,10.0,27.2,11,3,27.3,1,10.3,19,2021-2022
Édgar Badía,es ESP,29-324,90,5,0,5,100.0,0.7,9,21,42.9,27,5,63.0,41.4,5,80.0,49.0,6,0,0.0,0,12.0,19,2021-2022
Luís Maximiano,pt POR,22-362,90,2,0,2,100.0,0.2,6,15,40.0,19,5,42.1,33.3,17,41.2,37.6,21,0,0.0,0,13.0,19,2021-2022
Jesús Owono,gq EQG,20-307,90,4,1,3,75.0,0.8,9,21,42.9,20,2,90.0,53.3,3,100.0,68.3,8,0,0.0,2,17.6,19,2021-2022
Álex Remiro,es ESP,26-284,90,5,1,4,100.0,1.4,7,23,30.4,36,6,36.1,32.4,15,66.7,46.4,15,0,0.0,1,19.3,19,2021-2022
Rui Silva,pt POR,27-329,90,5,2,3,80.0,1.5,4,9,44.4,25,8,24.0,27.4,4,75.0,48.3,7,1,14.3,2,17.7,19,2021-2022
Matías Dituro,ar ARG,34-239,90,7,0,7,100.0,0.5,12,37,32.4,38,0,71.1,47.7,10,100.0,67.6,14,0,0.0,0,12.0,19,2021-2022
Manolo Reina,es ESP,36-276,90,3,1,2,66.7,0.8,0,10,0.0,28,3,32.1,31.7,6,16.7,16.2,12,0,0.0,0,,19,2021-2022
Marc-André ter Stegen,de GER,29-247,90,3,0,3,100.0,0.5,4,9,44.4,36,4,19.4,28.1,3,66.7,55.3,13,0,0.0,1,22.5,19,2021-2022
Gerónimo Rulli,ar ARG,29-228,90,3,0,3,100.0,0.6,4,7,57.1,50,12,14.0,27.3,2,0.0,13.0,11,3,27.3,1,12.3,19,2021-2022
Aitor Fernández,es ESP,30-245,90,7,5,2,28.6,3.6,1,7,14.3,20,3,30.0,34.4,8,12.5,30.5,7,0,0.0,0,10.0,19,2021-2022
Sergio Herrera,es ESP,28-212,90,5,3,2,40.0,2.7,19,25,76.0,24,0,75.0,48.8,9,77.8,53.8,7,0,0.0,1,18.8,19,2021-2022
Unai Simón,es ESP,24-206,90,4,1,3,75.0,0.7,4,20,20.0,18,4,61.1,46.0,10,90.0,58.1,20,2,10.0,0,9.3,19,2021-2022
