Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Jasper Cillessen,nl NED,32-233,90,4,1,3,75.0,1.9,3,11,27.3,20,3,45.0,40.3,5,40.0,42.0,10,0,0.0,0,15.0,17,2021-2022
Édgar Badía,es ESP,29-302,90,7,2,5,71.4,1.7,6,16,37.5,30,7,40.0,33.5,8,50.0,41.3,22,2,9.1,5,19.1,17,2021-2022
Unai Simón,es ESP,24-183,90,1,1,0,0.0,0.6,6,10,60.0,23,6,34.8,31.3,2,100.0,56.0,7,0,0.0,0,12.0,17,2021-2022
Yassine Bounou,ma MAR,30-250,90,2,0,2,100.0,1.5,10,26,38.5,35,4,40.0,38.8,13,92.3,61.6,17,2,11.8,1,11.2,17,2021-2022
Gerónimo Rulli,ar ARG,29-206,90,6,0,6,100.0,1.2,7,13,53.8,27,5,22.2,27.1,9,77.8,53.2,21,0,0.0,2,23.5,17,2021-2022
Stole Dimitrievski,mk MKD,27-352,90,5,2,3,80.0,1.6,1,10,10.0,18,6,33.3,32.8,7,57.1,43.0,11,0,0.0,2,25.3,17,2021-2022
Sergio Herrera,es ESP,28-190,90,2,2,0,0.0,1.9,11,24,45.8,20,2,65.0,43.5,14,78.6,52.3,17,0,0.0,2,34.5,17,2021-2022
Marc-André ter Stegen,de GER,29-226,90,3,2,1,33.3,0.7,3,10,30.0,32,4,25.0,30.6,4,50.0,36.5,22,0,0.0,0,9.0,17,2021-2022
Rui Silva,pt POR,27-308,90,5,0,5,100.0,1.5,3,15,20.0,34,5,29.4,33.4,6,83.3,58.8,18,1,5.6,0,5.0,17,2021-2022
Álex Remiro,es ESP,26-263,90,5,4,1,20.0,1.5,3,9,33.3,20,1,25.0,28.2,9,44.4,39.8,7,0,0.0,2,29.5,17,2021-2022
Thibaut Courtois,be BEL,29-215,90,6,0,6,100.0,1.8,1,7,14.3,37,5,18.9,29.0,5,0.0,21.0,18,0,0.0,0,3.5,17,2021-2022
Jan Oblak,si SVN,28-339,90,3,2,1,33.3,0.6,0,11,0.0,10,1,30.0,28.5,8,100.0,57.8,4,0,0.0,1,27.0,17,2021-2022
Jeremías Ledesma,ar ARG,28-303,90,5,1,4,80.0,0.8,10,26,38.5,19,2,84.2,59.1,10,100.0,64.1,16,1,6.3,0,9.0,17,2021-2022
Luís Maximiano,pt POR,22-342,90,3,1,2,66.7,1.1,1,6,16.7,26,9,19.2,26.8,8,12.5,20.9,20,2,10.0,5,19.6,17,2021-2022
Matías Dituro,ar ARG,34-223,90,3,1,2,66.7,0.8,13,24,54.2,34,3,52.9,42.1,6,100.0,65.7,9,0,0.0,0,,18,2021-2022
Diego López,es ESP,40-044,90,5,3,2,40.0,2.1,2,5,40.0,18,5,16.7,30.6,8,25.0,29.8,12,0,0.0,2,14.0,18,2021-2022
Stole Dimitrievski,mk MKD,27-358,90,4,0,4,100.0,1.4,7,21,33.3,28,8,60.7,48.6,7,57.1,46.7,10,3,30.0,0,11.2,18,2021-2022
Fernando Pacheco,es ESP,29-214,90,5,2,3,60.0,1.3,10,24,41.7,20,3,80.0,53.2,8,100.0,64.3,19,2,10.5,2,14.0,18,2021-2022
Mathew Ryan,au AUS,29-254,90,7,3,4,57.1,1.7,4,21,19.0,30,5,56.7,42.0,6,66.7,44.7,18,1,5.6,0,4.0,18,2021-2022
Gerónimo Rulli,ar ARG,29-212,90,4,1,3,75.0,1.2,6,15,40.0,32,4,37.5,36.9,6,50.0,44.8,13,2,15.4,0,6.0,18,2021-2022
