player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Karim Benzema,9,fr FRA,FW,33-322,82,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,13,2021-2022
   Eden Hazard,7,be BEL,FW,30-303,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2021-2022
Vinicius Júnior,20,br BRA,LW,21-117,90,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,2,0,13,2021-2022
Marco Asensio,11,es ESP,RW,25-289,82,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,13,2021-2022
   Lucas Vázquez,17,es ESP,RW,30-128,8,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,13,2021-2022
Toni Kroos,8,de GER,LM,31-306,90,1,0,0,1,0,1,3,33.3,2,1,1,0,1,2,0,0,13,2021-2022
Casemiro,14,br BRA,CM,29-256,90,4,4,2,2,0,3,5,60.0,2,2,1,1,2,6,1,1,13,2021-2022
Eduardo Camavinga,25,fr FRA,RM,18-361,90,6,4,2,3,1,3,6,50.0,3,2,1,1,0,6,1,0,13,2021-2022
Ferland Mendy,23,fr FRA,LB,26-151,90,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,3,1,13,2021-2022
David Alaba,4,at AUT,CB,29-135,90,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,3,0,13,2021-2022
Éder Militão,3,br BRA,CB,23-292,90,1,0,1,0,0,0,0,,0,2,1,1,3,4,1,0,13,2021-2022
Dani Carvajal,2,es ESP,RB,29-299,89,5,4,3,1,1,2,2,100.0,0,3,2,1,2,7,0,0,13,2021-2022
   Nacho,6,es ESP,RB,31-292,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2021-2022
Thibaut Courtois,1,be BEL,GK,29-179,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2021-2022
Randy Ntekja,9,fr FRA,FW,23-335,68,2,1,2,0,0,0,1,0.0,1,0,0,0,1,3,1,0,13,2021-2022
   Radamel Falcao,3,co COL,FW,35-269,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2021-2022
   Sergi Guardiola,16,es ESP,FW,30-161,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2021-2022
Álvaro García,18,es ESP,LW,29-010,90,2,1,1,0,1,1,1,100.0,0,1,0,1,1,3,0,0,13,2021-2022
Isaac Palazón Camacho,7,es ESP,RW,26-314,59,1,0,1,0,0,1,2,50.0,1,2,0,2,0,1,1,0,13,2021-2022
   Bebé,10,cv CPV,RW,31-117,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2021-2022
Óscar Trejo,8,ar ARG,AM,33-194,59,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,13,2021-2022
   Unai López,12,es ESP,"AM,DM",26-007,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2021-2022
Óscar Valentín,23,es ESP,"DM,CB",27-078,90,0,0,0,0,0,0,3,0.0,3,3,1,2,1,1,0,0,13,2021-2022
Santi Comesaña,6,es ESP,DM,25-032,90,4,2,2,1,1,3,5,60.0,2,2,0,2,1,5,0,0,13,2021-2022
Fran Garcia,33,es ESP,LB,22-084,90,2,2,2,0,0,2,3,66.7,1,0,0,0,2,4,0,0,13,2021-2022
Catena,5,es ESP,CB,27-009,90,3,2,2,1,0,2,4,50.0,2,1,0,1,0,3,2,0,13,2021-2022
Esteban Saveljich,24,me MNE,CB,30-170,80,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0,13,2021-2022
   José Pozo,22,es ESP,"AM,CB",25-236,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2021-2022
Iván Balliu,20,al ALB,RB,29-309,90,3,0,1,0,2,1,2,50.0,1,1,1,0,1,4,2,0,13,2021-2022
Stole Dimitrievski,13,mk MKD,GK,27-316,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,13,2021-2022
Arnaut Danjuma,15,nl NED,FW,24-280,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2021-2022
