player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Oihan Sancet,8,es ESP,FW,21-241,62,15,17,88.2,149,32,8,10,80.0,3,3,100.0,0,0,,0,0.1,0.1,1,0,3,0,3,21,2021-2022
   Raúl García,22,es ESP,FW,35-164,28,7,9,77.8,87,10,3,5,60.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,3,21,2021-2022
Iñaki Williams,9,gh GHA,FW,27-190,90,16,25,64.0,212,38,9,12,75.0,5,7,71.4,0,0,,0,0.3,0.3,1,0,1,0,2,21,2021-2022
Iker Muniain,10,es ESP,LM,29-003,83,51,61,83.6,725,274,29,31,93.5,14,17,82.4,4,7,57.1,0,0.2,0.3,4,5,4,1,10,21,2021-2022
   Nicolás Serrano,33,es ESP,LM,18-292,7,5,8,62.5,61,8,3,3,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,21,2021-2022
Dani García,14,es ESP,CM,31-212,90,45,53,84.9,720,234,21,22,95.5,19,20,95.0,2,7,28.6,0,0.0,0.1,0,7,0,0,7,21,2021-2022
Unai Vencedor Paris,16,es ESP,CM,21-037,90,69,76,90.8,1368,419,24,25,96.0,32,34,94.1,11,14,78.6,0,0.0,0.2,1,14,1,0,16,21,2021-2022
Oier Zarraga,19,es ESP,RM,22-352,56,17,22,77.3,240,95,9,12,75.0,4,5,80.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,21,2021-2022
   Nico Williams,30,es ESP,RM,19-163,34,6,11,54.5,118,8,2,2,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,21,2021-2022
Mikel Balenziaga,24,es ESP,LB,33-296,62,24,28,85.7,275,65,19,19,100.0,4,7,57.1,0,0,,0,0.1,0.1,1,3,0,0,3,21,2021-2022
