Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Aitor Fernández,es ESP,30-131,90,6,1,5,83.3,1.5,8,19,42.1,22,1,45.5,40.3,12,75.0,47.9,17,0,0.0,2,30.0,4,2021-2022
Stole Dimitrievski,mk MKD,27-260,90,2,1,1,100.0,1.0,3,8,37.5,13,3,46.2,42.0,6,33.3,35.7,6,0,0.0,0,,4,2021-2022
Unai Simón,es ESP,24-092,90,1,0,1,100.0,0.0,2,8,25.0,14,5,28.6,34.0,8,50.0,44.5,9,1,11.1,0,3.0,4,2021-2022
Manolo Reina,es ESP,36-163,90,5,2,3,60.0,1.4,10,22,45.5,28,7,46.4,37.7,12,75.0,49.6,18,2,11.1,0,6.0,4,2021-2022
Diego López,es ESP,39-313,90,3,2,1,33.3,0.8,5,20,25.0,24,5,54.2,40.9,19,36.8,33.6,13,0,0.0,0,15.0,4,2021-2022
Jan Oblak,si SVN,28-248,90,3,1,2,66.7,0.6,2,4,50.0,16,6,18.8,27.1,8,12.5,20.5,13,3,23.1,1,8.8,4,2021-2022
Sergio Herrera,es ESP,28-099,90,4,4,1,0.0,1.8,4,19,21.1,17,3,76.5,45.8,7,85.7,62.1,13,0,0.0,2,16.8,4,2021-2022
Giorgi Mamardashvili,ge GEO,20-348,90,2,1,1,50.0,0.7,3,15,20.0,21,3,42.9,38.6,9,66.7,50.9,12,0,0.0,0,10.0,4,2021-2022
Jeremías Ledesma,ar ARG,28-211,90,4,2,2,75.0,2.3,6,18,33.3,17,1,76.5,48.6,5,100.0,66.0,15,0,0.0,0,4.0,4,2021-2022
Álex Remiro,es ESP,26-172,90,1,0,1,100.0,0.1,6,7,85.7,29,5,24.1,25.2,2,0.0,16.5,6,0,0.0,0,,4,2021-2022
Thibaut Courtois,be BEL,29-124,90,4,2,3,50.0,1.9,0,9,0.0,35,6,14.3,31.8,5,80.0,66.0,9,2,22.2,1,11.3,4,2021-2022
Matías Dituro,ar ARG,34-127,90,11,5,6,63.6,5.0,4,15,26.7,26,4,50.0,42.3,2,100.0,56.5,12,0,0.0,3,22.0,4,2021-2022
David Soria,es ESP,28-162,90,3,1,2,66.7,1.1,4,8,50.0,21,5,23.8,33.2,5,60.0,43.2,10,0,0.0,3,25.0,4,2021-2022
Kiko Casilla,es ESP,34-346,90,1,0,1,100.0,0.0,5,21,23.8,28,7,53.6,42.2,8,75.0,53.4,25,1,4.0,0,12.0,4,2021-2022
Luís Maximiano,pt POR,22-251,90,9,2,7,77.8,2.7,3,11,27.3,33,9,30.3,30.3,5,20.0,27.8,13,0,0.0,2,20.5,4,2021-2022
Rui Silva,pt POR,27-218,90,2,1,1,50.0,0.2,3,12,25.0,23,7,30.4,36.1,11,45.5,44.0,15,1,6.7,4,20.7,4,2021-2022
Matías Dituro,ar ARG,34-132,90,3,2,0,33.3,1.6,10,13,76.9,27,3,37.0,31.2,7,42.9,34.6,9,0,0.0,1,20.0,5,2021-2022
Jeremías Ledesma,ar ARG,28-216,90,4,1,3,75.0,0.7,11,29,37.9,18,0,94.4,59.0,12,100.0,62.6,32,1,3.1,2,11.4,5,2021-2022
Stole Dimitrievski,mk MKD,27-267,90,3,0,2,100.0,1.3,6,18,33.3,27,7,40.7,39.2,9,77.8,57.6,12,2,16.7,0,9.0,5,2021-2022
David Soria,es ESP,28-167,90,5,3,2,60.0,2.5,6,25,24.0,28,4,71.4,48.9,7,71.4,54.9,13,0,0.0,2,29.0,5,2021-2022
