Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
José Luis Morales,11,es ESP,FW,34-287,89,0,0,0,0,6,4,0,0,35,0,0,3,0.9,0.9,0.0,7,0,12,17,70.6,1,20,3,8,6,35,2021-2022
   Mickael Malsa,12,mq MTQ,FW,26-206,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,1,0,35,2021-2022
Dani Gómez,21,es ESP,FW,23-280,61,0,0,0,0,1,0,0,0,22,0,1,1,0.0,0.0,0.4,2,1,6,9,66.7,1,14,1,6,2,35,2021-2022
   Enis Bardhi,10,mk MKD,"CM,FW",26-308,29,0,0,0,0,2,0,0,0,20,0,1,0,0.1,0.1,0.0,3,0,10,12,83.3,3,15,1,5,2,35,2021-2022
José Campaña,24,es ESP,CM,28-340,61,0,1,0,0,0,0,0,0,28,1,1,0,0.0,0.0,0.0,1,1,18,20,90.0,7,12,0,2,1,35,2021-2022
   Gonzalo Melero,22,es ESP,CM,28-124,29,1,0,1,1,0,0,0,0,12,0,0,0,0.8,0.0,0.0,0,0,9,11,81.8,1,10,0,0,0,35,2021-2022
José Luis García Vayá,8,es ESP,CM,23-268,90,0,0,0,0,1,0,0,0,55,6,3,0,0.0,0.0,0.1,1,0,28,36,77.8,4,24,0,4,2,35,2021-2022
Nemanja Radoja,5,rs SRB,CM,29-089,75,0,0,0,0,2,1,0,0,36,1,0,0,0.1,0.1,0.3,2,0,17,24,70.8,0,19,0,0,0,35,2021-2022
   Roger Martí,9,es ESP,"FW,CM",31-123,15,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.1,2,1,3,5,60.0,1,4,0,1,0,35,2021-2022
Son,2,es ESP,LB,28-037,90,0,0,0,0,0,0,0,0,36,2,0,2,0.0,0.0,0.0,1,0,18,25,72.0,1,18,1,2,0,35,2021-2022
Rúben Vezo,14,pt POR,CB,28-011,90,0,0,0,0,0,0,0,0,43,4,2,3,0.0,0.0,0.0,1,0,19,21,90.5,2,24,0,1,1,35,2021-2022
Óscar Duarte,6,cr CRC,CB,32-337,75,0,0,0,0,1,0,0,0,33,3,0,1,0.1,0.1,0.0,0,0,19,23,82.6,0,13,0,0,0,35,2021-2022
   Sergio Postigo,15,es ESP,CB,33-183,15,0,0,0,0,0,0,1,0,5,0,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,35,2021-2022
Rober,4,es ESP,CB,27-079,90,0,0,0,0,1,0,1,0,52,2,2,1,0.0,0.0,0.0,0,0,37,44,84.1,5,24,0,2,1,35,2021-2022
Jorge Miramón,20,es ESP,RB,32-338,90,1,0,0,0,1,1,0,0,68,2,0,0,0.0,0.0,0.1,4,0,35,54,64.8,4,35,1,2,2,35,2021-2022
Cárdenas,34,es ESP,GK,25-039,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,17,35,48.6,0,20,0,0,0,35,2021-2022
José Luis Morales,11,es ESP,FW,34-287,89,0,0,0,0,6,4,0,0,35,0,0,3,0.9,0.9,0.0,7,0,12,17,70.6,1,20,3,8,6,35,2021-2022
   Mickael Malsa,12,mq MTQ,FW,26-206,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,1,0,35,2021-2022
Dani Gómez,21,es ESP,FW,23-280,61,0,0,0,0,1,0,0,0,22,0,1,1,0.0,0.0,0.4,2,1,6,9,66.7,1,14,1,6,2,35,2021-2022
   Enis Bardhi,10,mk MKD,"CM,FW",26-308,29,0,0,0,0,2,0,0,0,20,0,1,0,0.1,0.1,0.0,3,0,10,12,83.3,3,15,1,5,2,35,2021-2022
José Campaña,24,es ESP,CM,28-340,61,0,1,0,0,0,0,0,0,28,1,1,0,0.0,0.0,0.0,1,1,18,20,90.0,7,12,0,2,1,35,2021-2022
   Gonzalo Melero,22,es ESP,CM,28-124,29,1,0,1,1,0,0,0,0,12,0,0,0,0.8,0.0,0.0,0,0,9,11,81.8,1,10,0,0,0,35,2021-2022
José Luis García Vayá,8,es ESP,CM,23-268,90,0,0,0,0,1,0,0,0,55,6,3,0,0.0,0.0,0.1,1,0,28,36,77.8,4,24,0,4,2,35,2021-2022
Nemanja Radoja,5,rs SRB,CM,29-089,75,0,0,0,0,2,1,0,0,36,1,0,0,0.1,0.1,0.3,2,0,17,24,70.8,0,19,0,0,0,35,2021-2022
