Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Jan Oblak,si SVN,28-331,90,3,2,1,33.3,1.4,1,7,14.3,15,2,33.3,35.3,5,40.0,39.6,8,0,0.0,0,2.0,16,2021-2022
Manolo Reina,es ESP,36-247,90,6,1,5,83.3,1.8,8,19,42.1,17,1,52.9,39.5,12,83.3,54.8,20,0,0.0,0,,16,2021-2022
Álex Remiro,es ESP,26-255,90,8,2,6,75.0,2.7,2,4,50.0,22,3,13.6,23.8,5,20.0,24.0,4,0,0.0,6,21.0,16,2021-2022
Thibaut Courtois,be BEL,29-207,90,0,0,0,,0.0,4,21,19.0,25,4,60.0,47.5,7,85.7,60.0,20,2,10.0,0,6.3,16,2021-2022
Stole Dimitrievski,mk MKD,27-345,90,3,0,3,100.0,0.4,7,13,53.8,17,5,47.1,40.6,5,100.0,69.2,8,1,12.5,0,16.5,16,2021-2022
Diego López,es ESP,40-032,90,0,1,0,,0.0,4,12,33.3,17,3,35.3,33.9,12,50.0,40.8,21,0,0.0,0,5.3,16,2021-2022
Édgar Badía,es ESP,29-296,90,6,1,4,83.3,2.3,6,12,50.0,29,6,17.2,27.5,8,87.5,54.5,22,1,4.5,1,14.0,16,2021-2022
Jeremías Ledesma,ar ARG,28-295,90,3,3,0,33.3,2.1,7,15,46.7,18,3,72.2,45.7,2,100.0,68.5,8,1,12.5,2,17.5,16,2021-2022
Cárdenas,es ESP,24-252,90,1,0,1,100.0,0.3,2,9,22.2,36,6,25.0,28.9,4,0.0,22.3,12,1,8.3,2,15.0,16,2021-2022
Sergio Herrera,es ESP,28-183,90,3,0,3,100.0,0.5,12,28,42.9,25,3,64.0,45.0,13,92.3,58.8,21,0,0.0,0,5.5,16,2021-2022
Matías Dituro,ar ARG,34-211,90,5,2,3,60.0,1.3,7,27,25.9,40,7,57.5,43.8,9,44.4,38.6,6,0,0.0,0,6.5,16,2021-2022
Jasper Cillessen,nl NED,32-227,90,5,1,4,80.0,1.5,7,17,41.2,15,0,73.3,52.5,7,85.7,58.1,25,1,4.0,1,14.7,16,2021-2022
David Soria,es ESP,28-246,90,3,0,3,100.0,0.4,13,30,43.3,37,4,70.3,49.2,6,66.7,55.7,20,1,5.0,2,20.8,16,2021-2022
Unai Simón,es ESP,24-178,90,5,0,5,100.0,0.9,2,5,40.0,16,5,18.8,24.9,7,28.6,36.0,18,0,0.0,0,8.0,16,2021-2022
Manolo Reina,es ESP,36-253,90,5,0,5,100.0,1.4,7,17,41.2,8,3,62.5,47.0,12,100.0,53.6,12,0,0.0,0,5.0,17,2021-2022
Matías Dituro,ar ARG,34-216,90,1,0,1,100.0,0.1,6,19,31.6,17,0,70.6,55.0,8,87.5,60.4,13,1,7.7,0,10.5,17,2021-2022
Diego López,es ESP,40-038,90,5,3,2,40.0,3.2,4,8,50.0,22,8,22.7,28.3,8,37.5,34.8,11,3,27.3,1,11.0,17,2021-2022
Cárdenas,es ESP,24-258,90,8,4,4,50.0,2.6,1,4,25.0,22,5,13.6,24.2,5,20.0,36.0,11,0,0.0,0,,17,2021-2022
Fernando Pacheco,es ESP,29-207,90,2,1,1,50.0,0.1,9,13,69.2,24,3,37.5,36.7,8,50.0,41.1,6,0,0.0,2,19.3,17,2021-2022
David Soria,es ESP,28-251,90,1,1,0,0.0,0.8,8,21,38.1,19,0,78.9,55.4,6,100.0,58.8,25,0,0.0,0,6.0,17,2021-2022
