player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Raúl de Tomás,11,es ESP,FW,27-209,90,13,17,76.5,246,14,6,8,75.0,5,5,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,1,37,2021-2022
Javi Puado,9,es ESP,FW,23-354,67,19,19,100.0,216,9,14,14,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,37,2021-2022
   Adri Embarba,23,es ESP,FW,30-007,23,2,4,50.0,45,27,1,2,50.0,0,0,,1,1,100.0,0,0.1,0.1,1,0,0,0,0,37,2021-2022
Tonny Vilhena,19,nl NED,LM,27-131,86,16,23,69.6,195,116,12,14,85.7,4,6,66.7,0,3,0.0,0,0.0,0.0,0,1,1,0,3,37,2021-2022
   Dídac Vilà,17,es ESP,"LB,LM",32-339,4,2,3,66.7,37,27,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,37,2021-2022
Fran Mérida,8,es ESP,CM,32-071,67,26,38,68.4,396,122,13,15,86.7,9,12,75.0,2,7,28.6,0,0.0,0.0,0,2,0,0,3,37,2021-2022
   Daniel Villahermosa,40,es ESP,CM,21-132,23,4,7,57.1,73,25,1,2,50.0,0,0,,1,2,50.0,0,0.0,0.0,0,1,0,0,1,37,2021-2022
Sergi Darder,10,es ESP,CM,28-143,90,33,42,78.6,727,223,15,17,88.2,10,14,71.4,8,10,80.0,0,0.0,0.0,0,2,0,0,1,37,2021-2022
Óscar Melendo,14,es ESP,RM,24-264,57,22,22,100.0,321,85,12,12,100.0,8,8,100.0,1,1,100.0,0,0.0,0.0,1,3,0,0,2,37,2021-2022
   Nico Ribaudo,21,es ESP,RM,21-033,33,14,14,100.0,209,40,7,7,100.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,37,2021-2022
