Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Jeremías Ledesma,ar ARG,28-324,90,3,1,2,66.7,0.8,8,25,32.0,16,3,81.3,50.0,12,100.0,63.7,21,0,0.0,0,7.7,19,2021-2022
Yassine Bounou,ma MAR,30-273,90,2,0,2,100.0,0.1,3,6,50.0,26,6,19.2,28.7,5,20.0,29.2,10,2,20.0,0,6.0,19,2021-2022
Aitor Fernández,es ESP,30-250,90,8,0,7,100.0,2.2,8,22,36.4,27,8,63.0,43.9,6,83.3,53.2,16,0,0.0,0,,20,2021-2022
Leonardo Román,es ESP,21-186,90,8,2,6,75.0,2.1,3,12,25.0,19,4,42.1,35.7,9,44.4,39.4,17,1,5.9,2,12.8,20,2021-2022
Álex Remiro,es ESP,26-290,90,0,0,0,,0.0,7,18,38.9,25,2,56.0,42.8,4,100.0,63.0,16,0,0.0,1,13.7,20,2021-2022
Matías Dituro,ar ARG,34-245,90,3,1,2,66.7,0.8,10,32,31.3,36,3,63.9,43.7,11,81.8,55.1,16,0,0.0,3,22.8,20,2021-2022
Luís Maximiano,pt POR,23-003,90,1,1,0,0.0,0.5,5,19,26.3,28,5,35.7,36.0,13,69.2,51.2,8,1,12.5,0,12.3,20,2021-2022
Marc-André ter Stegen,de GER,29-253,90,4,1,3,75.0,1.2,4,12,33.3,34,5,26.5,29.6,7,42.9,35.0,12,1,8.3,1,14.5,20,2021-2022
Thibaut Courtois,be BEL,29-242,90,7,1,5,85.7,1.8,2,6,33.3,24,6,20.8,27.0,5,20.0,19.6,17,0,0.0,0,13.0,20,2021-2022
Jasper Cillessen,nl NED,32-261,90,8,4,4,62.5,4.0,5,12,41.7,17,4,35.3,39.4,6,100.0,73.8,10,1,10.0,0,8.3,20,2021-2022
Luca Zidane,fr FRA,23-241,90,5,1,4,80.0,1.6,7,13,53.8,27,8,33.3,33.1,7,57.1,46.4,9,1,11.1,0,10.5,20,2021-2022
Rui Silva,pt POR,27-336,90,7,1,6,85.7,1.3,9,26,34.6,29,9,55.2,44.3,10,100.0,66.6,24,1,4.2,0,5.0,20,2021-2022
Marko Dmitrović,rs SRB,29-350,90,2,0,2,100.0,0.2,5,13,38.5,36,4,27.8,32.6,4,75.0,57.0,11,0,0.0,0,12.3,20,2021-2022
David Soria,es ESP,28-280,90,1,1,0,0.0,0.5,13,22,59.1,29,3,41.4,36.2,11,90.9,56.2,19,2,10.5,2,13.1,20,2021-2022
Sergio Herrera,es ESP,28-218,90,1,0,1,100.0,0.1,14,21,66.7,23,3,60.9,45.2,8,87.5,57.4,17,1,5.9,2,23.5,20,2021-2022
Jeremías Ledesma,ar ARG,28-330,90,5,2,3,60.0,1.8,6,22,27.3,20,2,70.0,50.8,8,100.0,67.3,26,1,3.8,0,7.5,20,2021-2022
Fernando Pacheco,es ESP,29-236,90,2,0,2,100.0,0.6,18,27,66.7,17,0,82.4,47.8,13,100.0,59.6,16,0,0.0,1,17.0,20,2021-2022
Unai Simón,es ESP,24-212,90,1,0,1,100.0,0.2,2,7,28.6,27,9,14.8,25.7,5,60.0,42.0,23,3,13.0,1,12.0,20,2021-2022
Gerónimo Rulli,ar ARG,29-234,90,5,2,3,60.0,0.3,2,9,22.2,32,0,25.0,30.7,3,33.3,39.0,13,0,0.0,1,14.0,20,2021-2022
Jan Oblak,si SVN,29-002,90,3,2,0,33.3,2.0,5,17,29.4,19,2,68.4,45.8,7,57.1,44.6,16,2,12.5,0,1.7,20,2021-2022
