player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Arnaut Danjuma,15,nl NED,FW,24-300,90,18,17,1,0,0,0,2,0,0,0,0,0,13,0,1,15,2021-2022
Manu Trigueros,14,es ESP,FW,30-041,83,26,24,1,0,0,0,0,0,0,0,0,0,20,1,0,15,2021-2022
   Dani Raba,17,es ESP,FW,26-029,7,7,4,3,0,0,0,2,0,1,1,0,0,5,0,0,15,2021-2022
Moi Gómez,23,es ESP,LM,27-157,90,29,29,0,0,0,0,0,0,0,0,0,0,22,0,1,15,2021-2022
Daniel Parejo,5,es ESP,CM,32-225,90,56,46,8,5,0,1,3,0,3,2,1,0,46,2,2,15,2021-2022
Étienne Capoue,6,fr FRA,CM,33-139,90,43,42,1,1,0,0,1,0,0,0,0,0,38,0,1,15,2021-2022
Yeremi Pino,21,es ESP,RM,19-038,64,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,15,2021-2022
   Samuel Chukwueze,11,ng NGA,RM,22-189,26,11,11,0,0,1,0,0,0,0,0,0,0,7,0,2,15,2021-2022
Alfonso Pedraza,24,es ESP,LB,25-232,64,23,17,6,1,0,0,4,5,0,0,0,0,16,0,0,15,2021-2022
   Pervis Estupiñán,12,ec ECU,LB,23-310,26,11,10,1,0,0,0,0,1,0,0,0,0,9,0,0,15,2021-2022
Pau Torres,4,es ESP,CB,24-315,90,54,50,4,4,0,0,0,0,0,0,0,0,50,0,0,15,2021-2022
Raúl Albiol,3,es ESP,CB,36-084,90,59,58,1,1,0,0,0,0,0,0,0,0,49,0,0,15,2021-2022
Juan Foyth,8,ar ARG,RB,23-319,90,45,31,14,3,0,0,2,11,0,0,0,0,35,0,0,15,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-191,90,54,44,10,3,0,0,0,0,0,0,0,0,43,0,0,15,2021-2022
Memphis,9,nl NED,FW,27-287,90,23,17,6,0,0,0,3,0,4,1,1,0,18,0,0,15,2021-2022
Gavi,30,es ESP,LW,17-114,90,27,27,0,0,0,0,2,0,0,0,0,0,20,0,2,15,2021-2022
Abdessamad Ezzalzouli,33,ma MAR,RW,19-345,65,18,18,0,0,0,0,2,0,0,0,0,0,9,0,1,15,2021-2022
   Ousmane Dembélé,7,fr FRA,RW,24-196,25,6,6,0,0,0,0,2,0,0,0,0,0,5,0,1,15,2021-2022
Nicolás González,28,es ESP,LM,19-328,79,33,29,3,3,0,1,0,0,0,0,0,0,29,1,0,15,2021-2022
   Philippe Coutinho,14,br BRA,LM,29-168,11,6,5,1,1,0,0,0,0,0,0,0,0,4,0,0,15,2021-2022
Sergio Busquets,5,es ESP,CM,33-134,90,38,35,2,2,0,1,0,0,0,0,0,0,33,1,1,15,2021-2022
Frenkie de Jong,21,nl NED,RM,24-199,90,28,28,0,0,1,0,0,0,0,0,0,0,24,0,0,15,2021-2022
Jordi Alba,18,es ESP,LB,32-251,70,57,46,10,3,0,0,2,7,0,0,0,0,41,1,2,15,2021-2022
