Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Matías Dituro,ar ARG,34-273,90,0,0,0,,0.0,13,24,54.2,34,2,50.0,40.5,8,87.5,67.5,10,1,10.0,1,14.7,23,2021-2022
Stole Dimitrievski,mk MKD,28-042,90,3,2,1,33.3,0.7,8,13,61.5,19,5,52.6,36.6,6,50.0,39.5,18,0,0.0,1,12.3,23,2021-2022
Sergio Herrera,es ESP,28-245,90,4,0,3,100.0,1.3,9,18,50.0,13,1,84.6,55.0,7,100.0,60.0,19,0,0.0,0,3.5,23,2021-2022
Yassine Bounou,ma MAR,30-306,90,3,0,3,100.0,0.3,1,6,16.7,32,5,15.6,26.5,7,14.3,21.4,12,0,0.0,1,31.0,23,2021-2022
Giorgi Mamardashvili,ge GEO,21-130,90,2,0,2,100.0,0.1,10,29,34.5,30,5,70.0,45.7,10,80.0,55.1,17,1,5.9,4,26.7,23,2021-2022
Álex Remiro,es ESP,26-319,90,3,0,3,100.0,0.5,3,13,23.1,23,2,34.8,34.2,14,35.7,34.9,20,2,10.0,0,9.7,23,2021-2022
Marc-André ter Stegen,de GER,29-282,90,4,2,2,50.0,1.4,9,14,64.3,24,1,33.3,32.2,9,66.7,46.0,14,0,0.0,0,7.7,23,2021-2022
Jan Oblak,si SVN,29-030,90,4,4,0,0.0,1.2,3,10,30.0,20,6,35.0,28.6,5,60.0,41.4,12,0,0.0,1,18.0,23,2021-2022
Rui Silva,pt POR,27-364,90,3,2,1,33.3,1.3,1,5,20.0,17,4,17.6,27.1,6,33.3,38.2,12,0,0.0,2,25.0,23,2021-2022
Gerónimo Rulli,ar ARG,29-262,90,3,0,3,100.0,0.7,6,17,35.3,34,8,44.1,39.1,3,66.7,49.0,10,1,10.0,2,21.3,23,2021-2022
Thibaut Courtois,be BEL,29-271,90,3,0,3,100.0,0.2,3,10,30.0,34,5,17.6,27.9,5,80.0,68.8,11,0,0.0,1,20.5,23,2021-2022
Luís Maximiano,pt POR,23-032,90,11,1,10,90.9,2.4,9,25,36.0,30,6,56.7,44.1,9,88.9,60.1,19,0,0.0,0,15.0,23,2021-2022
Unai Simón,es ESP,24-241,90,3,1,2,66.7,1.0,4,13,30.8,21,7,33.3,35.9,6,100.0,61.3,13,1,7.7,0,6.0,23,2021-2022
Diego López,es ESP,40-096,90,4,2,2,50.0,1.8,1,5,20.0,40,8,12.5,27.3,3,0.0,29.0,11,0,0.0,6,25.1,23,2021-2022
Yassine Bounou,ma MAR,30-312,90,1,0,1,100.0,0.1,4,6,66.7,20,6,15.0,26.5,5,60.0,41.8,16,1,6.3,0,7.0,24,2021-2022
Édgar Badía,es ESP,29-364,90,6,2,4,66.7,0.9,11,22,50.0,34,6,38.2,36.1,10,90.0,61.6,18,0,0.0,2,22.7,24,2021-2022
Jeremías Ledesma,ar ARG,28-364,90,1,0,0,100.0,1.0,10,20,50.0,30,7,50.0,38.9,8,62.5,49.1,9,1,11.1,0,10.0,24,2021-2022
Matías Dituro,ar ARG,34-280,90,2,0,2,100.0,0.6,11,18,61.1,33,3,27.3,31.4,9,100.0,60.8,14,2,14.3,0,12.0,24,2021-2022
Gerónimo Rulli,ar ARG,29-268,90,5,0,5,100.0,0.9,6,11,54.5,15,4,33.3,34.9,9,66.7,52.6,14,2,14.3,0,7.3,24,2021-2022
Thibaut Courtois,be BEL,29-277,90,2,0,2,100.0,0.1,0,3,0.0,29,4,10.3,24.3,3,0.0,23.7,8,3,37.5,1,9.2,24,2021-2022
