player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Roger Martí,9,es ESP,FW,31-089,85,0,1,0,0,1,0,1,0,24,1,0,2,0.0,0.0,0.5,3,0,11,14,78.6,1,15,1,2,1,30,2021-2022
   Mickael Malsa,12,mq MTQ,CM,26-172,5,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,0,0,0,0,0,30,2021-2022
José Luis Morales,11,es ESP,FW,34-253,90,2,0,0,0,5,2,1,0,29,0,0,1,1.4,1.4,0.0,2,1,12,17,70.6,1,15,3,4,1,30,2021-2022
Nemanja Radoja,5,rs SRB,"CM,RM",29-055,90,0,0,0,0,1,0,0,0,40,2,1,2,0.2,0.2,0.1,1,0,22,26,84.6,1,16,2,1,0,30,2021-2022
José Luis García Vayá,8,es ESP,CM,23-234,90,0,0,0,0,0,0,1,0,87,2,4,5,0.0,0.0,0.1,3,0,51,61,83.6,6,26,0,1,1,30,2021-2022
Gonzalo Melero,22,es ESP,CM,28-090,56,0,0,0,0,0,0,0,0,28,2,0,0,0.0,0.0,0.0,2,0,16,22,72.7,5,12,0,3,0,30,2021-2022
   José Campaña,24,es ESP,"CM,LM",28-306,34,0,0,0,0,1,1,0,0,21,1,0,0,0.1,0.1,0.0,1,0,11,16,68.8,1,9,1,2,1,30,2021-2022
Enric Franquesa,3,es ESP,LB,25-035,45,0,0,0,0,1,0,0,0,37,0,0,0,0.1,0.1,0.0,2,0,17,29,58.6,2,15,0,3,0,30,2021-2022
   Son,2,es ESP,LB,28-003,45,0,0,0,0,1,1,0,0,30,1,0,2,0.1,0.1,0.0,0,0,14,21,66.7,1,9,0,0,0,30,2021-2022
Martín Cáceres,7,uy URU,CB,34-360,45,0,0,0,0,0,0,0,0,33,1,0,0,0.0,0.0,0.0,0,0,24,32,75.0,8,19,3,0,0,30,2021-2022
   Rúben Vezo,14,pt POR,CB,27-342,45,0,0,0,0,0,0,0,0,17,0,0,1,0.0,0.0,0.0,0,0,10,13,76.9,0,2,0,0,0,30,2021-2022
Sergio Postigo,15,es ESP,CB,33-149,75,0,0,0,0,1,0,0,0,45,4,1,2,0.0,0.0,0.0,0,0,24,30,80.0,3,10,0,0,0,30,2021-2022
   Shkodran Mustafi,13,de GER,CB,29-350,15,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,30,2021-2022
Rober,4,es ESP,CB,27-045,90,0,0,0,0,1,0,0,0,45,2,2,3,0.1,0.1,0.0,0,0,23,34,67.6,0,13,0,0,0,30,2021-2022
Jorge Miramón,20,es ESP,RB,32-304,90,0,0,0,0,1,0,0,0,54,3,1,0,0.0,0.0,0.1,2,0,30,41,73.2,4,23,5,2,1,30,2021-2022
Cárdenas,34,es ESP,GK,25-005,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,14,24,58.3,0,8,0,0,0,30,2021-2022
Arnaut Danjuma,15,nl NED,FW,25-061,75,0,0,0,0,2,0,0,0,25,0,0,0,0.2,0.2,0.1,2,0,17,19,89.5,0,20,1,3,1,30,2021-2022
   Paco Alcácer,9,es ESP,FW,28-215,15,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,30,2021-2022
Gerard Moreno,7,es ESP,FW,29-360,90,0,0,0,0,2,0,0,0,51,0,1,1,0.1,0.1,0.2,3,0,24,38,63.2,4,28,1,5,2,30,2021-2022
Manu Trigueros,14,es ESP,LM,30-167,61,0,0,0,0,2,0,0,0,37,1,1,0,0.1,0.1,0.0,1,0,22,31,71.0,6,23,1,0,0,30,2021-2022
   Giovani Lo Celso,17,ar ARG,LM,25-358,29,0,0,0,0,2,0,0,0,19,1,0,0,0.1,0.1,0.0,0,0,9,11,81.8,2,12,2,2,0,30,2021-2022
Daniel Parejo,5,es ESP,CM,32-351,90,0,0,0,0,0,0,0,0,74,1,1,1,0.0,0.0,0.0,5,0,58,71,81.7,11,35,3,1,1,30,2021-2022
Étienne Capoue,6,fr FRA,CM,33-265,61,0,0,0,0,1,0,0,0,53,1,0,0,0.0,0.0,0.0,2,0,31,41,75.6,7,23,0,0,0,30,2021-2022
   Francis Coquelin,19,fr FRA,CM,30-324,29,0,0,0,0,0,0,1,0,23,1,1,1,0.0,0.0,0.0,0,0,14,17,82.4,2,17,1,0,0,30,2021-2022
Yeremi Pino,21,es ESP,RM,19-164,90,0,0,0,0,2,1,0,0,58,1,1,3,0.4,0.4,0.4,6,0,30,44,68.2,8,41,4,5,4,30,2021-2022
Alfonso Pedraza,24,es ESP,LB,25-358,75,0,0,0,0,0,0,0,0,42,1,2,1,0.0,0.0,0.1,2,0,26,35,74.3,2,31,2,1,0,30,2021-2022
   Pervis Estupiñán,12,ec ECU,LB,24-071,15,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,11,13,84.6,2,7,0,1,1,30,2021-2022
Pau Torres,4,es ESP,CB,25-076,90,0,0,0,0,0,0,1,0,62,2,0,0,0.0,0.0,0.0,0,0,41,54,75.9,7,34,1,2,1,30,2021-2022
