player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Jutglà,29,es ESP,FW,22-320,71,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,100.0,18,2021-2022
   Nicolás González,28,es ESP,FW,19-349,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,2021-2022
Abdessamad Ezzalzouli,33,ma MAR,LW,20-001,88,0,0,0,2,2,1,1,2,1,0,0,0,6,0,0,,18,2021-2022
   Alejandro Balde,31,es ESP,LW,18-061,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,18,2021-2022
Ousmane Dembélé,7,fr FRA,RW,24-217,90,0,0,0,1,4,0,9,0,0,0,0,0,4,0,0,,18,2021-2022
Gavi,30,es ESP,AM,17-135,90,0,0,0,1,6,1,1,1,0,0,0,0,1,1,2,33.3,18,2021-2022
Jordi Alba,18,es ESP,LM,32-272,90,0,0,0,0,1,0,4,1,1,0,0,0,5,0,1,0.0,18,2021-2022
Frenkie de Jong,21,nl NED,RM,24-220,75,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,100.0,18,2021-2022
   Riqui Puig,6,es ESP,RM,22-127,15,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,18,2021-2022
Sergio Busquets,5,es ESP,DM,33-155,90,0,0,0,2,2,0,0,0,0,0,0,0,14,1,2,33.3,18,2021-2022
Clément Lenglet,15,fr FRA,CB,26-184,90,0,0,0,3,0,0,0,0,4,0,0,0,5,2,2,50.0,18,2021-2022
Eric García,24,es ESP,CB,20-343,90,1,0,0,2,0,0,0,4,0,0,0,0,6,1,0,100.0,18,2021-2022
Ronald Araújo,4,uy URU,CB,22-286,90,0,0,0,1,1,0,0,0,2,0,0,0,5,1,0,100.0,18,2021-2022
Marc-André ter Stegen,1,de GER,GK,29-232,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2021-2022
Lucas Boyé,9,ar ARG,FW,25-293,90,0,0,0,2,4,1,0,0,0,0,0,0,2,4,2,66.7,18,2021-2022
Lucas Pérez,12,es ESP,FW,33-099,90,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,,18,2021-2022
Fidel,16,es ESP,LM,32-052,58,0,0,0,1,1,0,1,0,1,0,0,0,6,0,1,0.0,18,2021-2022
   Pere Milla,10,es ESP,LM,29-086,32,1,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0.0,18,2021-2022
Omar Mascarell,21,es ESP,CM,28-319,59,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,,18,2021-2022
   Raúl Guti,8,es ESP,CM,24-353,31,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,,18,2021-2022
Iván Marcone,23,ar ARG,CM,31-198,45,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,18,2021-2022
   Gerard Gumbau,2,es ESP,CM,27-000,45,1,0,0,1,0,0,1,2,0,0,0,0,2,0,1,0.0,18,2021-2022
Josan,17,es ESP,RM,32-015,45,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,,18,2021-2022
   Tete Morente,11,es ESP,RM,25-014,45,0,0,0,3,1,0,2,1,0,0,0,0,4,1,0,100.0,18,2021-2022
Johan Mojica,22,co COL,LB,29-119,82,0,0,0,1,0,1,3,0,0,0,0,0,10,0,1,0.0,18,2021-2022
   Josema,24,es ESP,LB,25-195,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,2021-2022
Diego González,4,es ESP,CB,26-324,90,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,100.0,18,2021-2022
Enzo Roco,3,cl CHI,CB,29-124,90,1,0,0,2,0,1,0,0,1,0,0,0,7,1,0,100.0,18,2021-2022
Helibelton Palacios,14,co COL,RB,28-190,90,0,0,0,2,0,0,0,1,5,0,0,0,6,0,0,,18,2021-2022
Édgar Badía,13,es ESP,GK,29-309,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,2021-2022
Iván Romero,36,es ESP,FW,20-252,53,0,0,0,2,1,0,0,2,2,0,0,0,1,1,3,25.0,18,2021-2022
   Rafa Mir,12,es ESP,FW,24-183,37,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,,18,2021-2022
Papu Gómez,24,ar ARG,"LW,FW",33-306,83,1,0,0,0,2,0,0,1,0,0,0,0,4,0,0,,18,2021-2022
   Munir El Haddadi,11,ma MAR,FW,26-108,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,33.3,18,2021-2022
Lucas Ocampos,5,ar ARG,"RW,RB",27-160,90,0,0,0,3,3,0,2,1,1,0,0,0,6,1,0,100.0,18,2021-2022
Ivan Rakitić,10,hr CRO,"LM,CM",33-283,90,0,0,0,1,2,0,8,1,0,0,0,0,5,2,0,100.0,18,2021-2022
Thomas Delaney,18,dk DEN,CM,30-106,90,0,0,0,0,1,0,1,2,1,0,0,0,2,3,2,60.0,18,2021-2022
Joan Jordán,8,es ESP,RM,27-165,53,0,0,0,1,0,0,1,0,0,0,0,0,8,0,1,0.0,18,2021-2022
   Marcos Acuña,19,ar ARG,LB,30-051,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2021-2022
   Ludwig Augustinsson,3,se SWE,LB,27-241,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2021-2022
Karim Rekik,4,nl NED,"LB,CB",27-016,90,1,0,0,2,1,0,2,0,0,0,0,0,4,2,1,66.7,18,2021-2022
Diego Carlos,20,br BRA,CB,28-278,90,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0.0,18,2021-2022
Jules Koundé,23,fr FRA,"CB,RB",23-036,90,0,0,0,2,1,0,1,1,0,0,0,0,13,0,2,0.0,18,2021-2022
Gonzalo Montiel,2,ar ARG,RB,24-351,28,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,18,2021-2022
   Nemanja Gudelj,6,rs SRB,"CM,CB",30-032,62,0,0,0,1,0,0,0,2,0,0,0,0,2,4,0,100.0,18,2021-2022
Yassine Bounou,13,ma MAR,GK,30-257,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2021-2022
Luis Suárez,9,uy URU,FW,34-328,56,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,18,2021-2022
   Matheus Cunha,19,br BRA,FW,22-205,34,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,25.0,18,2021-2022
Ángel Correa,10,ar ARG,FW,26-284,45,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,100.0,18,2021-2022
   João Félix,7,pt POR,FW,22-038,45,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0.0,18,2021-2022
Yannick Carrasco,21,be BEL,LW,28-105,90,0,0,0,1,2,0,3,1,2,0,0,0,3,0,0,,18,2021-2022
Kieran Trippier,23,eng ENG,RW,31-090,90,0,0,0,0,1,0,4,1,2,0,0,0,7,1,2,33.3,18,2021-2022
Thomas Lemar,11,fr FRA,CM,26-036,90,0,0,0,0,3,1,7,1,2,0,0,0,3,0,1,0.0,18,2021-2022
Marcos Llorente,14,es ESP,CM,26-322,39,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0.0,18,2021-2022
   Rodrigo De Paul,5,ar ARG,CM,27-208,51,0,0,0,0,1,0,2,1,1,0,0,0,3,1,0,100.0,18,2021-2022
Koke,6,es ESP,DM,29-344,90,0,0,0,2,2,0,0,3,3,0,0,0,7,1,1,50.0,18,2021-2022
Mario Hermoso,22,es ESP,CB,26-183,90,0,0,0,3,0,0,0,1,0,0,0,0,4,2,1,66.7,18,2021-2022
Geoffrey Kondogbia,4,cf CTA,CB,28-306,90,0,0,0,2,1,0,0,2,2,0,0,0,13,1,0,100.0,18,2021-2022
Felipe,18,br BRA,CB,32-216,90,0,0,0,1,1,0,0,2,3,0,0,0,4,3,2,60.0,18,2021-2022
Jan Oblak,13,si SVN,GK,28-345,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2021-2022
Luis Javier Suárez,9,co COL,FW,24-017,90,0,0,0,0,1,0,1,1,2,0,0,0,4,2,5,28.6,18,2021-2022
Jorge Molina,23,es ESP,FW,39-241,89,0,0,0,1,1,0,0,1,0,0,0,0,2,6,6,50.0,18,2021-2022
   Adrián Butzke,33,es ESP,FW,22-264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,2021-2022
Darwin Machís,11,ve VEN,LM,28-315,79,0,0,0,2,0,0,2,0,0,0,0,0,1,1,2,33.3,18,2021-2022
   Santiago Arias,2,co COL,LM,29-340,11,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.0,18,2021-2022
Maxime Gonalons,4,fr FRA,CM,32-284,90,1,0,0,2,2,0,1,0,2,0,0,0,4,1,0,100.0,18,2021-2022
Luis Milla,5,es ESP,CM,27-073,90,1,0,0,2,3,0,8,0,2,0,0,0,10,0,1,0.0,18,2021-2022
Antonio Puertas,10,es ESP,RM,29-301,90,0,0,0,2,2,0,2,0,1,0,0,0,5,0,0,,18,2021-2022
Carlos Neva,15,es ESP,LB,25-190,67,0,0,0,0,3,0,2,0,0,0,0,0,5,1,2,33.3,18,2021-2022
   Sergio Escudero,3,es ESP,LB,32-108,23,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,,18,2021-2022
Raúl Torrente,28,es ESP,CB,20-099,90,0,0,0,0,0,0,0,1,2,0,0,0,7,0,1,0.0,18,2021-2022
Germán Sánchez,6,es ESP,CB,35-007,90,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,50.0,18,2021-2022
Quini,17,es ESP,RB,32-086,90,1,0,0,1,1,0,5,0,1,0,0,0,3,1,1,50.0,18,2021-2022
Luís Maximiano,1,pt POR,GK,22-348,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,18,2021-2022
Ángel Rodríguez,22,es ESP,FW,34-237,79,0,0,0,4,0,3,0,0,0,0,0,0,1,2,0,100.0,18,2021-2022
   Abdón Prats,9,es ESP,FW,29-012,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2021-2022
Lee Kang-in,19,kr KOR,LW,20-303,59,0,0,0,1,0,0,2,0,0,0,0,0,3,1,0,100.0,18,2021-2022
   Antonio Sánchez,10,es ESP,"RB,LW",24-352,31,0,0,0,1,1,0,2,0,1,0,0,0,3,0,0,,18,2021-2022
Takefusa Kubo,17,jp JPN,"RW,RM",20-198,90,0,0,0,0,4,0,4,0,0,0,0,0,3,1,1,50.0,18,2021-2022
Dani Rodríguez,14,es ESP,"AM,LM",33-196,90,0,0,0,0,1,2,1,0,0,0,0,0,3,0,0,,18,2021-2022
Iñigo Ruiz de Galarreta,4,es ESP,DM,28-135,68,0,0,0,2,1,0,0,1,4,0,0,0,5,1,1,50.0,18,2021-2022
   Salva Sevilla,8,es ESP,CM,37-276,22,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,,18,2021-2022
Iddrisu Baba,12,gh GHA,"DM,CM",25-331,90,1,0,0,4,2,0,0,0,1,0,0,0,10,2,3,40.0,18,2021-2022
Jaume Costa,18,es ESP,LB,33-276,79,0,0,0,0,2,0,5,1,0,0,0,0,3,1,2,33.3,18,2021-2022
   Brian Oliván,3,es ESP,LB,27-262,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,18,2021-2022
Martin Valjent,24,sk SVK,CB,26-008,90,0,0,0,1,0,0,0,1,0,0,0,0,4,5,1,83.3,18,2021-2022
Aleksandar Sedlar,20,rs SRB,CB,30-006,90,1,0,0,1,0,0,0,2,1,0,0,0,5,3,1,75.0,18,2021-2022
Pablo Maffeo,15,es ESP,RB,24-160,68,0,0,0,0,0,0,2,1,2,0,0,0,3,2,3,40.0,18,2021-2022
   Fernando Niño,26,es ESP,FW,21-056,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7,18,2021-2022
Manolo Reina,1,es ESP,GK,36-262,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,18,2021-2022
Iñaki Williams,9,gh GHA,FW,27-187,90,0,0,0,0,0,2,0,0,1,0,0,0,3,2,6,25.0,18,2021-2022
Raúl García,22,es ESP,FW,35-161,68,0,0,0,2,1,0,0,0,1,0,0,0,2,4,2,66.7,18,2021-2022
   Oihan Sancet,8,es ESP,FW,21-238,22,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,50.0,18,2021-2022
Iker Muniain,10,es ESP,LM,29-000,68,0,0,0,0,3,0,5,0,0,0,0,0,3,0,1,0.0,18,2021-2022
   Álex Berenguer,7,es ESP,LM,26-168,22,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0,18,2021-2022
Unai Vencedor Paris,16,es ESP,CM,21-034,90,0,0,0,1,2,0,1,2,1,0,0,0,8,1,3,25.0,18,2021-2022
Mikel Vesga,6,es ESP,CM,28-212,54,0,0,0,1,0,0,0,1,0,0,0,0,5,1,0,100.0,18,2021-2022
   Oier Zarraga,19,es ESP,CM,22-349,36,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,,18,2021-2022
Nico Williams,30,es ESP,RM,19-160,81,0,0,0,0,2,1,1,0,0,0,0,0,5,1,0,100.0,18,2021-2022
   Jon Morcillo,11,es ESP,RM,23-095,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,2021-2022
Mikel Balenziaga,24,es ESP,LB,33-293,90,0,0,0,1,1,1,3,2,1,0,0,0,2,1,1,50.0,18,2021-2022
Unai Núñez,3,es ESP,CB,24-323,90,0,0,0,1,1,0,0,1,0,0,0,0,7,1,1,50.0,18,2021-2022
Yeray Álvarez,5,es ESP,CB,26-329,90,0,0,0,0,0,0,1,0,1,0,0,0,4,0,4,0.0,18,2021-2022
Iñigo Lekue,15,es ESP,RB,28-229,54,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,,18,2021-2022
   Óscar de Marcos,18,es ESP,RB,32-249,36,0,0,0,1,0,0,4,1,0,0,0,0,3,4,0,100.0,18,2021-2022
Julen Agirrezabala,26,es ESP,GK,20-358,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,18,2021-2022
Willian José,12,br BRA,FW,30-026,82,0,0,0,1,1,0,2,0,0,0,0,0,2,0,2,0.0,18,2021-2022
   Borja Iglesias,9,es ESP,FW,28-336,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,50.0,18,2021-2022
Juanmi,7,es ESP,LW,28-213,76,0,0,0,1,0,0,0,1,0,0,0,0,7,3,1,75.0,18,2021-2022
   Rodri,28,es ESP,LW,21-217,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,2021-2022
Sergio Canales,10,es ESP,RW,30-306,90,0,0,0,0,0,0,2,1,0,0,0,0,6,1,1,50.0,18,2021-2022
