player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Álvaro Vallés,es ESP,26-031,90,1,0,1,100.0,0.1,5,23,21.7,52,3,36.5,32.9,5,80.0,57.2,14,1,7.1,2,17.5,3,2023-2024
Álex Remiro,es ESP,28-154,90,5,0,5,100.0,0.8,8,15,53.3,41,3,26.8,29.0,5,80.0,70.0,8,1,12.5,6,19.7,3,2023-2024
Iván Villar,es ESP,26-047,90,3,1,1,66.7,1.5,3,12,25.0,14,5,50.0,39.1,10,50.0,39.9,12,0,0.0,0,16.0,3,2023-2024
Kepa Arrizabalaga,es ESP,28-326,90,4,0,4,100.0,0.3,4,9,44.4,28,5,25.0,30.7,4,50.0,38.8,18,0,0.0,0,9.0,3,2023-2024
Jeremías Ledesma,ar ARG,30-194,90,2,1,1,50.0,0.8,3,10,30.0,15,4,53.3,42.5,2,100.0,73.0,10,0,0.0,1,21.5,3,2023-2024
Luís Maximiano,pt POR,24-233,90,3,1,2,66.7,1.1,3,19,15.8,32,7,43.8,38.4,8,62.5,50.1,27,3,11.1,2,15.0,3,2023-2024
Raúl Fernández,es ESP,35-166,90,5,2,3,60.0,1.8,4,20,20.0,34,4,44.1,41.0,5,100.0,80.2,14,2,14.3,2,15.5,3,2023-2024
Predrag Rajković,rs SRB,27-299,90,4,3,1,50.0,1.9,3,10,30.0,14,3,42.9,42.9,8,50.0,44.6,9,1,11.1,3,19.0,3,2023-2024
Marko Dmitrović,rs SRB,31-214,90,3,2,1,33.3,0.8,6,11,54.5,17,2,47.1,35.2,4,75.0,63.8,8,0,0.0,3,19.2,3,2023-2024
Paulo Gazzaniga,ar ARG,31-236,90,4,1,3,75.0,0.8,8,25,32.0,39,2,51.3,41.1,9,55.6,47.2,40,3,7.5,0,5.5,3,2023-2024
Filip Jørgensen,dk DEN,21-133,90,11,4,7,63.6,3.3,7,13,53.8,33,4,39.4,33.8,2,0.0,24.0,12,2,16.7,0,4.8,3,2023-2024
Marc-André ter Stegen,de GER,31-119,90,6,3,3,50.0,2.8,4,6,66.7,25,3,20.0,27.8,2,50.0,36.0,5,0,0.0,0,7.0,3,2023-2024
Giorgi Mamardashvili,ge GEO,22-332,90,2,2,0,50.0,1.4,0,0,,8,1,0.0,19.4,3,0.0,20.0,9,0,0.0,1,23.0,3,2023-2024
Sergio Herrera,es ESP,30-083,90,4,1,3,75.0,1.0,10,26,38.5,17,0,76.5,50.8,15,86.7,58.2,29,1,3.4,4,19.8,3,2023-2024
Unai Simón,es ESP,26-077,90,4,2,2,50.0,1.0,10,22,45.5,30,4,70.0,47.0,6,16.7,28.7,8,1,12.5,2,17.7,3,2023-2024
Rui Silva,pt POR,29-201,90,6,4,2,66.7,3.1,6,16,37.5,29,5,27.6,30.7,13,61.5,44.0,19,1,5.3,2,13.3,3,2023-2024
David Soria,es ESP,30-146,90,1,0,1,100.0,0.5,8,22,36.4,28,4,57.1,43.6,8,75.0,51.3,16,0,0.0,3,17.7,3,2023-2024
Antonio Sivera,es ESP,27-017,90,4,1,3,100.0,1.2,7,23,30.4,31,6,54.8,43.4,10,60.0,41.1,11,1,9.1,2,15.5,3,2023-2024
Stole Dimitrievski,mk MKD,29-246,90,10,7,3,30.0,5.2,8,15,53.3,25,5,52.0,40.6,5,40.0,34.4,6,0,0.0,1,13.5,3,2023-2024
Jan Oblak,si SVN,30-233,90,3,0,3,100.0,0.3,11,21,52.4,29,5,48.3,40.8,10,70.0,42.9,22,2,9.1,0,12.5,3,2023-2024
