player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Sergio Herrera,es ESP,30-152,90,4,4,0,0.0,3.1,10,24,41.7,30,2,56.7,44.1,14,50.0,38.9,19,1,5.3,2,17.7,12,2023-2024
Paulo Gazzaniga,ar ARG,31-306,90,3,2,1,33.3,1.4,3,11,27.3,21,7,33.3,34.9,7,57.1,54.0,14,0,0.0,1,17.0,12,2023-2024
Claudio Bravo,cl CHI,40-205,90,1,0,1,100.0,0.0,3,9,33.3,16,1,31.3,34.3,9,44.4,33.6,12,0,0.0,2,17.8,12,2023-2024
Predrag Rajković,rs SRB,28-004,90,3,2,1,33.3,1.1,13,24,54.2,31,3,48.4,37.7,13,69.2,54.8,13,1,7.7,1,8.6,12,2023-2024
Vicente Guaita,es ESP,36-298,90,5,1,4,80.0,1.4,10,22,45.5,31,7,51.6,41.6,8,75.0,53.4,34,2,5.9,2,12.2,12,2023-2024
Ørjan Nyland,no NOR,33-055,90,3,1,2,66.7,0.3,8,17,47.1,20,5,55.0,41.3,10,60.0,50.1,13,1,7.7,1,11.8,12,2023-2024
Álex Remiro,es ESP,28-225,90,4,1,3,75.0,0.5,12,17,70.6,32,4,43.8,36.7,3,100.0,63.7,6,0,0.0,0,17.5,12,2023-2024
Marc-André ter Stegen,de GER,31-188,90,6,0,6,100.0,2.2,5,8,62.5,46,2,17.4,29.5,3,0.0,22.7,17,1,5.9,1,14.0,12,2023-2024
Antonio Sivera,es ESP,27-086,90,3,0,3,100.0,0.5,6,13,46.2,19,1,52.6,45.4,4,75.0,43.0,12,0,0.0,0,16.0,12,2023-2024
Luís Maximiano,pt POR,24-304,90,3,1,2,66.7,1.0,9,26,34.6,17,3,58.8,45.6,18,88.9,63.8,23,0,0.0,0,13.0,12,2023-2024
Giorgi Mamardashvili,ge GEO,23-037,90,1,0,1,100.0,0.0,4,13,30.8,23,5,43.5,35.2,4,75.0,57.5,11,1,9.1,0,6.0,12,2023-2024
André Ferreira,pt POR,27-160,90,2,1,1,100.0,1.1,5,15,33.3,28,2,28.6,29.3,7,100.0,60.9,5,0,0.0,2,17.3,12,2023-2024
Filip Jørgensen,dk DEN,21-203,90,7,3,4,57.1,2.7,4,4,100.0,27,6,11.1,24.2,5,20.0,33.8,9,1,11.1,1,16.0,12,2023-2024
Unai Simón,es ESP,26-147,90,6,2,4,66.7,1.8,6,27,22.2,32,3,53.1,40.3,10,100.0,69.8,19,0,0.0,0,,12,2023-2024
Kepa Arrizabalaga,es ESP,29-033,90,0,0,0,,0.0,1,2,50.0,20,3,10.0,21.5,2,0.0,20.0,4,0,0.0,0,,12,2023-2024
Stole Dimitrievski,mk MKD,29-315,90,5,0,5,100.0,0.8,4,24,16.7,27,7,51.9,43.0,16,62.5,52.9,21,0,0.0,0,,12,2023-2024
David Soria,es ESP,30-216,90,2,0,2,100.0,0.8,13,23,56.5,21,2,66.7,44.5,11,81.8,54.5,11,1,9.1,4,17.3,12,2023-2024
Jeremías Ledesma,ar ARG,30-266,90,3,1,2,66.7,1.2,5,14,35.7,27,5,37.0,35.4,8,50.0,43.1,15,3,20.0,2,11.5,12,2023-2024
Unai Simón,es ESP,26-152,90,5,3,1,40.0,2.9,1,8,12.5,17,3,23.5,29.4,5,80.0,59.4,7,0,0.0,7,23.9,13,2023-2024
Vicente Guaita,es ESP,36-304,90,12,4,8,75.0,4.4,2,15,13.3,25,6,44.0,39.7,7,57.1,52.7,23,1,4.3,0,8.0,13,2023-2024
