player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Stole Dimitrievski,mk MKD,29-321,90,6,2,4,66.7,2.4,4,12,33.3,17,3,41.2,36.6,9,55.6,45.0,13,0,0.0,0,4.5,13,2023-2024
Paulo Gazzaniga,ar ARG,31-313,90,9,1,8,88.9,2.2,4,15,26.7,29,5,34.5,34.0,11,45.5,39.3,21,4,19.0,0,7.3,13,2023-2024
Luís Maximiano,pt POR,24-310,90,6,3,3,66.7,2.5,4,18,22.2,28,4,50.0,43.1,8,50.0,37.3,12,0,0.0,0,,13,2023-2024
Álex Remiro,es ESP,28-232,90,2,1,1,50.0,0.5,6,15,40.0,26,0,46.2,37.1,4,75.0,51.3,12,1,8.3,1,14.0,13,2023-2024
Sergio Herrera,es ESP,30-159,90,1,1,0,0.0,0.5,9,22,40.9,41,5,48.8,40.5,2,100.0,66.5,9,0,0.0,0,17.0,13,2023-2024
Álvaro Vallés,es ESP,26-109,90,3,1,2,66.7,1.5,3,10,30.0,51,10,17.6,21.0,4,25.0,43.5,24,1,4.2,1,17.3,13,2023-2024
André Ferreira,pt POR,27-166,90,6,1,5,83.3,2.2,4,15,26.7,32,12,28.1,29.2,7,85.7,52.4,14,1,7.1,1,17.5,13,2023-2024
David Soria,es ESP,30-221,90,6,1,5,83.3,1.2,10,29,34.5,28,2,82.1,56.3,6,100.0,69.3,12,0,0.0,0,,13,2023-2024
Andriy Lunin,ua UKR,24-273,90,4,1,3,75.0,1.3,3,4,75.0,23,5,17.4,29.4,7,0.0,21.9,16,0,0.0,0,,13,2023-2024
Giorgi Mamardashvili,ge GEO,23-043,90,7,5,2,28.6,2.5,2,5,40.0,19,9,21.1,26.5,5,20.0,25.2,4,1,25.0,3,15.0,13,2023-2024
Marc-André ter Stegen,de GER,31-196,90,1,1,0,0.0,0.9,2,4,50.0,17,0,5.9,20.6,8,37.5,41.1,7,0,0.0,2,23.0,13,2023-2024
Antonio Sivera,es ESP,27-093,90,6,2,4,83.3,2.2,12,31,38.7,23,3,78.3,48.0,13,100.0,63.8,19,1,5.3,2,21.7,13,2023-2024
Marko Dmitrović,rs SRB,31-292,90,6,1,5,83.3,1.6,6,12,50.0,28,5,28.6,32.2,7,57.1,39.3,13,2,15.4,0,7.7,13,2023-2024
Francisco Barbosa,es ESP,24-189,90,4,1,3,75.0,1.3,2,12,16.7,21,5,38.1,35.7,10,40.0,40.5,29,1,3.4,0,11.0,13,2023-2024
Jan Oblak,si SVN,30-309,90,7,1,6,85.7,1.1,0,2,0.0,12,3,8.3,22.8,4,25.0,29.0,3,0,0.0,2,23.0,13,2023-2024
Filip Jørgensen,dk DEN,21-210,90,10,3,7,70.0,2.8,5,17,29.4,60,5,25.0,32.4,7,28.6,27.7,27,1,3.7,0,6.5,13,2023-2024
Antonio Sivera,es ESP,27-105,90,4,1,3,100.0,1.5,4,14,28.6,22,1,59.1,39.8,4,25.0,34.8,12,0,0.0,1,22.0,14,2023-2024
André Ferreira,pt POR,27-179,90,5,3,3,40.0,1.4,4,5,80.0,22,7,18.2,24.7,7,14.3,28.9,9,0,0.0,2,14.8,14,2023-2024
Stole Dimitrievski,mk MKD,29-335,90,4,1,4,75.0,0.7,9,20,45.0,23,6,60.9,52.2,10,60.0,55.0,8,1,12.5,2,16.8,14,2023-2024
Iñaki Peña ,es ESP,24-268,90,4,1,3,75.0,1.3,1,4,25.0,37,10,10.8,23.0,5,0.0,22.2,6,0,0.0,0,13.5,14,2023-2024
