player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Jeremías Ledesma,ar ARG,30-236,90,5,1,4,80.0,1.8,14,35,40.0,30,4,83.3,53.4,10,100.0,69.2,27,4,14.8,1,7.0,9,2023-2024
Paulo Gazzaniga,ar ARG,31-278,90,2,0,2,100.0,0.4,4,10,40.0,22,7,13.6,22.2,11,63.6,52.6,18,1,5.6,1,17.5,9,2023-2024
Kepa Arrizabalaga,es ESP,29-004,90,1,0,1,100.0,0.3,1,1,100.0,24,2,4.2,25.0,7,0.0,18.1,11,0,0.0,0,12.0,9,2023-2024
Sergio Herrera,es ESP,30-124,90,9,4,4,55.6,3.6,5,14,35.7,27,8,44.4,36.5,9,22.2,33.2,13,0,0.0,0,10.0,9,2023-2024
Predrag Rajković,rs SRB,27-341,90,3,1,2,66.7,0.7,10,21,47.6,35,1,51.4,41.0,3,100.0,60.3,9,1,11.1,0,8.0,9,2023-2024
Giorgi Mamardashvili,ge GEO,23-008,90,5,1,4,80.0,2.3,0,11,0.0,21,7,42.9,32.2,2,100.0,65.0,10,2,20.0,0,7.3,9,2023-2024
Ørjan Nyland,no NOR,33-027,90,4,2,2,50.0,1.2,5,9,55.6,14,3,35.7,30.1,5,80.0,64.0,9,0,0.0,0,19.0,9,2023-2024
Stole Dimitrievski,mk MKD,29-286,90,6,2,4,66.7,1.2,6,29,20.7,20,2,75.0,48.4,18,77.8,57.5,40,0,0.0,0,5.0,9,2023-2024
Filip Jørgensen,dk DEN,21-175,90,5,2,3,80.0,1.8,3,5,60.0,31,9,9.7,20.2,6,33.3,27.5,10,0,0.0,4,20.1,9,2023-2024
Álvaro Vallés,es ESP,26-075,90,4,1,3,75.0,0.5,4,12,33.3,40,8,25.0,29.4,4,50.0,45.0,17,0,0.0,2,16.5,9,2023-2024
Jan Oblak,si SVN,30-274,90,4,1,3,75.0,0.9,1,8,12.5,13,2,38.5,36.5,7,42.9,34.4,12,0,0.0,0,5.0,9,2023-2024
Álex Remiro,es ESP,28-198,90,5,2,3,80.0,1.7,6,12,50.0,20,6,20.0,31.1,9,88.9,62.9,4,1,25.0,3,18.3,9,2023-2024
Antonio Sivera,es ESP,27-058,90,2,1,1,50.0,1.0,2,11,18.2,19,4,47.4,41.8,6,33.3,29.0,12,0,0.0,0,,9,2023-2024
Claudio Bravo,cl CHI,40-178,90,5,1,5,80.0,1.5,4,10,40.0,31,5,16.1,25.7,16,31.3,33.5,16,0,0.0,1,10.2,9,2023-2024
Iván Villar,es ESP,26-091,90,2,2,0,0.0,1.2,2,6,33.3,26,6,19.2,29.9,2,50.0,46.0,4,0,0.0,2,19.2,9,2023-2024
David Soria,es ESP,30-187,90,11,2,8,81.8,3.9,7,35,20.0,24,0,95.8,60.2,12,100.0,65.5,26,1,3.8,3,16.6,9,2023-2024
André Ferreira,pt POR,27-132,90,10,2,8,80.0,3.6,10,24,41.7,19,1,78.9,56.5,11,81.8,49.8,22,1,4.5,0,9.0,9,2023-2024
Marc-André ter Stegen,de GER,31-161,90,2,2,0,0.0,0.9,2,3,66.7,14,0,14.3,25.1,5,20.0,31.4,4,0,0.0,3,18.5,9,2023-2024
Sergio Herrera,es ESP,30-137,90,3,0,3,100.0,0.4,4,16,25.0,38,6,42.1,37.1,0,,,13,1,7.7,0,11.0,10,2023-2024
André Ferreira,pt POR,27-144,90,6,2,4,83.3,2.2,2,12,16.7,33,8,27.3,27.8,5,60.0,45.6,12,0,0.0,1,14.0,10,2023-2024
