player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Predrag Rajković,rs SRB,27-291,90,3,1,2,66.7,1.3,10,13,76.9,22,2,45.5,38.1,8,37.5,35.4,14,1,7.1,2,16.2,2,2023-2024
Filip Jørgensen,dk DEN,21-124,90,1,0,1,100.0,0.0,5,12,41.7,27,3,33.3,34.7,4,75.0,46.8,23,0,0.0,1,17.5,2,2023-2024
Giorgi Mamardashvili,ge GEO,22-323,90,1,0,1,100.0,0.1,3,14,21.4,19,0,63.2,42.6,5,40.0,43.4,6,1,16.7,2,18.0,2,2023-2024
Álvaro Vallés,es ESP,26-024,90,4,1,3,100.0,1.8,3,12,25.0,47,2,19.1,26.4,4,75.0,56.5,12,0,0.0,0,9.3,2,2023-2024
Álex Remiro,es ESP,28-148,90,6,1,5,83.3,1.2,4,9,44.4,22,0,40.9,34.0,1,0.0,23.0,18,0,0.0,1,14.0,2,2023-2024
Iván Villar,es ESP,26-041,90,2,1,1,50.0,0.6,3,21,14.3,21,3,61.9,41.0,10,80.0,54.0,12,0,0.0,0,11.0,2,2023-2024
Luís Maximiano,pt POR,24-226,90,9,3,6,66.7,3.0,7,13,53.8,22,6,36.4,32.4,13,38.5,30.8,21,0,0.0,0,7.0,2,2023-2024
Andriy Lunin,ua UKR,24-189,90,8,1,7,87.5,2.1,1,2,50.0,20,6,10.0,21.0,6,0.0,26.3,20,1,5.0,0,11.0,2,2023-2024
Aitor Fernández,es ESP,32-108,90,2,2,0,0.0,1.6,6,18,33.3,39,4,38.5,37.5,6,50.0,48.3,10,0,0.0,1,28.0,2,2023-2024
Unai Simón,es ESP,26-069,90,7,0,7,100.0,1.7,7,33,21.2,36,4,61.1,48.4,11,100.0,71.9,31,2,6.5,0,3.8,2,2023-2024
Paulo Gazzaniga,ar ARG,31-230,90,2,0,2,100.0,0.3,6,15,40.0,29,4,24.1,30.7,9,88.9,59.7,17,2,11.8,3,15.2,2,2023-2024
David Soria,es ESP,30-138,90,6,3,3,50.0,1.8,7,18,38.9,22,1,68.2,49.9,3,100.0,74.0,7,0,0.0,2,21.6,2,2023-2024
Marc-André ter Stegen,de GER,31-112,90,1,0,1,100.0,0.3,2,4,50.0,15,3,13.3,26.1,5,40.0,37.0,11,2,18.2,2,18.8,2,2023-2024
Jeremías Ledesma,ar ARG,30-188,90,10,2,8,80.0,3.2,12,35,34.3,27,4,85.2,55.1,12,100.0,70.0,25,5,20.0,0,4.8,2,2023-2024
Rui Silva,pt POR,29-194,90,1,0,1,100.0,0.1,6,16,37.5,34,7,38.2,32.7,5,60.0,45.6,12,1,8.3,0,14.0,2,2023-2024
Jan Oblak,si SVN,30-225,90,0,0,0,,0.0,4,5,80.0,17,2,11.8,20.9,9,33.3,27.9,11,0,0.0,0,,2,2023-2024
Antonio Sivera,es ESP,27-010,90,2,3,0,-50.0,0.9,8,16,50.0,16,3,62.5,46.6,10,60.0,42.3,19,0,0.0,0,8.0,2,2023-2024
Marko Dmitrović,rs SRB,31-209,90,7,4,3,42.9,2.6,2,10,20.0,30,8,20.0,28.6,10,40.0,39.5,13,0,0.0,0,19.3,2,2023-2024
André Ferreira,pt POR,27-084,90,9,2,7,77.8,3.4,3,11,27.3,37,7,24.3,27.9,7,28.6,33.1,16,0,0.0,0,,2,2023-2024
Stole Dimitrievski,mk MKD,29-239,90,7,0,7,100.0,0.6,7,19,36.8,25,6,60.0,40.8,10,40.0,32.7,17,1,5.9,0,11.0,2,2023-2024
