player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Sory Kaba,16,gn GUI,FW,28-028,67,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,3,2023-2024
   Javier Muñoz,5,es ESP,LW,28-178,23,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,3,2023-2024
Sandro Ramírez,9,es ESP,"LW,FW",28-047,78,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,3,2023-2024
   Francisco Jesús Crespo García,24,es ESP,FW,27-027,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,2023-2024
Munir El Haddadi,17,ma MAR,RW,27-358,90,0,0,0,0,0,0,0,,0,4,0,4,0,0,1,0,3,2023-2024
Jonathan Viera,21,es ESP,LM,33-308,78,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,3,2023-2024
   Benito Ramírez,11,es ESP,LM,28-045,12,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,3,2023-2024
Kirian Rodríguez,20,es ESP,CM,27-173,78,1,1,1,0,0,1,4,25.0,3,1,0,1,1,2,0,0,3,2023-2024
   Omenuke Mfulu,22,cd COD,CM,29-158,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,2023-2024
Enzo Loiodice,12,fr FRA,RM,22-271,90,3,1,0,2,1,1,1,100.0,0,1,0,1,2,5,0,1,3,2023-2024
Sergi Cardona,3,es ESP,LB,24-048,64,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,2,0,3,2023-2024
   Saúl Coco,23,gq EQG,CB,24-197,26,0,0,0,0,0,0,0,,0,2,2,0,0,0,2,0,3,2023-2024
Mika Màrmol,15,es ESP,"CB,LB",21-054,90,1,1,0,1,0,1,1,100.0,0,1,0,1,2,3,0,0,3,2023-2024
Álex Suárez,4,es ESP,CB,30-160,90,7,3,2,5,0,5,5,100.0,0,1,1,0,3,10,2,0,3,2023-2024
Julian Araujo,28,mx MEX,RB,22-012,90,4,2,1,2,1,1,3,33.3,2,0,0,0,2,6,2,0,3,2023-2024
Álvaro Vallés,13,es ESP,GK,26-031,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,2023-2024
Carlos Fernández,9,es ESP,FW,27-095,45,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,3,2023-2024
   Umar Sadiq,19,ng NGA,FW,26-204,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,2023-2024
Ander Barrenetxea,7,es ESP,LW,21-241,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,2023-2024
   Mikel Oyarzabal,10,es ESP,LW,26-126,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,3,2023-2024
Takefusa Kubo,14,jp JPN,"RW,RM",22-082,74,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,3,2023-2024
   Mohamed Ali Cho,11,fr FRA,RW,19-218,16,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,3,2023-2024
Brais Méndez,23,es ESP,"AM,RW",26-230,74,3,2,2,1,0,1,2,50.0,1,0,0,0,1,4,0,0,3,2023-2024
   Arsen Zakharyan,12,ru RUS,LM,20-091,16,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,3,2023-2024
Mikel Merino,8,es ESP,"DM,LM,RM",27-064,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,3,2023-2024
Martín Zubimendi,4,es ESP,"CM,DM",24-204,90,4,2,1,3,0,2,2,100.0,0,1,1,0,2,6,2,0,3,2023-2024
Aihen Muñoz,3,es ESP,LB,26-009,90,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,4,0,3,2023-2024
Robin Le Normand,24,es ESP,CB,26-287,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,3,2023-2024
Igor Zubeldia,5,es ESP,CB,26-148,90,2,2,2,0,0,2,2,100.0,0,1,1,0,1,3,5,0,3,2023-2024
Hamari Traoré,18,ml MLI,RB,31-210,90,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,2,0,3,2023-2024
Álex Remiro,1,es ESP,GK,28-154,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,2023-2024
Iago Aspas,10,es ESP,FW,36-024,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,3,2023-2024
Jørgen Strand Larsen,18,no NOR,FW,23-200,76,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,0,0,3,2023-2024
