player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Borja Mayoral,19,es ESP,FW,26-178,81,32,0,1,12,19,4,32,0,0,,0,,25,120,34,1,0,1,2,1,26,5,8,2023-2024
   Anthony Lozano,17,hn HON,"CM,FW",30-158,9,4,0,0,1,3,0,4,1,0,0.0,1,100.0,3,19,0,0,0,0,0,0,3,1,8,2023-2024
Jaime Mata,7,es ESP,FW,34-341,45,20,1,2,3,15,4,20,0,0,,0,,16,73,7,0,1,0,1,2,18,6,8,2023-2024
   Juanmi Latasa,14,es ESP,FW,22-191,45,13,0,0,1,12,7,13,0,0,,0,,10,17,2,0,0,0,1,0,12,5,8,2023-2024
Óscar Rodríguez Arnaiz,9,es ESP,LM,25-094,45,37,0,0,15,22,2,37,1,1,100.0,0,0.0,24,125,63,1,1,0,1,0,27,4,8,2023-2024
   Mason Greenwood,12,eng ENG,"CM,FW",21-364,45,32,0,1,7,24,2,32,1,0,0.0,0,0.0,25,208,108,4,4,2,0,2,25,6,8,2023-2024
Mauro Arambarri,8,uy URU,CM,28-000,90,70,0,3,36,31,3,70,3,1,33.3,2,66.7,47,230,106,0,4,0,1,1,44,4,8,2023-2024
Nemanja Maksimović,20,rs SRB,CM,28-247,90,60,2,7,32,21,4,60,1,0,0.0,1,100.0,38,202,149,3,4,0,0,0,34,2,8,2023-2024
Damián Suárez,22,uy URU,"RM,RB",35-156,81,64,2,5,22,37,1,64,4,1,25.0,2,50.0,48,284,102,6,3,1,4,0,47,14,8,2023-2024
   Fabrizio Angileri,3,ar ARG,"LB,RB",29-199,9,14,0,5,5,5,0,14,0,0,,0,,7,49,34,1,1,0,0,0,6,1,8,2023-2024
Diego Rico,16,es ESP,LB,30-219,81,65,0,10,35,24,1,65,1,0,0.0,1,100.0,49,221,132,3,5,0,0,0,42,8,8,2023-2024
   Carles Aleñá,11,es ESP,"RB,LB",25-268,9,9,0,1,3,5,0,9,1,0,0.0,1,100.0,6,37,1,0,0,0,1,0,6,2,8,2023-2024
Gastón Álvarez,4,uy URU,CB,23-190,90,59,0,19,37,3,1,59,0,0,,0,,42,239,186,1,0,0,0,0,38,0,8,2023-2024
Stefan Mitrović,23,rs SRB,CB,33-131,90,56,3,24,30,2,0,56,0,0,,0,,32,185,136,2,0,0,0,0,33,0,8,2023-2024
Djené,2,tg TOG,"CB,RB",31-273,90,81,4,22,30,29,0,81,0,0,,0,,47,273,177,4,4,0,2,2,49,6,8,2023-2024
David Soria,13,es ESP,GK,30-179,90,22,17,21,1,0,0,22,0,0,,0,,12,41,25,0,0,0,0,0,8,0,8,2023-2024
Alexander Sørloth,11,no NOR,FW,27-299,60,28,1,3,14,11,4,28,4,2,50.0,2,50.0,22,102,14,1,1,1,6,4,26,4,8,2023-2024
   Ben Brereton,9,cl CHI,FW,24-165,30,9,0,2,2,5,1,9,2,1,50.0,1,50.0,7,32,3,0,0,0,3,1,7,2,8,2023-2024
Alex Baena,16,es ESP,FW,22-072,22,12,0,0,9,3,0,12,0,0,,0,,7,18,13,0,0,0,1,0,6,0,8,2023-2024
Yeremi Pino,21,es ESP,"LM,RM",20-345,82,41,1,14,12,15,1,41,1,1,100.0,0,0.0,19,54,10,1,0,1,5,3,20,3,8,2023-2024
   Aïssa Mandi,23,dz ALG,RB,31-343,8,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,8,2023-2024
Étienne Capoue,6,fr FRA,CM,35-081,90,40,4,16,19,5,1,40,1,0,0.0,1,100.0,26,143,56,1,2,0,2,3,25,0,8,2023-2024
Daniel Parejo,10,es ESP,CM,34-167,90,56,3,26,20,11,0,56,3,2,66.7,1,33.3,28,66,42,0,0,0,1,1,28,0,8,2023-2024
José Luis Morales,15,es ESP,RM,36-069,45,17,1,3,9,5,0,17,4,1,25.0,3,75.0,12,53,2,0,1,0,2,1,10,1,8,2023-2024
   Kiko Femenía,17,es ESP,"RM,RB",32-240,45,16,2,8,5,5,0,16,0,0,,0,,9,46,17,1,0,0,1,0,6,2,8,2023-2024
Alfonso Pedraza,24,es ESP,LB,27-174,45,22,1,16,3,4,1,22,1,0,0.0,1,100.0,8,60,22,2,1,0,0,0,8,1,8,2023-2024
   Alberto Moreno,18,es ESP,LB,31-087,45,15,5,7,3,5,1,15,0,0,,0,,5,60,52,1,1,0,0,0,5,0,8,2023-2024
Matteo Gabbia,2,it ITA,CB,23-344,90,34,9,21,13,0,0,34,0,0,,0,,15,65,35,0,0,0,1,0,16,0,8,2023-2024
Raúl Albiol,3,es ESP,CB,38-026,90,31,8,25,6,0,0,31,0,0,,0,,14,76,35,0,0,0,0,0,15,0,8,2023-2024
Juan Foyth,8,ar ARG,RB,25-261,72,42,10,22,19,3,0,42,3,3,100.0,0,0.0,20,138,99,1,2,0,2,0,15,1,8,2023-2024
   Ramón Terrats,20,es ESP,LM,22-347,18,9,0,2,2,5,0,9,0,0,,0,,4,19,0,0,0,0,2,0,5,0,8,2023-2024
