player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Paulo Gazzaniga,ar ARG,31-264,90,5,3,2,60.0,2.5,10,20,50.0,27,2,51.9,40.3,6,100.0,68.5,13,2,15.4,0,3.7,6,2023-2024
Predrag Rajković,rs SRB,27-327,90,9,5,4,55.6,3.7,8,17,47.1,22,3,45.5,37.0,11,63.6,46.5,18,1,5.6,0,5.5,6,2023-2024
Sergio Herrera,es ESP,30-110,90,3,0,3,100.0,0.6,12,28,42.9,25,3,68.0,49.8,18,61.1,44.9,17,0,0.0,2,18.3,6,2023-2024
Ørjan Nyland,no NOR,33-013,90,2,0,2,100.0,0.2,7,25,28.0,27,5,59.3,42.7,10,90.0,61.1,16,1,6.3,0,8.5,6,2023-2024
Marc-André ter Stegen,de GER,31-146,90,7,2,5,71.4,2.2,3,5,60.0,30,5,3.3,23.5,7,57.1,44.0,9,1,11.1,4,20.4,6,2023-2024
Iván Villar,es ESP,26-076,90,6,3,3,50.0,2.8,4,19,21.1,19,6,47.4,40.6,11,90.9,61.6,15,2,13.3,0,5.0,6,2023-2024
Luís Maximiano,pt POR,24-261,90,5,2,3,60.0,1.8,3,6,50.0,28,7,14.3,28.3,3,66.7,54.3,10,1,10.0,0,7.0,6,2023-2024
Giorgi Mamardashvili,ge GEO,22-359,90,10,2,8,80.0,3.2,3,19,15.8,18,0,77.8,50.8,7,71.4,53.6,18,0,0.0,0,3.0,6,2023-2024
Álex Remiro,es ESP,28-184,90,7,3,4,71.4,2.9,5,13,38.5,42,8,26.2,29.9,5,40.0,39.4,13,0,0.0,0,12.5,6,2023-2024
David Soria,es ESP,30-173,90,6,4,2,50.0,3.6,9,24,37.5,24,4,70.8,46.9,8,87.5,56.6,11,0,0.0,3,19.8,6,2023-2024
Stole Dimitrievski,mk MKD,29-273,90,6,1,5,83.3,1.3,3,13,23.1,23,5,34.8,38.7,9,55.6,53.9,19,1,5.3,3,16.6,6,2023-2024
Filip Jørgensen,dk DEN,21-161,90,6,1,5,83.3,1.4,6,12,50.0,36,1,27.8,33.1,6,33.3,29.5,10,0,0.0,2,17.0,6,2023-2024
Álvaro Vallés,es ESP,26-061,90,1,0,1,100.0,0.1,7,19,36.8,43,3,37.2,34.2,5,60.0,44.0,20,1,5.0,2,14.0,6,2023-2024
André Ferreira,pt POR,27-118,90,3,1,2,66.7,0.5,7,18,38.9,24,5,62.5,38.9,6,50.0,38.2,14,1,7.1,1,10.6,6,2023-2024
Claudio Bravo,cl CHI,40-164,90,1,1,0,0.0,0.7,4,8,50.0,11,0,45.5,41.2,7,42.9,37.9,18,0,0.0,0,9.0,6,2023-2024
Jeremías Ledesma,ar ARG,30-223,90,7,1,6,85.7,1.5,16,32,50.0,36,2,50.0,41.3,16,87.5,60.8,27,1,3.7,1,9.8,6,2023-2024
Jan Oblak,si SVN,30-260,90,5,1,4,80.0,0.6,3,15,20.0,16,5,43.8,37.2,11,72.7,49.9,23,0,0.0,0,2.0,6,2023-2024
Kepa Arrizabalaga,es ESP,28-356,90,4,3,1,25.0,2.4,2,2,100.0,15,1,6.7,23.6,6,16.7,23.0,12,0,0.0,1,15.5,6,2023-2024
Ørjan Nyland,no NOR,33-016,90,1,1,0,100.0,1.0,4,20,20.0,24,3,54.2,38.6,7,100.0,70.1,16,0,0.0,1,23.0,7,2023-2024
Luís Maximiano,pt POR,24-264,90,9,5,4,44.4,3.9,3,7,42.9,23,6,17.4,23.1,5,60.0,45.2,21,2,9.5,0,7.3,7,2023-2024
