player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Óscar Trejo,8,ar ARG,FW,35-199,58,48,1,5,23,20,5,48,6,1,16.7,4,66.7,24,138,33,2,1,1,1,2,35,3,13,2023-2024
   Randy Ntekja,11,fr FRA,FW,25-340,32,20,0,0,7,13,2,20,0,0,,0,,9,73,41,2,1,1,0,0,13,2,13,2023-2024
Sergio Camello,34,es ESP,FW,22-274,66,26,0,2,14,11,4,26,1,0,0.0,1,100.0,13,71,24,1,1,0,2,3,16,1,13,2023-2024
   Radamel Falcao,9,co COL,FW,37-274,24,10,0,0,3,7,1,10,1,0,0.0,1,100.0,5,13,7,0,0,0,0,0,8,2,13,2023-2024
Álvaro García,18,es ESP,LM,31-015,77,28,0,2,4,22,3,28,0,0,,0,,13,94,65,2,2,0,1,0,20,9,13,2023-2024
   Bebé,10,cv CPV,LM,33-122,13,11,1,1,2,8,0,11,0,0,,0,,7,67,27,1,0,0,0,0,8,3,13,2023-2024
Unai López,17,es ESP,CM,28-012,66,53,1,10,32,11,0,53,2,0,0.0,2,100.0,22,85,31,1,1,0,0,0,38,1,13,2023-2024
   Kike Pérez,14,es ESP,CM,26-270,24,27,0,4,12,11,1,27,1,0,0.0,1,100.0,21,203,117,3,1,0,0,0,24,2,13,2023-2024
Óscar Valentín,23,es ESP,CM,29-083,90,58,2,14,29,15,1,58,0,0,,0,,25,127,66,1,1,0,2,1,38,1,13,2023-2024
Isaac Palazón Camacho,7,es ESP,RM,28-319,90,64,1,10,26,29,2,64,4,2,50.0,1,25.0,32,180,73,1,1,0,6,2,40,9,13,2023-2024
Alfonso Espino,12,uy URU,LB,31-310,90,72,3,20,30,24,1,72,3,2,66.7,1,33.3,30,129,64,0,2,0,3,0,43,10,13,2023-2024
Florian Lejeune,24,fr FRA,CB,32-175,90,60,5,31,22,7,3,60,0,0,,0,,32,84,52,0,0,0,0,0,41,1,13,2023-2024
Abdul Mumin,16,gh GHA,CB,25-158,90,51,10,28,22,1,0,51,1,0,0.0,1,100.0,23,116,55,1,0,0,0,0,27,1,13,2023-2024
Andrei Ratiu,2,ro ROU,RB,25-144,77,50,3,14,25,11,4,50,1,1,100.0,0,0.0,21,127,78,3,1,3,1,0,22,3,13,2023-2024
   Jorge de Frutos,19,es ESP,RB,26-264,13,12,1,3,2,7,1,12,2,1,50.0,1,50.0,8,55,35,2,1,0,1,0,7,3,13,2023-2024
Stole Dimitrievski,1,mk MKD,GK,29-321,90,31,29,31,0,0,0,31,0,0,,0,,13,42,32,0,0,0,0,0,9,0,13,2023-2024
