player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Luis Javier Suárez,9,co COL,FW,25-252,90,12,11,1,0,0,1,0,0,0,0,0,0,9,0,0,1,2023-2024
Adri Embarba,10,es ESP,"LW,LM",31-096,90,40,30,10,2,0,1,8,2,4,1,3,0,30,0,0,1,2023-2024
Lázaro,14,br BRA,RW,21-152,45,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2023-2024
   Sergio Arribas,19,es ESP,"FW,RW",21-315,45,25,22,3,2,0,0,3,0,1,1,0,0,21,0,0,1,2023-2024
Largie Ramazani,7,be BEL,"AM,RM",22-165,82,19,19,0,0,0,0,2,0,0,0,0,0,15,0,1,1,2023-2024
   Marko Milovanović,29,rs SRB,RM,20-007,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2023-2024
Iddrisu Baba,4,gh GHA,"DM,CM",27-201,76,37,35,2,2,0,0,0,0,0,0,0,0,33,0,1,1,2023-2024
   Gonzalo Melero,11,es ESP,CM,29-221,14,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2023-2024
Lucas Robertone,5,ar ARG,"DM,CM",26-146,77,61,50,11,8,0,1,5,0,3,0,2,0,48,0,1,1,2023-2024
   Dion Lopy,6,sn SEN,CM,21-190,13,13,12,1,1,0,1,0,0,0,0,0,0,12,0,0,1,2023-2024
Sergio Akieme,15,es ESP,LB,25-238,90,50,42,8,2,1,1,5,6,0,0,0,0,39,0,1,1,2023-2024
Srđan Babić,22,rs SRB,CB,27-111,90,62,60,2,2,0,1,0,0,0,0,0,0,58,0,0,1,2023-2024
Édgar González,3,es ESP,CB,26-132,90,95,89,5,4,0,1,0,1,0,0,0,0,88,1,0,1,2023-2024
Alejandro Pozo Pozo,17,es ESP,RB,24-170,65,44,34,10,3,0,1,0,7,0,0,0,0,35,0,0,1,2023-2024
   Pubill,18,es ESP,RB,20-052,25,25,22,3,0,0,0,3,3,0,0,0,0,20,0,1,1,2023-2024
Diego Mariño,1,es ESP,GK,33-094,90,27,25,2,0,0,0,0,0,0,0,0,0,23,0,0,1,2023-2024
Randy Ntekja,11,fr FRA,FW,25-248,81,17,15,1,0,0,0,0,0,0,0,0,0,14,1,0,1,2023-2024
   Radamel Falcao,9,co COL,FW,37-182,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-2024
Álvaro García,18,es ESP,LW,30-288,85,15,14,1,0,0,0,2,0,1,0,1,0,9,0,1,1,2023-2024
   Pep Chavarría,3,es ESP,LW,25-123,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2023-2024
Isaac Palazón Camacho,7,es ESP,RW,28-227,90,40,39,1,0,0,1,2,0,1,1,0,0,33,0,0,1,2023-2024
Óscar Trejo,8,ar ARG,AM,35-107,62,18,18,0,0,0,0,0,0,0,0,0,0,14,0,0,1,2023-2024
   Salvi,19,es ESP,AM,32-134,28,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0,1,2023-2024
Óscar Valentín,23,es ESP,DM,28-356,85,28,28,0,0,0,0,0,0,0,0,0,0,23,0,1,1,2023-2024
   Diego Méndez,29,es ESP,DM,19-347,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2023-2024
Unai López,17,es ESP,DM,27-285,45,23,22,1,0,0,1,1,0,1,0,0,0,18,0,0,1,2023-2024
   Pathé Ciss,21,sn SEN,DM,29-148,45,21,19,2,2,0,3,1,0,0,0,0,0,18,0,1,1,2023-2024
Alfonso Espino,12,uy URU,LB,31-218,90,38,34,4,1,0,1,0,3,0,0,0,0,29,0,0,1,2023-2024
Florian Lejeune,24,fr FRA,CB,32-083,90,34,32,2,2,0,1,0,0,0,0,0,0,26,0,0,1,2023-2024
Aridane Hernández,5,es ESP,CB,34-141,90,35,32,3,3,0,0,0,0,0,0,0,0,26,0,1,1,2023-2024
Iván Balliu,20,al ALB,RB,31-222,90,41,28,13,2,0,0,2,11,0,0,0,0,31,0,1,1,2023-2024
Stole Dimitrievski,1,mk MKD,GK,29-229,90,27,14,13,4,0,1,0,0,0,0,0,0,14,0,0,1,2023-2024
Youssef En-Nesyri,15,ma MAR,FW,26-071,81,6,5,1,0,0,0,0,0,0,0,0,0,3,0,1,1,2023-2024
   Federico Gattoni,2,ar ARG,CB,24-176,9,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0,1,2023-2024
Érik Lamela,17,ar ARG,LW,31-160,55,7,6,1,0,0,0,1,1,0,0,0,0,6,0,0,1,2023-2024
   Óliver Torres,21,es ESP,AM,28-274,35,18,16,2,0,0,0,2,1,0,0,0,0,13,0,1,1,2023-2024
Lucas Ocampos,5,ar ARG,"RW,LW",29-031,90,26,24,2,1,0,0,1,1,0,0,0,0,15,0,3,1,2023-2024
Suso,7,es ESP,"AM,RW",29-265,90,39,32,7,4,0,3,9,1,1,0,0,0,23,0,3,1,2023-2024
Ivan Rakitić,10,hr CRO,DM,35-154,90,69,57,12,2,0,0,9,5,5,1,2,0,46,0,4,1,2023-2024
Fernando,20,br BRA,DM,36-017,68,30,29,1,1,0,0,1,0,0,0,0,0,25,0,0,1,2023-2024
   Djibril Sow,18,ch SUI,DM,26-186,22,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2023-2024
Marcos Acuña,19,ar ARG,LB,31-287,90,68,51,17,0,0,1,7,15,2,0,2,0,49,0,3,1,2023-2024
Nemanja Gudelj,6,rs SRB,CB,31-268,90,63,57,4,3,0,1,1,1,0,0,0,0,43,2,0,1,2023-2024
Loïc Bade,22,fr FRA,CB,23-122,80,46,44,2,2,0,0,0,0,0,0,0,0,40,0,0,1,2023-2024
Jesús Navas,16,es ESP,RB,37-263,68,42,33,8,0,0,0,2,8,0,0,0,0,32,1,0,1,2023-2024
   Juanlu Sánchez,26,es ESP,RB,19-361,22,13,10,3,0,0,0,1,3,0,0,0,0,11,0,0,1,2023-2024
Yassine Bounou,13,ma MAR,GK,32-128,90,31,21,10,3,0,0,0,0,0,0,0,0,20,0,0,1,2023-2024
Hugo Duro,9,es ESP,FW,23-274,90,18,17,1,0,0,0,0,0,0,0,0,0,13,0,1,1,2023-2024
Domingos André Ribeiro Almeida,10,pt POR,FW,23-073,61,22,21,1,0,0,0,0,1,0,0,0,0,18,0,2,1,2023-2024
   Javier Guerra,8,es ESP,FW,20-222,29,9,8,1,0,0,0,0,0,0,0,0,0,5,0,0,1,2023-2024
Diego López,16,es ESP,LM,21-090,64,21,21,0,0,1,0,0,0,0,0,0,0,15,0,0,1,2023-2024
   Pablo Gozalbez,27,es ESP,LM,22-103,26,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2023-2024
José Luis García Vayá,18,es ESP,CM,25-000,90,58,53,5,4,0,0,2,0,1,0,0,0,39,0,3,1,2023-2024
Mouctar Diakhaby,4,gn GUI,CM,26-235,90,45,42,3,3,0,0,0,0,0,0,0,0,41,0,1,1,2023-2024
Francisco Perez,23,es ESP,RM,20-336,60,13,13,0,0,1,0,2,0,0,0,0,0,11,0,1,1,2023-2024
   Dimitri Foulquier,20,fr FRA,"RB,RM",30-141,30,19,11,8,0,0,0,0,8,0,0,0,0,14,0,0,1,2023-2024
José Luis Gayà,14,es ESP,LB,28-078,86,30,24,6,0,0,0,4,6,0,0,0,0,19,0,0,1,2023-2024
   Jesus Vazquez,21,es ESP,LB,20-221,4,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2023-2024
Cenk Özkacar,15,tr TUR,CB,22-309,90,29,29,0,0,1,0,0,0,0,0,0,0,20,0,0,1,2023-2024
Gabriel Paulista,5,br BRA,CB,32-258,90,39,33,6,6,0,1,0,0,0,0,0,0,30,0,0,1,2023-2024
Thierry Correia,12,pt POR,"RB,RM",24-155,90,51,38,13,1,0,1,3,12,0,0,0,0,35,0,3,1,2023-2024
Giorgi Mamardashvili,25,ge GEO,GK,22-316,90,20,9,11,3,0,0,0,0,0,0,0,0,10,0,0,1,2023-2024
Carlos Fernández,9,es ESP,FW,27-082,58,11,11,0,0,1,0,0,0,0,0,0,0,6,0,1,1,2023-2024
   Ander Barrenetxea,7,es ESP,LW,21-228,32,16,16,0,0,0,0,2,0,0,0,0,0,10,0,0,1,2023-2024
Mikel Oyarzabal,10,es ESP,"LW,FW",26-113,73,14,14,0,0,0,0,0,0,0,0,0,0,9,0,1,1,2023-2024
   Umar Sadiq,19,ng NGA,FW,26-191,17,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2023-2024
Takefusa Kubo,14,jp JPN,RW,22-069,73,17,17,0,0,0,0,1,0,0,0,0,0,13,0,0,1,2023-2024
   Mohamed Ali Cho,11,fr FRA,RW,19-205,17,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2023-2024
Beñat Turrientes,22,es ESP,LM,21-193,79,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0,1,2023-2024
   Olasagasti,16,es ESP,LM,22-361,11,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2023-2024
Martín Zubimendi,4,es ESP,CM,24-191,90,47,45,2,2,0,0,0,0,0,0,0,0,42,0,1,1,2023-2024
Brais Méndez,23,es ESP,RM,26-217,90,45,38,7,1,0,1,5,0,4,3,1,0,35,0,3,1,2023-2024
Aihen Muñoz,3,es ESP,LB,25-361,90,43,29,14,1,0,0,2,13,0,0,0,0,30,0,1,1,2023-2024
Robin Le Normand,24,es ESP,CB,26-274,90,62,60,2,1,0,0,0,0,0,0,0,0,53,0,0,1,2023-2024
Igor Zubeldia,5,es ESP,CB,26-135,90,47,44,3,3,0,0,0,0,0,0,0,0,41,0,0,1,2023-2024
Hamari Traoré,18,ml MLI,RB,31-197,73,34,26,8,1,0,0,0,7,0,0,0,0,27,0,0,1,2023-2024
   Alex Sola,2,es ESP,RB,24-064,17,9,6,3,1,0,0,0,2,0,0,0,0,9,0,0,1,2023-2024
Álex Remiro,1,es ESP,GK,28-141,90,36,32,4,1,0,0,0,0,0,0,0,0,28,0,0,1,2023-2024
Cristhian Stuani,7,uy URU,FW,36-304,63,7,5,2,0,0,0,0,0,0,0,0,0,6,0,0,1,2023-2024
   Artem Dovbyk,9,ua UKR,FW,26-052,27,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2023-2024
Yan Couto,20,br BRA,LM,21-070,63,23,21,2,0,0,0,3,2,0,0,0,0,12,0,3,1,2023-2024
   Pablo Torre,18,es ESP,LM,20-131,27,7,5,1,1,0,0,0,0,0,0,0,0,4,1,0,1,2023-2024
Viktor Tsyhankov,8,ua UKR,CM,25-270,90,17,17,0,0,0,0,1,0,0,0,0,0,14,0,1,1,2023-2024
Yangel Herrera,21,ve VEN,CM,25-210,85,29,28,1,1,0,0,1,0,0,0,0,0,24,0,0,1,2023-2024
   Iván Martín,23,es ESP,DM,24-179,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-2024
Sávio,16,br BRA,RM,19-124,63,22,20,2,0,0,0,3,2,0,0,0,0,20,0,0,1,2023-2024
   Valery Fernández,11,es ESP,RM,23-262,27,10,10,0,0,0,0,0,0,0,0,0,0,6,0,1,1,2023-2024
Aleix García,14,es ESP,DM,26-045,90,57,49,7,6,0,3,4,0,1,0,0,0,49,1,0,1,2023-2024
Miguel Gutiérrez,3,es ESP,LB,22-016,90,38,26,12,1,1,0,2,11,0,0,0,0,33,0,0,1,2023-2024
Daley Blind,17,nl NED,CB,33-156,90,65,62,3,3,0,0,0,0,0,0,0,0,54,0,0,1,2023-2024
David López,5,es ESP,CB,33-307,90,79,66,13,5,0,1,0,0,0,0,0,0,67,0,0,1,2023-2024
Arnau Martinez,4,es ESP,RB,20-109,89,57,46,11,3,0,0,0,8,0,0,0,0,54,0,0,1,2023-2024
   Bernardo Espinosa,2,co COL,RB,34-032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023-2024
Paulo Gazzaniga,13,ar ARG,GK,31-222,90,42,31,10,2,0,0,0,0,0,0,0,0,25,1,0,1,2023-2024
Marc Cardona,19,es ESP,FW,28-035,63,19,19,0,0,0,0,0,0,0,0,0,0,13,0,0,1,2023-2024
   Munir El Haddadi,17,ma MAR,FW,27-345,27,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2023-2024
Sandro Ramírez,9,es ESP,LW,28-034,90,23,23,0,0,0,0,2,0,0,0,0,0,17,0,0,1,2023-2024
Jonathan Viera,21,es ESP,RW,33-295,90,61,56,5,1,0,0,0,0,3,0,0,0,54,0,0,1,2023-2024
Enzo Loiodice,12,fr FRA,CM,22-258,90,75,73,1,0,1,0,0,0,0,0,0,0,66,1,1,1,2023-2024
Kirian Rodríguez,20,es ESP,CM,27-160,84,95,90,5,5,0,0,1,0,0,0,0,0,84,0,0,1,2023-2024
   Omenuke Mfulu,22,cd COD,CM,29-145,6,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2023-2024
Javier Muñoz,5,es ESP,CM,28-165,90,43,43,0,0,0,0,0,0,0,0,0,0,33,0,0,1,2023-2024
Daley Sinkgraven,18,nl NED,LB,28-039,63,56,46,10,2,0,0,0,8,0,0,0,0,51,0,1,1,2023-2024
   Sergi Cardona,3,es ESP,LB,24-035,27,21,17,4,2,0,0,1,2,0,0,0,0,16,0,2,1,2023-2024
Álex Suárez,4,es ESP,CB,30-147,90,82,70,12,8,0,0,0,0,0,0,0,0,75,0,0,1,2023-2024
Saúl Coco,23,gq EQG,CB,24-184,90,58,55,3,3,0,0,0,0,0,0,0,0,56,0,0,1,2023-2024
Álvaro Lemos,14,es ESP,RB,30-135,90,54,38,16,2,0,0,1,14,0,0,0,0,46,0,2,1,2023-2024
Álvaro Vallés,13,es ESP,GK,26-018,90,36,28,8,4,0,1,0,0,0,0,0,0,19,0,0,1,2023-2024
Amath,23,sn SEN,"FW,LW",27-027,59,10,10,0,0,0,0,0,0,0,0,0,0,6,0,1,1,2023-2024
   Cyle Larin,17,ca CAN,LW,28-117,31,4,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2023-2024
Vedat Muriqi,7,xk KVX,FW,29-110,90,13,13,0,0,1,0,0,0,0,0,0,0,8,0,0,1,2023-2024
Manu Morlanes,8,es ESP,"CM,DM",24-212,84,22,21,0,0,0,0,0,0,0,0,0,0,16,1,0,1,2023-2024
   Javier Llabrés,34,es ESP,DM,20-335,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2023-2024
Omar Mascarell,5,es ESP,"CM,DM",30-191,59,16,14,2,2,0,0,0,0,0,0,0,0,14,0,1,1,2023-2024
   Samu Costa,12,pt POR,DM,22-258,31,18,18,0,0,0,0,0,0,0,0,0,0,17,0,0,1,2023-2024
Dani Rodríguez,14,es ESP,"RW,CM",35-067,90,25,20,5,1,1,0,1,1,1,0,0,0,19,0,0,1,2023-2024
Jaume Costa,11,es ESP,LB,35-147,90,30,22,7,0,0,0,3,7,0,0,0,0,19,1,0,1,2023-2024
Copete,6,es ESP,CB,23-306,45,12,11,0,0,0,0,0,0,0,0,0,0,9,1,1,1,2023-2024
   Antonio Raillo,21,es ESP,CB,31-308,45,19,19,0,0,0,0,1,0,0,0,0,0,13,0,0,1,2023-2024
Martin Valjent,24,sk SVK,CB,27-244,90,27,25,1,1,1,0,0,0,0,0,0,0,18,1,0,1,2023-2024
Giovanni González,20,uy URU,CB,28-326,45,13,10,2,1,0,1,0,1,0,0,0,0,9,1,0,1,2023-2024
   Sergi Darder,10,es ESP,AM,29-233,45,22,14,8,3,0,0,8,0,5,3,2,0,15,0,0,1,2023-2024
Pablo Maffeo,15,es ESP,RB,26-031,90,40,27,13,0,0,0,4,13,0,0,0,0,19,0,1,1,2023-2024
Predrag Rajković,1,rs SRB,GK,27-285,90,29,25,4,3,0,0,0,0,0,0,0,0,17,0,0,1,2023-2024
Iñaki Williams,9,gh GHA,"RW,FW",29-058,90,24,21,3,0,0,0,1,0,0,0,0,0,19,0,0,1,2023-2024
Iker Muniain,10,es ESP,LW,30-236,45,25,24,1,0,0,0,1,0,1,0,1,0,20,0,0,1,2023-2024
   Gorka Guruzeta,12,es ESP,FW,26-334,45,14,14,0,0,0,0,0,0,0,0,0,0,8,0,1,1,2023-2024
Nico Williams,11,es ESP,RW,21-031,45,14,12,2,0,0,0,2,2,0,0,0,0,11,0,0,1,2023-2024
   Álex Berenguer,7,es ESP,LW,28-039,45,33,23,10,2,0,0,12,2,6,3,2,0,19,0,0,1,2023-2024
Unai Gómez,30,es ESP,AM,20-079,45,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2023-2024
   Oihan Sancet,8,es ESP,AM,23-109,45,31,31,0,0,0,0,0,0,0,0,0,0,28,0,0,1,2023-2024
Mikel Vesga,6,es ESP,DM,30-083,63,42,42,0,0,0,2,1,0,0,0,0,0,37,0,0,1,2023-2024
   Ander Herrera,21,es ESP,DM,33-363,27,27,26,1,0,0,0,0,1,0,0,0,0,26,0,1,1,2023-2024
Iñigo Ruiz de Galarreta,16,es ESP,DM,30-006,90,69,69,0,0,0,0,1,0,0,0,0,0,59,0,2,1,2023-2024
Iñigo Lekue,15,es ESP,LB,30-100,70,43,39,4,0,0,0,1,4,0,0,0,0,37,0,1,1,2023-2024
   Imanol,19,es ESP,LB,23-065,20,26,21,5,0,0,0,3,5,0,0,0,0,22,0,2,1,2023-2024
Aitor Paredes,4,es ESP,CB,23-105,90,36,36,0,0,0,0,0,0,0,0,0,0,34,0,0,1,2023-2024
Daniel Vivian,3,es ESP,CB,24-028,90,50,46,4,4,0,0,0,0,0,0,0,0,41,0,1,1,2023-2024
Óscar de Marcos,18,es ESP,RB,34-120,90,81,70,9,0,0,0,8,9,0,0,0,0,59,2,2,1,2023-2024
Unai Simón,1,es ESP,GK,26-062,90,28,19,9,2,0,1,0,0,0,0,0,0,25,0,0,1,2023-2024
Vinicius Júnior,7,br BRA,FW,23-031,79,21,20,1,0,1,0,0,0,0,0,0,0,18,0,0,1,2023-2024
   Luka Modrić,10,hr CRO,FW,37-337,11,22,21,1,1,1,2,0,0,0,0,0,0,19,0,1,1,2023-2024
Rodrygo,11,br BRA,FW,22-215,79,25,23,2,1,0,0,1,0,1,0,1,0,21,0,1,1,2023-2024
   Joselu,14,es ESP,FW,33-138,11,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2023-2024
Jude Bellingham,5,eng ENG,AM,20-044,90,50,48,2,2,2,0,1,0,0,0,0,0,40,0,0,1,2023-2024
Eduardo Camavinga,12,fr FRA,LM,20-275,70,56,54,2,2,0,0,1,0,0,0,0,0,50,0,1,1,2023-2024
   Toni Kroos,8,de GER,LM,33-220,20,32,31,1,1,0,0,0,0,0,0,0,0,30,0,0,1,2023-2024
Federico Valverde,15,uy URU,RM,25-021,90,51,50,1,1,0,1,1,0,0,0,0,0,42,0,1,1,2023-2024
Aurélien Tchouaméni,18,fr FRA,DM,23-197,90,55,55,0,0,0,0,0,0,0,0,0,0,52,0,0,1,2023-2024
Fran Garcia,20,es ESP,LB,23-363,90,75,64,9,1,1,1,1,8,0,0,0,0,60,2,1,1,2023-2024
David Alaba,4,at AUT,CB,31-049,90,87,72,15,7,0,1,4,0,4,2,1,0,77,0,0,1,2023-2024
Éder Militão,3,br BRA,CB,25-206,49,32,32,0,0,0,1,0,0,0,0,0,0,31,0,0,1,2023-2024
   Antonio Rüdiger,22,de GER,CB,30-162,41,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0,1,2023-2024
Dani Carvajal,2,es ESP,RB,31-213,90,65,55,10,3,0,0,0,7,0,0,0,0,56,0,1,1,2023-2024
Andriy Lunin,13,ua UKR,GK,24-182,90,41,33,8,0,0,0,0,0,0,0,0,0,38,0,0,1,2023-2024
Jørgen Strand Larsen,18,no NOR,FW,23-188,72,19,16,2,0,0,0,0,0,0,0,0,0,11,1,1,1,2023-2024
   Gabriel Veiga,24,es ESP,FW,21-078,18,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2023-2024
Iago Aspas,10,es ESP,FW,36-012,81,24,22,2,0,0,0,0,0,1,0,0,0,21,0,1,1,2023-2024
   Williot Swedberg,19,se SWE,FW,19-193,9,4,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,2023-2024
Jonathan Bamba,17,ci CIV,LM,27-140,90,46,42,3,1,0,1,5,1,1,1,0,0,33,1,3,1,2023-2024
Hugo Sotelo,30,es ESP,CM,19-237,80,43,36,5,1,0,1,5,0,4,2,1,0,35,2,0,1,2023-2024
   Luca de la Torre,14,us USA,CM,25-082,10,10,10,0,0,0,0,0,0,0,0,0,0,7,0,1,1,2023-2024
Fran Beltrán,8,es ESP,CM,24-191,90,46,45,0,0,1,0,1,0,0,0,0,0,37,1,2,1,2023-2024
Carles Pérez,7,es ESP,RM,25-178,62,14,14,0,0,0,0,3,0,0,0,0,0,9,0,0,1,2023-2024
   Miguel Rodríguez,29,es ESP,RM,20-106,28,9,8,1,0,0,0,1,0,1,0,0,0,5,0,0,1,2023-2024
Franco Cervi,11,ar ARG,LB,29-079,80,66,50,15,4,0,0,2,11,0,0,0,0,53,1,2,1,2023-2024
   Manu Sánchez,23,es ESP,LB,22-354,10,5,3,2,0,0,0,1,2,0,0,0,0,3,0,1,1,2023-2024
Unai Núñez,4,es ESP,CB,26-195,90,70,68,2,2,0,2,0,0,0,0,0,0,59,0,1,1,2023-2024
Joseph Aidoo,15,gh GHA,CB,27-318,90,71,68,3,2,0,0,0,1,0,0,0,0,59,0,0,1,2023-2024
Óscar Mingueza,3,es ESP,RB,24-092,90,69,52,17,2,1,0,3,15,0,0,0,0,51,0,1,1,2023-2024
Iván Villar,13,es ESP,GK,26-035,90,30,17,13,3,0,0,0,0,0,0,0,0,26,0,0,1,2023-2024
Ante Budimir,17,hr CRO,FW,32-022,78,16,16,0,0,0,0,0,0,0,0,0,0,10,0,0,1,2023-2024
   Ezequiel Ávila,9,ar ARG,FW,29-188,12,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2023-2024
Moi Gómez,16,es ESP,LW,29-051,90,44,42,2,0,0,2,1,1,1,0,1,0,39,0,0,1,2023-2024
Rubén García,14,es ESP,RW,30-030,66,30,28,2,1,0,0,2,0,1,0,1,0,19,0,2,1,2023-2024
   Pablo Ibáñez,19,es ESP,"RM,RW",24-327,24,8,8,0,0,0,0,1,0,0,0,0,0,6,0,1,1,2023-2024
Aimar Oroz,10,es ESP,LM,21-259,78,43,41,1,0,0,0,0,0,0,0,0,0,32,1,2,1,2023-2024
   Jesús Areso,12,es ESP,LM,24-042,12,4,1,3,0,0,0,0,3,0,0,0,0,1,0,0,1,2023-2024
Lucas Torró,6,es ESP,CM,29-025,89,41,40,1,1,0,1,0,0,0,0,0,0,36,0,0,1,2023-2024
   Iker Muñoz,34,es ESP,CM,20-281,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2023-2024
