player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Giorgi Mamardashvili,ge GEO,23-057,90,1,0,1,100.0,0.1,5,10,50.0,19,7,31.6,30.1,9,44.4,42.6,13,1,7.7,1,13.7,14,2023-2024
Vicente Guaita,es ESP,36-319,90,0,0,0,,0.0,3,9,33.3,19,7,15.8,27.9,9,66.7,47.4,14,1,7.1,2,13.2,14,2023-2024
David Soria,es ESP,30-235,90,4,1,3,75.0,1.4,10,24,41.7,27,4,55.6,39.4,9,100.0,65.9,12,3,25.0,0,9.0,14,2023-2024
Luís Maximiano,pt POR,24-324,90,5,2,3,60.0,1.3,9,23,39.1,26,4,61.5,44.7,10,70.0,49.2,11,0,0.0,2,21.5,14,2023-2024
Jan Oblak,si SVN,30-322,90,1,0,1,100.0,0.3,3,10,30.0,15,1,20.0,28.1,9,77.8,53.8,11,1,9.1,0,5.0,14,2023-2024
Predrag Rajković,rs SRB,28-025,90,3,1,2,66.7,0.7,10,23,43.5,15,1,66.7,48.4,17,76.5,57.9,16,0,0.0,0,22.0,14,2023-2024
Filip Jørgensen,dk DEN,21-224,90,7,1,6,85.7,2.1,2,7,28.6,34,4,8.8,24.5,11,36.4,31.9,30,2,6.7,0,7.3,14,2023-2024
Sergio Herrera,es ESP,30-174,90,3,3,0,0.0,2.5,4,8,50.0,22,3,31.8,31.9,1,100.0,74.0,10,1,10.0,1,19.3,14,2023-2024
Álex Remiro,es ESP,28-247,90,2,1,1,50.0,0.5,2,11,18.2,23,3,26.1,30.0,6,83.3,55.5,16,0,0.0,0,7.7,14,2023-2024
Marko Dmitrović,rs SRB,31-306,90,8,2,7,75.0,2.2,3,19,15.8,34,5,41.2,35.8,6,83.3,61.2,8,1,12.5,2,17.5,14,2023-2024
Jeremías Ledesma,ar ARG,30-286,78,4,3,1,25.0,1.8,6,9,66.7,18,5,33.3,27.3,6,50.0,43.3,8,,,3,21.3,14,2023-2024
David Gil,es ESP,29-319,12,1,0,1,100.0,0.0,1,2,50.0,6,1,33.3,33.2,0,,,1,0,0.0,0,,14,2023-2024
Andriy Lunin,ua UKR,24-288,90,4,0,4,100.0,1.2,1,4,25.0,31,8,9.7,22.3,2,50.0,31.5,14,2,14.3,2,14.4,14,2023-2024
Francisco Barbosa,es ESP,24-203,90,4,0,4,100.0,1.4,7,20,35.0,28,6,46.4,39.0,10,70.0,50.8,17,1,5.9,2,12.8,14,2023-2024
Álvaro Vallés,es ESP,26-124,90,6,1,5,83.3,1.9,3,5,60.0,57,6,8.8,19.9,3,0.0,22.3,13,1,7.7,1,16.0,14,2023-2024
Paulo Gazzaniga,ar ARG,31-329,90,6,1,5,83.3,1.2,2,5,40.0,39,6,12.8,26.6,3,0.0,24.7,18,0,0.0,0,,14,2023-2024
Unai Simón,es ESP,26-169,90,2,1,1,50.0,0.9,10,20,50.0,22,5,45.5,37.8,10,100.0,65.5,11,0,0.0,0,,14,2023-2024
Predrag Rajković,rs SRB,28-029,90,3,1,2,66.7,0.4,6,12,50.0,24,5,41.7,38.6,6,33.3,32.3,7,0,0.0,2,23.3,13,2023-2024
David Gil,es ESP,29-322,90,3,1,2,66.7,0.6,9,30,30.0,16,0,93.8,59.0,16,93.8,62.8,29,0,0.0,0,8.2,13,2023-2024
Álvaro Vallés,es ESP,26-129,90,4,0,4,100.0,0.4,6,14,42.9,87,8,13.8,21.5,8,25.0,31.6,15,3,20.0,3,15.3,15,2023-2024
David Soria,es ESP,30-241,90,6,2,4,66.7,1.7,15,33,45.5,30,1,90.0,52.4,6,100.0,66.2,8,0,0.0,0,13.0,15,2023-2024
