player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Óscar Trejo,8,ar ARG,FW,35-199,58,31,30,1,0,1,0,0,0,1,0,0,0,27,0,1,13,2023-2024
   Randy Ntekja,11,fr FRA,FW,25-340,32,14,14,0,0,0,0,0,0,0,0,0,0,11,0,2,13,2023-2024
Sergio Camello,34,es ESP,FW,22-274,66,15,12,3,0,0,0,0,0,0,0,0,0,13,0,0,13,2023-2024
   Radamel Falcao,9,co COL,FW,37-274,24,8,7,1,0,0,0,0,1,0,0,0,0,8,0,0,13,2023-2024
Álvaro García,18,es ESP,LM,31-015,77,23,23,0,0,0,0,8,0,0,0,0,0,12,0,0,13,2023-2024
   Bebé,10,cv CPV,LM,33-122,13,10,9,1,0,0,1,2,0,1,1,0,0,10,0,0,13,2023-2024
Unai López,17,es ESP,CM,28-012,66,49,47,1,0,0,2,3,0,1,1,0,0,42,1,0,13,2023-2024
   Kike Pérez,14,es ESP,CM,26-270,24,23,23,0,0,0,0,3,0,0,0,0,0,16,0,1,13,2023-2024
Óscar Valentín,23,es ESP,CM,29-083,90,42,41,1,1,0,2,0,0,0,0,0,0,35,0,0,13,2023-2024
Isaac Palazón Camacho,7,es ESP,RM,28-319,90,45,38,7,2,0,0,8,0,5,2,2,0,30,0,1,13,2023-2024
Alfonso Espino,12,uy URU,LB,31-310,90,56,48,8,1,0,0,3,7,0,0,0,0,46,0,1,13,2023-2024
Florian Lejeune,24,fr FRA,CB,32-175,90,54,52,2,2,0,2,0,0,0,0,0,0,47,0,0,13,2023-2024
Abdul Mumin,16,gh GHA,CB,25-158,90,36,34,2,2,0,1,0,0,0,0,0,0,32,0,0,13,2023-2024
Andrei Ratiu,2,ro ROU,RB,25-144,77,44,30,14,1,0,0,1,13,0,0,0,0,37,0,1,13,2023-2024
   Jorge de Frutos,19,es ESP,RB,26-264,13,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0,13,2023-2024
Stole Dimitrievski,1,mk MKD,GK,29-321,90,26,12,14,5,0,0,0,0,0,0,0,0,18,0,0,13,2023-2024
Artem Dovbyk,9,ua UKR,FW,26-143,77,12,12,0,0,0,0,0,0,0,0,0,0,4,0,0,13,2023-2024
   Cristhian Stuani,7,uy URU,FW,37-030,13,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,13,2023-2024
Sávio,16,br BRA,AM,19-215,83,34,34,0,0,0,0,4,0,0,0,0,0,23,0,1,13,2023-2024
   Portu,24,es ESP,AM,31-174,7,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,13,2023-2024
